CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,75,100,9,62.0,108.0,10
2,5,88,7,180.0,230.0,10
3,42,29,2,0.0,53.0,10
4,17,86,5,101.0,141.0,10
5,100,17,8,141.0,170.0,10
6,17,13,5,64.0,106.0,10
7,97,33,2,193.0,230.0,10
8,5,30,10,7.0,60.0,10
9,12,30,8,33.0,70.0,10
10,32,79,5,180.0,230.0,10
11,18,40,8,200.0,230.0,10
12,92,64,3,69.0,109.0,10
13,96,20,9,49.0,75.0,10
14,23,81,10,40.0,78.0,10
15,36,77,6,162.0,195.0,10
16,41,100,6,87.0,114.0,10
17,85,81,9,174.0,230.0,10
18,49,86,4,170.0,230.0,10
19,29,19,4,203.0,224.0,10
20,28,69,9,10.0,68.0,10
21,85,79,7,180.0,230.0,10
22,85,24,1,65.0,112.0,10
23,46,50,3,0.0,31.0,10
24,18,91,9,61.0,105.0,10
25,72,37,7,25.0,58.0,10
26,51,49,7,200.0,230.0,10
27,72,29,9,93.0,146.0,10
28,61,2,10,116.0,171.0,10
29,49,74,9,122.0,171.0,10
30,94,57,8,145.0,184.0,10
31,38,14,7,26.0,77.0,10
32,14,99,8,67.0,117.0,10
33,79,56,10,29.0,51.0,10
34,34,71,2,150.0,204.0,10
35,91,31,9,171.0,230.0,10
36,53,88,6,181.0,203.0,10
37,45,75,5,206.0,230.0,10
38,83,58,3,37.0,96.0,10
39,34,66,9,187.0,209.0,10
40,83,60,9,110.0,135.0,10
41,40,65,7,39.0,72.0,10
42,3,44,1,12.0,67.0,10
43,49,17,8,85.0,110.0,10
44,60,60,7,185.0,230.0,10
45,1,47,1,207.0,230.0,10
46,91,64,5,78.0,127.0,10
47,74,32,1,183.0,230.0,10
48,42,74,6,32.0,69.0,10
49,70,61,5,148.0,171.0,10
50,9,26,5,28.0,77.0,10
51,36,71,3,132.0,190.0,10
52,100,45,7,115.0,163.0,10
53,88,25,7,87.0,112.0,10
54,8,38,1,35.0,60.0,10
55,42,38,10,188.0,230.0,10
56,78,89,3,159.0,189.0,10
57,76,14,1,45.0,97.0,10
58,96,30,5,155.0,182.0,10
59,5,51,6,184.0,230.0,10
60,25,15,5,137.0,192.0,10
61,56,95,7,156.0,192.0,10
62,36,11,5,15.0,36.0,10
63,13,96,3,122.0,143.0,10
64,83,69,8,118.0,145.0,10
65,96,50,8,150.0,179.0,10
66,73,75,4,51.0,81.0,10
67,61,39,5,67.0,108.0,10
68,65,66,1,29.0,60.0,10
69,47,32,2,182.0,230.0,10
70,15,4,8,101.0,135.0,10
71,76,69,9,152.0,201.0,10
72,29,47,8,189.0,220.0,10
73,58,63,7,105.0,150.0,10
74,91,26,7,139.0,168.0,10
75,42,72,2,197.0,230.0,10
76,41,3,9,55.0,96.0,10
77,14,7,2,76.0,133.0,10
78,79,88,5,85.0,109.0,10
79,74,6,6,23.0,83.0,10
80,52,58,3,176.0,230.0,10
81,94,6,6,77.0,136.0,10
82,40,52,8,170.0,230.0,10
83,47,88,3,186.0,230.0,10
84,38,12,8,12.0,41.0,10
85,19,4,3,99.0,152.0,10
86,80,13,10,113.0,140.0,10
87,81,96,6,174.0,211.0,10
88,30,68,9,193.0,230.0,10
89,72,39,6,51.0,79.0,10
90,63,36,5,0.0,60.0,10
91,30,61,1,194.0,230.0,10
92,98,48,2,132.0,166.0,10
93,46,81,3,191.0,230.0,10
94,51,34,7,199.0,230.0,10
95,47,9,8,68.0,112.0,10
96,2,47,7,204.0,230.0,10
97,37,73,10,118.0,166.0,10
98,66,100,1,75.0,122.0,10
99,21,0,4,165.0,198.0,10
100,65,75,6,197.0,230.0,10
