CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,46.88,8.18,22,727.2,957.62,10
2,11.42,96.09,3,54.23,337.93,10
3,13.37,54.65,7,0.0,1000.0,10
4,74.96,46.86,5,35.1,233.44,10
5,88.39,21.71,37,637.59,877.59,10
6,78.06,55.38,31,38.44,303.82,10
7,98.99,35.83,16,0.0,1000.0,10
8,75.58,33.05,39,303.22,663.22,10
9,53.88,31.94,18,862.34,977.22,10
10,21.26,8.04,18,0.0,1000.0,10
11,94.51,3.9,21,0.0,1000.0,10
12,91.73,67.21,16,383.85,623.85,10
13,83.68,4.83,32,0.0,1000.0,10
14,31.07,39.96,15,196.01,436.01,10
15,44.14,47.16,10,5.02,364.64,10
16,88.08,74.9,13,442.79,922.79,10
17,60.6,32.92,9,0.0,1000.0,10
18,97.3,45.7,33,473.87,833.87,10
19,78.9,81.76,19,50.22,270.86,10
20,61.06,51.09,40,0.0,1000.0,10
21,84.15,52.56,10,44.22,316.26,10
22,40.9,83.82,20,348.86,468.86,10
23,19.03,28.55,8,0.0,1000.0,10
24,51.46,74.16,11,536.24,896.24,10
25,99.8,36.8,24,517.71,877.71,10
26,95.92,21.26,3,62.87,428.28,10
27,12.04,64.02,15,0.0,1000.0,10
28,15.68,25.21,24,307.85,787.85,10
29,63.15,14.67,21,0.0,1000.0,10
30,42.89,42.92,3,213.81,693.81,10
31,82.87,80.03,27,105.5,225.5,10
32,70.09,84.93,6,0.0,1000.0,10
33,3.57,32.76,13,519.38,959.7,10
34,80.68,6.19,21,663.09,940.22,10
35,52.4,64.38,34,354.96,594.96,10
36,94.05,99.21,34,162.72,642.72,10
37,23.26,29.78,43,306.24,426.24,10
38,59.36,79.32,21,517.47,877.47,10
39,60.23,66.46,39,0.0,1000.0,10
40,99.84,39.36,32,0.0,1000.0,10
41,16.06,5.55,11,50.49,235.08,10
42,73.66,3.76,37,0.0,1000.0,10
43,33.03,20.37,27,89.55,209.55,10
44,67.62,33.75,27,489.13,729.13,10
45,20.69,20.34,42,202.9,682.9,10
46,56.73,33.9,4,360.14,720.14,10
47,46.55,70.18,3,188.39,548.39,10
48,35.15,14.96,21,806.02,926.02,10
49,98.22,92.72,11,134.66,494.66,10
50,39.37,49.77,43,0.0,1000.0,10
51,25.77,85.91,41,0.0,1000.0,10
52,83.02,17.51,42,53.91,230.91,10
53,68.82,18.29,25,607.67,957.15,10
54,19.04,40.25,31,682.38,976.88,10
55,50.41,96.04,31,724.4,952.8,10
56,78.05,53.42,31,560.21,920.21,10
57,67.95,59.51,41,29.52,489.02,10
58,73.82,84.49,17,667.4,907.4,10
59,88.34,83.15,23,0.0,1000.0,10
60,33.04,37.36,42,14.43,370.45,10
61,45.27,68.64,30,0.0,1000.0,10
62,57.39,87.09,17,0.0,1000.0,10
63,62.03,9.81,34,311.73,671.73,10
64,78.18,67.72,40,414.75,774.75,10
65,67.04,91.46,8,262.73,382.73,10
66,99.08,39.78,26,465.95,585.95,10
67,44.46,28.69,21,455.21,935.21,10
68,28.91,58.23,5,209.94,569.94,10
69,61.95,13.31,14,327.88,687.88,10
70,91.61,77.53,11,244.42,364.42,10
71,8.1,21.2,11,237.98,597.98,10
72,42.86,26.61,24,106.04,226.04,10
73,68.98,92.56,37,73.89,433.89,10
74,83.3,10.74,31,58.45,409.01,10
75,31.27,99.58,3,0.0,1000.0,10
76,41.12,97.52,24,0.0,1000.0,10
77,68.84,90.22,43,140.52,260.52,10
78,6.42,67.86,12,38.03,303.0,10
79,19.42,85.88,13,0.0,1000.0,10
80,44.89,67.79,28,18.45,215.89,10
81,2.1,33.88,4,0.0,1000.0,10
82,33.02,3.14,38,47.38,255.71,10
83,73.62,90.23,38,52.43,348.05,10
84,74.89,95.96,9,0.0,1000.0,10
85,54.27,26.14,41,96.28,456.28,10
86,57.65,49.25,1,111.47,351.47,10
87,82.64,22.87,1,50.54,181.65,10
88,94.5,44.44,38,0.0,1000.0,10
89,5.4,86.78,26,269.99,749.99,10
90,15.2,32.49,36,675.99,915.99,10
91,79.87,48.45,15,205.4,445.4,10
92,19.4,27.61,35,30.42,290.9,10
93,83.05,78.19,4,0.0,1000.0,10
94,79.37,9.58,26,0.0,1000.0,10
95,5.55,46.51,3,604.77,965.37,10
96,45.7,33.09,15,194.44,554.44,10
97,44.41,89.56,3,39.81,499.72,10
98,94.66,2.78,24,566.6,926.6,10
99,35.66,45.8,18,0.0,1000.0,10
100,47.84,54.51,30,265.82,505.82,10
