CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,39.18,23.64,45,99.5,579.5,10
2,8.36,43.24,22,446.86,806.86,10
3,52.54,41.31,37,252.12,612.12,10
4,74.6,89.24,33,86.94,566.94,10
5,22.69,74.86,5,179.26,419.26,10
6,57.3,45.73,30,17.82,483.03,10
7,45.36,98.23,40,582.91,822.91,10
8,93.09,91.91,40,215.26,575.26,10
9,11.83,38.13,29,392.33,752.33,10
10,26.11,52.87,21,804.59,985.82,10
11,47.54,88.87,23,298.31,658.31,10
12,3.54,89.6,39,373.99,733.99,10
13,55.95,10.2,13,252.74,732.74,10
14,2.38,50.18,47,37.62,208.87,10
15,39.03,97.59,43,422.15,902.15,10
16,15.51,84.21,48,284.37,404.37,10
17,43.39,4.91,20,45.22,254.81,10
18,98.11,45.77,32,255.72,735.72,10
19,69.53,96.3,47,572.74,945.08,10
20,0.38,98.56,46,131.1,251.1,10
21,98.45,10.61,46,697.94,929.52,10
22,39.76,26.46,2,135.0,375.0,10
23,23.1,29.91,4,524.63,973.75,10
24,51.01,93.03,33,44.42,305.97,10
25,13.17,29.62,8,654.33,894.33,10
26,66.06,18.58,23,739.48,859.48,10
27,28.13,3.47,37,455.53,935.53,10
28,29.02,31.29,1,91.92,211.92,10
29,37.89,27.84,40,762.34,977.74,10
30,89.09,62.45,21,590.75,710.75,10
31,23.49,83.53,23,147.62,507.62,10
32,29.6,62.27,13,274.34,754.34,10
33,94.37,6.57,42,446.83,566.83,10
34,93.97,85.55,46,249.07,609.07,10
35,87.73,11.41,22,561.05,681.05,10
36,33.86,73.09,23,453.01,573.01,10
37,64.32,19.08,17,790.04,910.04,10
38,30.4,74.65,9,344.64,824.64,10
39,97.16,51.9,15,505.5,865.5,10
40,70.96,24.89,21,354.46,474.46,10
41,23.0,36.34,32,559.03,919.03,10
42,46.13,66.25,40,70.62,310.62,10
43,59.49,51.4,48,821.94,941.94,10
44,76.82,9.11,26,734.68,944.98,10
45,27.66,44.37,18,757.19,877.19,10
46,68.52,77.69,24,340.23,580.23,10
47,43.68,57.92,44,433.95,673.95,10
48,30.51,82.03,41,442.45,802.45,10
49,16.67,67.62,18,720.45,840.45,10
50,73.75,50.15,42,795.43,915.43,10
51,27.16,50.36,17,567.81,807.81,10
52,66.58,38.05,7,532.2,892.2,10
53,90.29,6.38,12,362.05,602.05,10
54,29.28,75.84,7,155.49,515.49,10
55,97.06,23.57,5,666.69,786.69,10
56,31.47,85.58,8,453.09,573.09,10
57,46.71,94.99,28,91.54,331.54,10
58,44.85,64.61,24,419.38,899.38,10
59,47.24,74.23,25,625.77,745.77,10
60,83.42,48.18,19,815.35,935.35,10
61,94.14,25.0,25,550.16,790.16,10
62,77.36,21.58,38,64.58,184.58,10
63,98.97,96.72,46,593.96,713.96,10
64,16.06,57.81,48,700.91,820.91,10
65,89.71,20.67,45,748.8,942.28,10
66,42.52,16.21,47,381.6,741.6,10
67,97.25,34.33,40,730.53,940.64,10
68,79.4,39.54,21,40.76,458.39,10
69,24.3,82.85,9,394.78,874.78,10
70,2.54,94.82,50,586.52,941.59,10
71,11.31,64.71,34,616.33,856.33,10
72,84.4,45.62,9,416.46,896.46,10
73,8.16,61.34,45,244.33,484.33,10
74,42.2,24.17,7,83.62,443.62,10
75,21.95,58.35,2,19.89,212.94,10
76,8.17,59.57,16,496.88,966.76,10
77,59.63,96.65,41,748.98,868.98,10
78,74.91,21.73,34,192.39,432.39,10
79,85.67,52.1,36,537.0,657.0,10
80,40.75,43.35,23,6.69,274.48,10
81,21.92,18.56,24,172.33,412.33,10
82,50.43,24.87,28,441.98,681.98,10
83,61.99,79.05,11,737.09,857.09,10
84,30.53,62.36,2,599.45,719.45,10
85,84.96,90.14,50,106.64,466.64,10
86,15.99,74.13,4,471.31,711.31,10
87,61.14,74.88,31,544.38,784.38,10
88,30.43,98.42,24,108.01,348.01,10
89,93.83,22.02,19,62.16,302.16,10
90,18.1,92.81,17,684.01,804.01,10
91,28.67,1.91,14,240.06,360.06,10
92,12.08,49.91,8,33.48,153.48,10
93,63.68,12.16,5,200.1,440.1,10
94,72.73,48.61,22,580.68,967.24,10
95,35.89,14.5,21,107.96,467.96,10
96,38.41,77.2,44,27.25,479.83,10
97,66.37,90.88,45,761.34,951.35,10
98,69.23,3.19,38,381.25,501.25,10
99,58.43,84.5,50,532.41,960.89,10
100,80.92,87.86,48,165.48,405.48,10
