CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,3,7,4,146.0,173.0,10
2,49,81,6,38.0,97.0,10
3,12,0,1,20.0,66.0,10
4,78,45,6,25.0,82.0,10
5,39,33,6,197.0,217.0,10
6,60,94,1,151.0,189.0,10
7,57,29,7,8.0,57.0,10
8,5,36,7,185.0,230.0,10
9,94,42,5,197.0,230.0,10
10,52,47,1,180.0,230.0,10
11,32,12,8,100.0,126.0,10
12,8,58,2,98.0,153.0,10
13,7,21,9,62.0,94.0,10
14,42,65,5,71.0,101.0,10
15,66,17,10,59.0,87.0,10
16,85,56,6,94.0,151.0,10
17,27,19,5,56.0,101.0,10
18,72,38,8,189.0,230.0,10
19,66,61,7,126.0,164.0,10
20,33,71,8,64.0,88.0,10
21,79,58,3,135.0,188.0,10
22,29,38,4,136.0,190.0,10
23,9,21,1,75.0,133.0,10
24,26,49,8,97.0,145.0,10
25,3,75,5,69.0,104.0,10
26,10,35,1,15.0,40.0,10
27,14,32,9,38.0,84.0,10
28,22,68,7,162.0,217.0,10
29,7,0,7,158.0,213.0,10
30,81,65,9,187.0,230.0,10
31,45,85,6,120.0,168.0,10
32,46,43,4,171.0,230.0,10
33,70,70,2,201.0,230.0,10
34,43,19,8,2.0,26.0,10
35,49,8,4,27.0,55.0,10
36,54,45,2,202.0,226.0,10
37,98,22,7,63.0,120.0,10
38,34,35,10,197.0,230.0,10
39,37,21,2,107.0,141.0,10
40,94,46,2,204.0,230.0,10
41,94,60,1,101.0,159.0,10
42,18,81,4,143.0,183.0,10
43,69,34,9,201.0,230.0,10
44,60,86,2,84.0,143.0,10
45,58,59,9,172.0,230.0,10
46,19,69,9,177.0,223.0,10
47,70,24,2,210.0,230.0,10
48,44,86,4,156.0,187.0,10
49,24,66,2,124.0,149.0,10
50,27,50,4,0.0,23.0,10
51,87,45,2,191.0,230.0,10
52,24,15,2,48.0,103.0,10
53,65,36,9,172.0,230.0,10
54,2,83,7,153.0,207.0,10
55,4,47,2,185.0,217.0,10
56,74,77,3,199.0,230.0,10
57,84,73,10,89.0,126.0,10
58,37,28,10,130.0,160.0,10
59,70,64,10,96.0,154.0,10
60,12,23,8,84.0,106.0,10
61,39,48,1,0.0,39.0,10
62,76,72,2,187.0,230.0,10
63,24,44,10,132.0,174.0,10
64,90,68,6,180.0,230.0,10
65,64,73,4,32.0,85.0,10
66,77,43,5,190.0,230.0,10
67,1,45,9,193.0,228.0,10
68,40,83,2,40.0,62.0,10
69,16,39,5,206.0,230.0,10
70,40,64,7,176.0,216.0,10
71,49,97,10,109.0,139.0,10
72,7,74,5,174.0,230.0,10
73,62,31,2,106.0,162.0,10
74,28,64,6,101.0,127.0,10
75,13,63,9,36.0,92.0,10
76,43,93,6,198.0,230.0,10
77,3,82,4,155.0,197.0,10
78,95,80,8,59.0,84.0,10
79,90,52,9,48.0,89.0,10
80,91,95,7,175.0,230.0,10
81,56,53,3,127.0,177.0,10
82,55,39,5,6.0,54.0,10
83,55,82,4,135.0,172.0,10
84,22,26,5,103.0,140.0,10
85,53,87,9,176.0,216.0,10
86,85,94,4,195.0,230.0,10
87,9,71,6,13.0,57.0,10
88,54,30,10,4.0,60.0,10
89,1,41,3,184.0,230.0,10
90,32,81,5,85.0,111.0,10
91,93,5,3,124.0,166.0,10
92,6,88,8,38.0,84.0,10
93,63,95,3,101.0,157.0,10
94,95,33,8,173.0,196.0,10
95,58,55,3,161.0,196.0,10
96,55,24,1,73.0,115.0,10
97,63,71,3,23.0,66.0,10
98,3,33,5,21.0,54.0,10
99,98,57,2,77.0,117.0,10
100,69,94,1,64.0,96.0,10
