CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,74,88,8,58.0,112.0,10
2,62,36,6,169.0,220.0,10
3,33,4,2,53.0,109.0,10
4,21,73,9,121.0,147.0,10
5,77,68,1,125.0,159.0,10
6,31,12,6,17.0,75.0,10
7,11,8,8,85.0,141.0,10
8,34,17,1,80.0,140.0,10
9,48,100,4,43.0,73.0,10
10,51,14,5,157.0,190.0,10
11,91,44,1,175.0,230.0,10
12,95,30,9,62.0,104.0,10
13,41,94,2,162.0,218.0,10
14,7,22,5,28.0,49.0,10
15,16,23,1,74.0,99.0,10
16,30,100,5,189.0,230.0,10
17,85,77,1,177.0,230.0,10
18,29,79,5,171.0,230.0,10
19,16,9,8,130.0,155.0,10
20,27,44,9,120.0,151.0,10
21,98,22,2,35.0,83.0,10
22,75,71,7,40.0,87.0,10
23,72,83,7,192.0,230.0,10
24,62,4,8,163.0,197.0,10
25,92,5,3,140.0,182.0,10
26,5,79,2,29.0,82.0,10
27,66,64,4,170.0,230.0,10
28,41,24,10,66.0,91.0,10
29,57,86,7,172.0,230.0,10
30,86,41,4,177.0,230.0,10
31,97,26,10,65.0,108.0,10
32,87,32,10,163.0,184.0,10
33,28,87,2,189.0,230.0,10
34,49,31,8,201.0,230.0,10
35,63,92,1,94.0,125.0,10
36,30,90,7,199.0,230.0,10
37,73,9,6,76.0,112.0,10
38,23,17,5,7.0,33.0,10
39,54,54,5,195.0,230.0,10
40,72,48,5,182.0,230.0,10
41,91,82,4,171.0,217.0,10
42,29,70,2,21.0,64.0,10
43,93,88,9,135.0,174.0,10
44,99,21,3,209.0,230.0,10
45,97,99,6,188.0,230.0,10
46,61,18,3,83.0,139.0,10
47,45,78,1,171.0,230.0,10
48,91,56,1,53.0,82.0,10
49,92,74,7,64.0,115.0,10
50,33,55,10,195.0,230.0,10
51,31,48,6,51.0,99.0,10
52,70,71,5,189.0,230.0,10
53,18,37,3,0.0,59.0,10
54,3,60,7,147.0,194.0,10
55,63,33,3,107.0,145.0,10
56,34,21,2,49.0,93.0,10
57,33,77,6,198.0,230.0,10
58,69,80,4,40.0,62.0,10
59,52,88,2,192.0,230.0,10
60,9,96,2,146.0,172.0,10
61,57,55,6,69.0,100.0,10
62,83,74,9,140.0,161.0,10
63,47,74,3,185.0,230.0,10
64,15,45,1,175.0,230.0,10
65,42,23,4,63.0,121.0,10
66,56,13,4,22.0,54.0,10
67,32,44,4,71.0,120.0,10
68,4,80,6,46.0,90.0,10
69,81,14,4,173.0,225.0,10
70,31,34,3,0.0,31.0,10
71,40,53,1,204.0,230.0,10
72,66,70,10,204.0,230.0,10
73,19,12,5,133.0,171.0,10
74,57,11,8,178.0,230.0,10
75,84,80,10,165.0,190.0,10
76,43,52,10,153.0,182.0,10
77,95,4,1,158.0,186.0,10
78,51,20,8,26.0,68.0,10
79,2,17,3,41.0,70.0,10
80,35,94,3,191.0,230.0,10
81,88,64,6,53.0,113.0,10
82,20,65,1,184.0,230.0,10
83,53,11,9,126.0,186.0,10
84,36,44,6,128.0,152.0,10
85,33,66,6,206.0,230.0,10
86,76,67,8,113.0,137.0,10
87,47,1,10,7.0,56.0,10
88,48,11,1,32.0,79.0,10
89,87,51,7,197.0,230.0,10
90,16,19,3,66.0,117.0,10
91,16,63,1,3.0,48.0,10
92,62,100,4,193.0,230.0,10
93,34,12,3,108.0,146.0,10
94,68,94,7,68.0,120.0,10
95,39,81,7,173.0,230.0,10
96,91,10,2,194.0,218.0,10
97,13,35,3,28.0,56.0,10
98,95,84,5,154.0,195.0,10
99,58,1,7,120.0,152.0,10
100,30,54,5,32.0,89.0,10
