CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,41,62,9,6.0,49.0,10
2,31,52,1,132.0,180.0,10
3,89,0,3,207.0,230.0,10
4,19,58,4,205.0,230.0,10
5,9,74,10,189.0,230.0,10
6,58,18,6,168.0,201.0,10
7,12,99,7,210.0,230.0,10
8,39,15,5,207.0,230.0,10
9,48,75,1,172.0,230.0,10
10,58,60,2,89.0,140.0,10
11,24,57,10,61.0,104.0,10
12,84,34,7,183.0,230.0,10
13,67,46,6,32.0,54.0,10
14,37,9,4,168.0,191.0,10
15,63,28,8,169.0,228.0,10
16,13,73,6,178.0,219.0,10
17,81,55,5,31.0,69.0,10
18,97,21,9,201.0,230.0,10
19,74,82,7,153.0,205.0,10
20,69,38,2,44.0,91.0,10
21,8,41,3,111.0,149.0,10
22,77,72,3,29.0,63.0,10
23,22,61,5,76.0,124.0,10
24,70,87,9,206.0,230.0,10
25,41,9,2,0.0,59.0,10
26,8,47,9,73.0,116.0,10
27,9,3,6,138.0,164.0,10
28,27,84,8,96.0,117.0,10
29,26,19,4,187.0,230.0,10
30,54,38,2,137.0,176.0,10
31,63,55,10,199.0,230.0,10
32,19,99,1,170.0,230.0,10
33,71,71,10,57.0,95.0,10
34,37,33,7,101.0,158.0,10
35,59,32,7,201.0,230.0,10
36,8,63,4,45.0,87.0,10
37,95,67,2,149.0,189.0,10
38,53,58,8,200.0,230.0,10
39,75,32,10,189.0,230.0,10
40,33,32,4,183.0,230.0,10
41,25,15,8,10.0,35.0,10
42,93,73,10,169.0,190.0,10
43,62,15,3,135.0,178.0,10
44,5,1,7,117.0,151.0,10
45,6,67,7,29.0,67.0,10
46,57,11,2,55.0,103.0,10
47,51,75,7,156.0,198.0,10
48,98,5,9,54.0,82.0,10
49,75,29,3,201.0,230.0,10
50,89,45,5,184.0,230.0,10
51,33,8,6,107.0,162.0,10
52,31,17,2,121.0,148.0,10
53,36,30,6,187.0,230.0,10
54,49,2,2,33.0,56.0,10
55,90,21,9,138.0,192.0,10
56,14,97,1,190.0,230.0,10
57,30,31,6,58.0,101.0,10
58,42,64,7,174.0,230.0,10
59,56,50,6,198.0,230.0,10
60,39,70,5,28.0,79.0,10
61,4,48,7,112.0,146.0,10
62,63,24,2,107.0,135.0,10
63,40,59,10,23.0,64.0,10
64,87,100,3,193.0,230.0,10
65,19,2,8,36.0,77.0,10
66,3,98,6,140.0,180.0,10
67,17,82,4,35.0,86.0,10
68,36,8,3,143.0,194.0,10
69,49,67,4,146.0,186.0,10
70,85,36,1,42.0,65.0,10
71,34,11,4,141.0,179.0,10
72,0,24,8,31.0,51.0,10
73,95,80,2,185.0,230.0,10
74,13,27,6,55.0,76.0,10
75,56,1,5,44.0,75.0,10
76,52,43,1,77.0,109.0,10
77,75,71,3,51.0,99.0,10
78,28,93,7,70.0,112.0,10
79,77,89,7,207.0,230.0,10
80,9,69,3,29.0,63.0,10
81,34,31,5,96.0,117.0,10
82,5,81,5,199.0,224.0,10
83,52,38,8,142.0,183.0,10
84,52,70,2,125.0,158.0,10
85,84,41,2,81.0,114.0,10
86,31,47,3,194.0,230.0,10
87,51,81,4,184.0,209.0,10
88,50,52,7,121.0,145.0,10
89,66,74,10,183.0,230.0,10
90,8,47,8,79.0,122.0,10
91,23,9,3,49.0,89.0,10
92,59,81,2,69.0,108.0,10
93,79,7,9,208.0,230.0,10
94,67,94,5,31.0,89.0,10
95,50,70,7,143.0,183.0,10
96,90,35,1,200.0,230.0,10
97,81,11,6,173.0,230.0,10
98,67,16,1,195.0,230.0,10
99,62,90,7,94.0,123.0,10
100,86,43,1,97.0,146.0,10
