CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,3390.0,0
1,85.52,83.96,48,0.0,3390.0,90
2,13.7,16.73,16,384.2,544.2,90
3,54.31,16.16,65,0.0,3390.0,90
4,51.52,15.18,48,1462.7,1782.7,90
5,85.94,86.17,16,0.0,3390.0,90
6,53.98,3.95,16,0.0,3390.0,90
7,33.12,41.23,16,0.0,3390.0,90
8,59.28,24.54,65,0.0,3390.0,90
9,82.14,88.7,48,0.0,3390.0,90
10,77.17,7.36,16,56.57,437.46,90
11,45.88,10.55,16,957.13,1117.13,90
12,25.8,24.28,48,1181.41,1918.87,90
13,85.62,12.88,32,321.51,961.51,90
14,28.64,89.53,16,138.03,778.03,90
15,44.67,80.7,48,0.0,3390.0,90
16,86.65,86.02,65,1495.69,1815.69,90
17,88.3,48.8,16,292.78,613.36,90
18,82.22,47.53,65,0.0,3390.0,90
19,82.69,20.89,65,1753.89,2073.89,90
20,21.22,78.98,48,0.0,3390.0,90
21,61.66,41.73,16,0.0,3390.0,90
22,39.58,56.27,16,333.19,493.19,90
23,55.81,84.56,48,0.0,3390.0,90
24,20.73,87.22,65,0.0,3390.0,90
25,44.11,16.97,32,0.0,3390.0,90
26,31.46,58.42,16,475.27,995.12,90
27,56.79,46.02,32,244.43,404.43,90
28,24.05,53.7,16,1325.88,1485.88,90
29,53.31,78.64,65,1486.5,1646.5,90
30,83.41,53.42,65,0.0,3390.0,90
31,57.19,56.53,16,18.39,415.48,90
32,55.33,46.3,48,0.0,3390.0,90
33,80.75,89.43,16,0.0,3390.0,90
34,77.1,86.26,48,0.0,3390.0,90
35,68.68,21.96,32,40.11,861.41,90
36,34.83,57.37,16,925.79,1085.79,90
37,89.24,15.94,16,728.09,888.09,90
38,28.28,15.64,32,1624.13,1944.13,90
39,80.73,83.58,65,0.0,3390.0,90
40,82.72,3.8,16,886.88,1046.88,90
41,82.79,53.68,16,0.0,3390.0,90
42,85.49,51.74,65,1578.32,1915.24,90
43,22.91,83.85,32,0.0,3390.0,90
44,61.47,17.38,16,1821.48,1981.48,90
45,50.81,23.56,16,0.0,3390.0,90
46,22.14,78.02,65,319.47,892.33,90
47,22.36,52.23,48,0.0,3390.0,90
48,53.29,25.08,16,1353.79,1800.5,90
49,22.34,19.67,32,0.0,3390.0,90
50,51.2,80.18,48,300.8,460.8,90
51,27.61,53.88,48,0.0,3390.0,90
52,88.66,49.25,32,0.0,3390.0,90
53,85.35,84.58,32,934.21,1094.21,90
54,25.5,53.41,16,0.0,3390.0,90
55,58.62,49.13,32,0.0,3390.0,90
56,24.48,56.83,48,1792.72,1952.72,90
57,30.81,77.66,32,0.0,3390.0,90
58,27.48,13.71,16,0.0,3390.0,90
59,24.41,44.31,65,511.94,831.94,90
60,86.2,7.46,16,960.23,1120.23,90
61,75.48,45.74,48,0.0,3390.0,90
62,83.82,90.88,16,0.0,3390.0,90
63,22.04,82.75,48,1367.39,1527.39,90
64,94.37,5.4,48,580.57,810.23,90
65,53.4,87.27,65,0.0,3390.0,90
66,56.4,89.8,16,0.0,3390.0,90
67,81.72,23.35,16,0.0,3390.0,90
68,29.04,49.97,65,621.72,781.72,90
69,28.7,18.27,65,0.0,3390.0,90
70,26.57,83.59,48,0.0,3390.0,90
71,19.08,81.73,48,0.0,3390.0,90
72,24.79,23.28,32,400.41,560.41,90
73,91.15,23.79,48,755.64,1395.64,90
74,17.77,84.33,48,261.94,421.94,90
75,54.04,80.79,48,289.6,764.31,90
76,81.14,78.09,48,1492.89,1812.89,90
77,92.17,81.21,32,1777.48,1937.48,90
78,81.7,52.13,16,0.0,3390.0,90
79,96.18,10.11,48,0.0,3390.0,90
80,32.14,56.28,32,1705.87,2025.87,90
81,28.91,10.19,48,0.0,3390.0,90
82,25.55,84.39,32,572.54,732.54,90
83,23.09,85.07,32,1350.37,1990.37,90
84,85.43,54.99,65,0.0,3390.0,90
85,89.42,45.4,32,287.04,447.04,90
86,59.19,11.43,48,0.0,3390.0,90
87,57.99,17.98,65,36.73,442.6,90
88,84.67,5.75,48,1344.35,1984.35,90
89,59.87,24.14,32,0.0,3390.0,90
90,63.86,58.45,32,955.26,1115.26,90
91,21.93,97.16,48,428.55,786.84,90
92,24.86,82.77,32,1426.76,1586.76,90
93,33.18,82.44,65,0.0,3390.0,90
94,28.99,12.38,16,237.92,557.92,90
95,90.49,55.51,32,0.0,3390.0,90
96,21.63,43.05,65,0.0,3390.0,90
97,78.26,49.04,65,842.22,1482.22,90
98,58.23,10.85,65,1340.58,1500.58,90
99,47.94,78.82,65,904.05,1310.61,90
100,51.94,55.65,48,0.0,3390.0,90
