CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,57,4,8,176.0,230.0,10
2,92,21,7,129.0,174.0,10
3,84,52,8,187.0,230.0,10
4,59,87,3,207.0,230.0,10
5,53,4,8,132.0,180.0,10
6,30,64,5,108.0,128.0,10
7,95,33,1,43.0,93.0,10
8,87,10,9,78.0,114.0,10
9,26,79,4,133.0,163.0,10
10,98,11,8,110.0,132.0,10
11,93,76,4,199.0,230.0,10
12,76,50,5,185.0,230.0,10
13,33,12,8,53.0,75.0,10
14,86,7,6,66.0,100.0,10
15,32,69,6,13.0,58.0,10
16,95,27,9,172.0,230.0,10
17,0,40,10,90.0,117.0,10
18,21,25,7,106.0,158.0,10
19,24,19,10,193.0,230.0,10
20,8,9,9,169.0,227.0,10
21,79,65,9,206.0,230.0,10
22,65,61,2,27.0,67.0,10
23,44,60,8,42.0,75.0,10
24,80,81,5,75.0,125.0,10
25,27,70,6,163.0,198.0,10
26,5,32,7,13.0,60.0,10
27,10,1,6,172.0,230.0,10
28,74,59,9,66.0,125.0,10
29,12,63,9,207.0,230.0,10
30,37,38,3,143.0,196.0,10
31,29,4,3,29.0,81.0,10
32,32,79,9,198.0,230.0,10
33,11,39,2,50.0,100.0,10
34,56,39,8,172.0,230.0,10
35,0,97,9,121.0,161.0,10
36,19,59,6,194.0,219.0,10
37,21,27,9,65.0,86.0,10
38,44,99,6,136.0,170.0,10
39,29,82,4,74.0,134.0,10
40,35,56,4,195.0,230.0,10
41,83,84,2,55.0,83.0,10
42,95,46,5,136.0,171.0,10
43,57,17,6,201.0,230.0,10
44,78,28,1,166.0,200.0,10
45,37,96,6,174.0,216.0,10
46,22,9,8,185.0,230.0,10
47,72,65,4,209.0,230.0,10
48,54,15,4,185.0,230.0,10
49,50,96,7,84.0,124.0,10
50,63,86,2,204.0,230.0,10
51,47,68,10,23.0,66.0,10
52,4,16,1,88.0,138.0,10
53,35,71,3,203.0,230.0,10
54,20,73,10,208.0,230.0,10
55,45,43,10,185.0,230.0,10
56,11,79,7,39.0,79.0,10
57,38,93,2,147.0,183.0,10
58,46,20,5,183.0,230.0,10
59,14,54,6,19.0,48.0,10
60,14,69,2,178.0,223.0,10
61,44,86,1,99.0,154.0,10
62,2,27,6,40.0,60.0,10
63,47,6,4,91.0,114.0,10
64,73,5,7,192.0,230.0,10
65,57,77,4,187.0,230.0,10
66,57,49,8,105.0,145.0,10
67,11,13,3,159.0,190.0,10
68,14,63,6,180.0,230.0,10
69,17,85,10,196.0,230.0,10
70,82,43,8,130.0,154.0,10
71,82,32,4,191.0,230.0,10
72,58,70,10,175.0,229.0,10
73,10,59,10,206.0,230.0,10
74,0,76,1,194.0,230.0,10
75,94,73,1,169.0,204.0,10
76,35,78,10,180.0,230.0,10
77,28,41,5,27.0,82.0,10
78,53,88,2,64.0,109.0,10
79,40,27,2,164.0,211.0,10
80,8,1,6,182.0,230.0,10
81,25,53,8,74.0,99.0,10
82,83,50,4,210.0,230.0,10
83,75,29,5,171.0,217.0,10
84,96,32,9,46.0,67.0,10
85,85,2,3,42.0,76.0,10
86,94,66,7,34.0,86.0,10
87,68,98,7,205.0,230.0,10
88,23,3,5,4.0,44.0,10
89,16,88,6,179.0,230.0,10
90,72,35,1,76.0,136.0,10
91,76,36,4,110.0,146.0,10
92,71,51,2,172.0,230.0,10
93,27,28,5,136.0,163.0,10
94,29,97,3,59.0,97.0,10
95,90,10,10,79.0,135.0,10
96,87,31,3,184.0,230.0,10
97,85,68,10,193.0,218.0,10
98,26,67,7,162.0,208.0,10
99,90,22,5,128.0,162.0,10
100,42,19,8,93.0,126.0,10
