CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,3390.0,0
1,85.91,84.81,20,794.29,954.29,90
2,48.02,95.17,20,1167.23,1576.9,90
3,55.01,90.42,30,753.36,913.36,90
4,54.0,59.08,30,1142.42,1782.42,90
5,92.3,18.49,10,1047.42,1367.42,90
6,53.39,87.89,20,747.82,907.82,90
7,49.91,4.23,30,155.47,795.47,90
8,52.9,94.08,10,45.93,266.06,90
9,93.36,87.76,40,213.28,373.28,90
10,28.07,90.47,30,1588.76,1748.76,90
11,29.89,5.49,10,710.63,870.63,90
12,49.39,19.04,30,1294.88,1454.88,90
13,23.25,50.2,20,828.12,988.12,90
14,23.32,55.68,40,1636.11,2276.11,90
15,15.41,45.04,10,684.02,1004.02,90
16,26.63,85.36,40,802.89,962.89,90
17,83.33,49.05,10,1281.72,1441.72,90
18,86.88,14.41,30,460.53,620.53,90
19,55.1,52.15,10,992.72,1152.72,90
20,76.05,53.84,30,1413.53,1573.53,90
21,61.88,93.41,10,183.35,343.35,90
22,91.91,44.81,30,604.71,764.71,90
23,18.29,82.41,20,1077.74,1397.74,90
24,31.58,26.44,30,400.77,781.95,90
25,21.58,80.48,40,440.44,848.54,90
26,53.86,79.63,10,1156.61,1796.61,90
27,85.11,78.46,10,1484.08,1644.08,90
28,52.92,77.62,10,1241.73,2027.1,90
29,88.98,46.69,30,1739.27,1899.27,90
30,31.73,18.57,40,1820.24,1980.24,90
31,79.91,42.61,20,1496.61,1656.61,90
32,21.59,7.32,30,1527.03,2167.03,90
33,27.07,11.89,20,845.79,1485.79,90
34,24.32,12.98,10,826.78,986.78,90
35,94.49,83.82,10,480.42,800.42,90
36,49.63,85.99,10,118.54,758.54,90
37,50.3,89.08,10,40.41,452.01,90
38,54.83,41.11,20,1796.33,1956.33,90
39,85.2,84.55,10,1014.03,1654.03,90
40,26.3,77.98,10,751.66,1391.66,90
41,80.99,10.67,20,1155.69,1315.69,90
42,64.12,26.02,10,1574.86,1734.86,90
43,62.0,8.13,20,665.14,985.14,90
44,88.24,58.66,10,1440.37,1947.9,90
45,19.62,85.66,30,869.13,1295.37,90
46,87.42,82.21,40,698.34,858.34,90
47,28.21,83.76,40,207.41,367.41,90
48,86.96,84.16,10,729.31,1049.31,90
49,86.02,54.51,20,1143.35,1303.35,90
50,57.07,39.67,20,259.08,579.08,90
51,89.76,10.51,10,125.55,553.31,90
52,58.31,46.52,20,1263.76,1693.8,90
53,22.16,88.8,30,1221.69,1381.69,90
54,81.65,14.98,40,1253.07,1413.07,90
55,89.33,48.71,40,1199.87,1766.87,90
56,50.36,12.02,20,685.26,845.26,90
57,59.09,56.39,40,1207.35,1833.77,90
58,78.13,93.6,20,76.06,716.06,90
59,22.48,17.11,30,986.7,1425.27,90
60,30.09,14.46,30,153.38,725.74,90
61,80.62,86.51,20,1518.7,1709.89,90
62,57.57,52.47,20,111.07,271.07,90
63,83.33,15.99,20,1089.3,1249.3,90
64,28.43,50.27,30,951.73,1434.16,90
65,57.99,81.62,10,1207.94,1367.94,90
66,78.54,22.34,40,1578.41,1738.41,90
67,16.48,52.0,20,517.49,677.49,90
68,56.25,19.81,20,34.29,298.79,90
69,85.64,56.21,40,1089.65,1713.73,90
70,46.52,82.44,40,410.39,730.39,90
71,56.18,88.58,20,1224.76,1384.76,90
72,29.06,13.34,20,733.56,1373.56,90
73,52.46,41.51,20,446.97,1433.55,90
74,16.96,9.52,40,1129.18,1289.18,90
75,59.56,45.82,10,221.03,381.03,90
76,54.89,88.15,20,577.1,897.1,90
77,52.21,8.3,30,483.6,1132.54,90
78,58.8,14.22,10,449.49,1067.56,90
79,27.93,71.33,20,260.6,420.6,90
80,83.39,17.48,20,138.49,298.49,90
81,25.6,10.81,40,275.6,915.6,90
82,82.61,46.72,30,422.54,905.15,90
83,77.92,53.33,20,382.83,542.83,90
84,29.04,51.11,40,1517.3,1677.3,90
85,51.48,85.36,20,1368.37,2008.37,90
86,21.6,48.66,30,246.9,706.4,90
87,57.26,10.93,40,1431.07,1591.07,90
88,15.76,7.81,20,613.62,1112.75,90
89,88.8,17.81,40,108.86,268.86,90
90,51.42,90.37,40,270.72,865.05,90
91,80.79,73.89,20,1515.45,1675.45,90
92,55.59,75.08,30,184.36,824.36,90
93,30.51,80.24,20,31.69,377.69,90
94,87.13,82.07,10,1285.15,1445.15,90
95,60.97,3.05,10,324.7,644.7,90
96,83.53,56.47,40,1716.11,1876.11,90
97,93.53,17.5,40,588.62,1160.42,90
98,53.0,10.83,10,1161.78,1321.78,90
99,21.2,16.08,40,1394.92,1554.92,90
100,85.56,21.78,20,79.69,685.26,90
