CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,14,19,3,69.0,95.0,10
2,75,62,8,199.0,222.0,10
3,22,0,10,191.0,213.0,10
4,90,33,7,196.0,230.0,10
5,81,26,7,184.0,228.0,10
6,67,78,5,150.0,194.0,10
7,89,23,9,174.0,202.0,10
8,44,75,3,118.0,142.0,10
9,23,23,9,74.0,101.0,10
10,51,60,6,174.0,230.0,10
11,83,16,4,129.0,164.0,10
12,57,47,7,134.0,160.0,10
13,21,92,3,158.0,181.0,10
14,42,27,8,58.0,96.0,10
15,65,93,7,208.0,230.0,10
16,61,39,1,125.0,148.0,10
17,35,2,5,185.0,230.0,10
18,23,88,3,97.0,133.0,10
19,90,99,4,106.0,137.0,10
20,26,74,4,120.0,180.0,10
21,0,54,10,194.0,230.0,10
22,18,72,6,86.0,132.0,10
23,43,33,3,96.0,148.0,10
24,63,18,6,0.0,60.0,10
25,48,8,5,16.0,68.0,10
26,99,26,7,185.0,230.0,10
27,91,48,10,199.0,230.0,10
28,81,55,3,44.0,99.0,10
29,54,89,2,89.0,136.0,10
30,36,35,4,190.0,230.0,10
31,81,52,10,12.0,67.0,10
32,78,43,3,180.0,230.0,10
33,71,40,6,114.0,145.0,10
34,60,35,1,200.0,230.0,10
35,97,97,4,196.0,230.0,10
36,94,55,8,179.0,230.0,10
37,49,69,10,23.0,65.0,10
38,96,100,5,75.0,128.0,10
39,60,100,4,57.0,92.0,10
40,91,49,3,192.0,230.0,10
41,34,48,4,0.0,45.0,10
42,59,59,10,155.0,180.0,10
43,92,22,2,163.0,215.0,10
44,70,12,6,133.0,163.0,10
45,98,86,10,61.0,113.0,10
46,11,89,10,174.0,230.0,10
47,17,9,10,155.0,203.0,10
48,85,64,2,172.0,214.0,10
49,17,99,3,174.0,224.0,10
50,85,3,8,140.0,198.0,10
51,4,76,9,141.0,168.0,10
52,94,19,3,195.0,230.0,10
53,88,3,10,52.0,106.0,10
54,8,80,7,115.0,149.0,10
55,18,47,3,193.0,230.0,10
56,2,71,6,182.0,206.0,10
57,92,47,6,206.0,230.0,10
58,53,28,1,183.0,212.0,10
59,33,78,7,202.0,222.0,10
60,69,51,6,67.0,91.0,10
61,74,73,10,118.0,171.0,10
62,86,61,1,93.0,124.0,10
63,97,91,7,101.0,130.0,10
64,86,70,8,173.0,230.0,10
65,47,25,2,81.0,108.0,10
66,29,80,8,39.0,59.0,10
67,75,87,4,123.0,148.0,10
68,5,69,8,156.0,194.0,10
69,38,25,5,181.0,230.0,10
70,30,61,10,72.0,93.0,10
71,18,28,6,35.0,90.0,10
72,72,63,2,21.0,75.0,10
73,33,35,7,0.0,56.0,10
74,3,2,3,118.0,173.0,10
75,60,38,4,82.0,133.0,10
76,55,67,9,180.0,230.0,10
77,93,41,4,29.0,86.0,10
78,94,18,8,177.0,230.0,10
79,84,40,7,193.0,230.0,10
80,99,45,3,167.0,213.0,10
81,49,6,4,15.0,75.0,10
82,32,79,4,175.0,230.0,10
83,21,36,9,199.0,230.0,10
84,59,24,9,91.0,128.0,10
85,3,29,9,16.0,57.0,10
86,23,36,10,208.0,230.0,10
87,1,0,5,123.0,155.0,10
88,3,84,4,123.0,182.0,10
89,91,17,6,185.0,230.0,10
90,66,23,5,192.0,230.0,10
91,100,79,4,207.0,230.0,10
92,56,57,6,3.0,53.0,10
93,50,82,7,108.0,148.0,10
94,7,96,7,46.0,101.0,10
95,93,20,7,36.0,91.0,10
96,0,47,8,203.0,230.0,10
97,24,61,10,176.0,230.0,10
98,44,10,8,0.0,56.0,10
99,67,9,5,120.0,172.0,10
100,38,99,6,151.0,202.0,10
