CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,17.57,96.03,22,351.19,591.19,10
2,69.32,80.14,13,0.0,1000.0,10
3,39.76,33.63,27,0.0,1000.0,10
4,23.45,48.06,24,0.0,1000.0,10
5,55.18,63.18,19,20.1,271.05,10
6,25.71,94.87,36,0.0,1000.0,10
7,16.98,96.57,30,0.0,1000.0,10
8,1.49,48.11,13,0.0,1000.0,10
9,33.34,44.91,30,0.0,1000.0,10
10,57.07,43.56,5,214.11,334.11,10
11,41.48,73.27,6,134.47,494.47,10
12,68.59,83.33,23,0.0,1000.0,10
13,25.0,60.95,9,637.72,757.72,10
14,58.52,36.97,36,0.0,1000.0,10
15,48.61,31.38,23,0.0,1000.0,10
16,14.18,21.38,33,0.0,1000.0,10
17,10.55,68.31,14,708.67,948.67,10
18,66.07,95.06,7,0.0,1000.0,10
19,72.97,5.2,29,0.0,1000.0,10
20,88.42,86.27,9,0.0,1000.0,10
21,44.33,58.59,15,15.85,375.85,10
22,97.61,53.23,27,498.07,738.07,10
23,90.53,8.3,36,467.44,934.49,10
24,19.11,44.08,30,295.69,535.69,10
25,58.48,81.62,5,0.0,1000.0,10
26,98.83,38.89,10,59.87,527.29,10
27,4.74,80.12,8,0.0,1000.0,10
28,60.44,19.85,5,0.0,1000.0,10
29,49.48,74.23,22,26.02,316.21,10
30,77.04,49.96,7,0.0,1000.0,10
31,30.52,97.37,22,0.0,1000.0,10
32,66.34,40.82,7,0.0,1000.0,10
33,28.05,73.11,27,0.0,1000.0,10
34,24.22,17.17,36,0.0,1000.0,10
35,52.98,29.0,7,0.0,1000.0,10
36,62.89,11.79,14,0.0,1000.0,10
37,65.49,28.33,23,0.0,1000.0,10
38,0.02,12.69,13,0.0,1000.0,10
39,93.36,86.74,7,0.0,1000.0,10
40,23.36,77.84,33,0.0,1000.0,10
41,60.86,97.09,24,0.0,1000.0,10
42,37.36,68.15,25,0.0,1000.0,10
43,6.35,39.62,33,679.58,964.79,10
44,96.38,53.9,18,0.0,1000.0,10
45,28.79,12.03,7,0.0,1000.0,10
46,70.35,64.49,5,0.0,1000.0,10
47,37.39,95.09,12,0.0,1000.0,10
48,2.22,30.37,14,0.0,1000.0,10
49,92.11,32.09,29,0.0,1000.0,10
50,25.23,53.42,4,198.9,678.9,10
51,82.38,10.31,37,0.0,1000.0,10
52,94.3,79.51,8,0.0,1000.0,10
53,18.13,71.2,9,0.0,1000.0,10
54,38.5,40.23,31,0.0,1000.0,10
55,78.33,96.28,10,0.0,1000.0,10
56,12.67,42.06,9,0.0,1000.0,10
57,48.09,37.63,16,0.0,1000.0,10
58,36.32,5.23,7,0.0,1000.0,10
59,68.55,43.62,15,477.58,957.58,10
60,19.48,81.6,37,0.0,1000.0,10
61,80.26,48.64,27,0.0,1000.0,10
62,29.85,63.81,21,0.0,1000.0,10
63,28.82,23.6,18,741.05,971.33,10
64,73.05,4.03,4,0.0,1000.0,10
65,9.48,0.68,27,0.0,1000.0,10
66,15.29,6.9,9,0.0,1000.0,10
67,99.58,28.88,26,0.0,1000.0,10
68,14.93,24.1,30,0.0,1000.0,10
69,93.61,52.02,1,0.0,1000.0,10
70,36.48,87.34,37,0.0,1000.0,10
71,39.5,33.5,30,0.0,1000.0,10
72,20.73,37.78,33,0.0,1000.0,10
73,31.67,67.73,29,0.0,1000.0,10
74,28.96,57.72,31,553.75,793.75,10
75,6.59,19.13,7,647.89,887.89,10
76,40.74,93.69,16,0.0,1000.0,10
77,37.73,66.41,35,0.0,1000.0,10
78,25.51,12.7,4,0.0,1000.0,10
79,5.85,30.54,9,0.0,1000.0,10
80,15.77,17.4,1,0.0,1000.0,10
81,76.08,1.58,33,0.0,1000.0,10
82,55.78,37.95,16,0.0,1000.0,10
83,50.65,56.28,28,0.0,1000.0,10
84,31.34,29.51,14,0.0,1000.0,10
85,73.34,87.13,12,0.0,1000.0,10
86,19.26,9.76,23,0.0,1000.0,10
87,89.78,34.99,2,0.0,1000.0,10
88,55.13,35.95,17,20.65,296.55,10
89,12.58,58.93,31,243.81,363.81,10
90,52.51,20.3,13,0.0,1000.0,10
91,45.19,79.69,19,0.0,1000.0,10
92,59.04,9.69,10,0.0,1000.0,10
93,54.8,70.27,13,0.0,1000.0,10
94,79.27,62.91,2,0.0,1000.0,10
95,15.27,71.02,17,0.0,1000.0,10
96,67.73,2.44,2,0.0,1000.0,10
97,41.17,33.3,19,0.0,1000.0,10
98,66.94,21.61,20,39.14,299.7,10
99,59.09,91.32,33,0.0,1000.0,10
100,79.78,92.15,20,0.0,1000.0,10
