CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,23.76,53.55,3,49.85,109.85,10
2,91.89,68.57,17,123.9,153.9,10
3,74.44,83.44,33,48.0,129.72,10
4,35.16,6.29,57,0.0,240.0,10
5,62.26,18.87,33,100.63,160.63,10
6,56.9,73.95,11,99.65,210.69,10
7,78.36,30.18,36,47.82,167.82,10
8,51.24,62.1,26,150.91,223.48,10
9,81.95,76.14,44,126.12,156.12,10
10,98.8,0.81,10,0.0,240.0,10
11,43.75,25.6,42,120.54,150.54,10
12,11.99,91.15,46,0.0,240.0,10
13,99.8,18.06,16,86.72,172.2,10
14,3.84,27.51,5,116.51,197.42,10
15,83.49,29.39,23,0.0,240.0,10
16,5.69,5.25,32,115.32,183.61,10
17,42.74,93.18,16,0.0,240.0,10
18,28.59,42.72,50,25.05,145.05,10
19,10.19,49.36,39,33.57,123.57,10
20,69.65,27.12,15,0.0,240.0,10
21,29.67,84.2,35,0.0,240.0,10
22,1.04,63.65,38,96.86,156.86,10
23,39.39,29.84,44,149.71,179.71,10
24,65.76,83.47,32,165.53,195.53,10
25,55.84,3.11,28,0.0,240.0,10
26,46.14,46.28,36,137.67,227.67,10
27,54.38,67.1,10,0.0,240.0,10
28,1.93,50.2,32,176.72,201.93,10
29,58.83,34.34,35,33.55,93.55,10
30,66.84,22.82,19,81.41,171.41,10
31,31.74,96.28,26,47.01,72.49,10
32,34.81,34.65,15,0.0,240.0,10
33,59.57,97.1,11,54.5,84.5,10
34,98.31,57.97,18,0.0,240.0,10
35,0.11,90.07,7,72.93,132.93,10
36,57.02,36.6,55,49.45,109.45,10
37,82.92,39.98,13,0.0,240.0,10
38,3.4,82.11,3,67.0,127.0,10
39,54.59,33.81,32,21.79,125.94,10
40,25.09,59.38,47,42.58,102.58,10
41,20.8,32.39,17,0.0,240.0,10
42,63.65,88.15,15,0.0,240.0,10
43,53.29,75.91,48,29.12,84.22,10
44,76.31,66.44,51,0.0,240.0,10
45,24.58,86.68,19,92.02,122.02,10
46,43.63,4.42,8,94.8,154.8,10
47,24.46,76.55,32,0.0,240.0,10
48,6.91,14.74,43,151.33,181.33,10
49,69.42,89.26,15,0.0,240.0,10
50,63.37,22.23,19,64.38,154.38,10
51,20.73,82.47,17,142.64,202.24,10
52,25.64,53.48,41,69.1,159.1,10
53,63.23,42.35,32,129.18,159.18,10
54,54.31,9.56,17,0.0,240.0,10
55,84.38,76.22,52,127.04,188.45,10
56,19.82,44.98,13,24.01,114.01,10
57,25.63,51.31,35,14.43,98.06,10
58,54.4,53.17,5,76.73,106.73,10
59,59.05,53.13,40,0.0,240.0,10
60,54.76,87.52,39,40.32,66.66,10
61,28.68,39.55,31,138.4,198.4,10
62,21.73,17.54,11,0.0,240.0,10
63,56.92,45.04,34,156.01,216.01,10
64,26.91,14.0,51,0.0,240.0,10
65,25.92,46.25,23,14.57,33.34,10
66,57.57,8.93,33,44.67,101.75,10
67,54.35,13.59,33,0.0,240.0,10
68,60.25,94.07,26,48.5,128.67,10
69,25.41,44.88,57,42.04,72.04,10
70,84.91,86.28,24,146.29,176.29,10
71,23.86,23.55,55,75.74,195.74,10
72,19.66,87.67,49,116.96,197.19,10
73,32.46,88.03,11,0.0,240.0,10
74,81.31,12.19,47,62.68,152.68,10
75,33.02,18.13,14,181.46,207.37,10
76,53.88,11.54,34,0.0,240.0,10
77,55.62,54.04,38,16.13,77.24,10
78,24.35,15.97,21,114.99,202.54,10
79,24.21,48.47,16,0.0,240.0,10
80,29.84,14.13,25,0.0,240.0,10
81,54.79,43.32,24,170.72,200.72,10
82,79.62,84.35,1,65.4,185.4,10
83,84.88,45.47,56,128.36,188.36,10
84,86.63,13.12,49,119.36,180.55,10
85,46.55,84.22,17,34.84,97.76,10
86,49.22,16.91,41,0.0,240.0,10
87,30.12,85.99,54,0.0,240.0,10
88,38.44,54.8,25,0.0,240.0,10
89,81.66,41.5,36,90.21,180.21,10
90,21.33,93.99,52,0.0,240.0,10
91,62.65,54.44,38,25.32,115.32,10
92,21.05,15.24,47,123.75,200.41,10
93,58.47,15.85,44,38.82,115.64,10
94,21.24,44.85,26,19.45,52.94,10
95,32.29,48.49,49,0.0,240.0,10
96,26.26,15.17,2,37.44,87.21,10
97,61.73,18.46,2,82.22,112.22,10
98,83.55,42.48,43,0.0,240.0,10
99,86.23,19.21,33,62.33,182.33,10
100,95.34,14.03,52,0.0,240.0,10
