CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,960.0,0
1,88.91,21.92,24,0.0,960.0,10
2,67.85,58.26,29,0.0,960.0,10
3,55.29,85.94,7,39.06,286.62,10
4,10.16,34.7,29,0.0,960.0,10
5,53.83,81.13,23,90.03,450.03,10
6,21.64,80.29,13,288.48,528.48,10
7,39.96,18.89,23,31.11,458.88,10
8,75.9,9.09,17,54.43,295.98,10
9,51.48,6.39,38,0.0,960.0,10
10,35.64,60.11,2,506.37,626.37,10
11,55.61,40.47,37,675.23,941.71,10
12,42.9,22.68,28,0.0,960.0,10
13,45.59,95.33,23,547.86,787.86,10
14,85.05,14.52,29,0.0,960.0,10
15,2.98,93.35,25,691.78,811.78,10
16,52.67,53.78,27,474.16,834.16,10
17,78.07,31.47,19,0.0,960.0,10
18,48.19,96.87,33,47.58,406.02,10
19,67.21,15.37,14,0.0,960.0,10
20,13.32,20.43,37,748.6,920.17,10
21,76.67,29.54,40,0.0,960.0,10
22,2.14,94.42,1,681.18,801.18,10
23,16.97,0.96,34,432.49,672.49,10
24,23.71,23.5,19,0.0,960.0,10
25,42.2,92.04,39,283.48,403.48,10
26,87.92,45.69,22,323.82,563.82,10
27,41.09,55.5,20,0.0,960.0,10
28,24.35,5.22,26,285.73,525.73,10
29,93.92,18.67,15,0.0,960.0,10
30,19.84,47.25,19,133.82,253.82,10
31,49.16,1.84,2,523.63,883.63,10
32,14.8,37.82,10,110.29,230.29,10
33,68.37,22.84,28,39.27,121.92,10
34,42.3,55.73,12,607.45,953.83,10
35,88.86,32.61,14,97.78,577.78,10
36,13.36,48.93,40,415.67,775.67,10
37,74.67,10.99,26,544.75,664.75,10
38,42.47,1.78,6,396.54,636.54,10
39,3.36,48.3,15,0.0,960.0,10
40,29.82,84.51,6,659.86,899.86,10
41,60.22,45.39,4,437.39,797.39,10
42,40.79,49.72,32,0.0,960.0,10
43,4.04,89.28,17,643.16,763.16,10
44,99.83,18.15,39,0.0,960.0,10
45,12.04,14.36,39,371.62,491.62,10
46,66.1,66.14,38,752.94,872.94,10
47,84.79,75.18,6,189.04,669.04,10
48,44.97,61.29,30,0.0,960.0,10
49,68.83,51.27,19,395.67,635.67,10
50,47.57,64.51,9,0.0,960.0,10
51,19.75,56.19,8,512.41,632.41,10
52,62.89,14.95,17,409.7,769.7,10
53,14.4,12.36,33,254.56,494.56,10
54,64.51,51.95,27,24.59,373.2,10
55,25.37,88.1,16,643.28,919.19,10
56,47.87,13.99,27,0.0,960.0,10
57,54.42,49.22,32,193.49,673.49,10
58,25.83,87.41,28,75.0,195.0,10
59,91.23,84.76,27,732.23,898.09,10
60,30.09,15.99,29,0.0,960.0,10
61,56.0,9.63,22,0.0,960.0,10
62,50.04,90.65,15,0.0,960.0,10
63,24.79,17.14,35,0.0,960.0,10
64,79.59,47.24,4,0.0,960.0,10
65,60.36,55.0,23,0.0,960.0,10
66,89.38,45.05,8,199.1,439.1,10
67,24.68,84.98,32,426.47,906.47,10
68,27.06,44.4,11,788.19,945.9,10
69,79.39,44.77,23,408.57,888.57,10
70,21.66,47.19,4,18.55,401.25,10
71,23.75,10.96,10,119.06,479.06,10
72,88.6,50.21,11,535.63,655.63,10
73,48.58,47.41,18,0.0,960.0,10
74,87.55,78.6,32,511.41,904.51,10
75,79.38,11.12,12,0.0,960.0,10
76,81.7,48.09,11,41.74,253.62,10
77,53.96,52.14,1,0.0,960.0,10
78,25.88,90.81,31,0.0,960.0,10
79,59.51,23.95,35,0.0,960.0,10
80,88.92,46.55,36,264.61,384.61,10
81,52.02,19.97,1,386.05,506.05,10
82,22.33,87.7,9,555.84,675.84,10
83,58.14,49.75,35,0.0,960.0,10
84,62.36,47.66,32,0.0,960.0,10
85,24.94,88.26,18,0.0,960.0,10
86,43.35,18.44,28,248.73,728.73,10
87,58.05,11.27,36,613.18,733.18,10
88,23.46,53.34,5,95.03,335.03,10
89,89.92,11.5,23,63.04,206.77,10
90,50.93,10.14,25,196.78,316.78,10
91,20.52,17.63,6,67.85,547.85,10
92,27.94,8.77,4,0.0,960.0,10
93,27.35,55.46,34,71.75,431.75,10
94,86.48,50.48,39,225.95,465.95,10
95,82.71,83.64,36,0.0,960.0,10
96,50.13,55.26,14,99.49,339.49,10
97,42.19,84.61,31,535.07,655.07,10
98,89.44,16.65,7,627.85,900.36,10
99,78.95,49.12,8,356.56,836.56,10
100,85.74,10.83,16,60.22,266.49,10
