CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1236.0,0
1,19.44,51.59,23,379.43,648.42,90
2,84.53,10.36,34,0.0,1236.0,90
3,62.9,53.84,23,0.0,1236.0,90
4,85.4,49.2,11,0.0,1236.0,90
5,92.31,57.69,23,0.0,1236.0,90
6,89.08,77.38,11,0.0,1236.0,90
7,85.71,14.83,23,342.48,426.34,90
8,85.61,82.42,34,0.0,1236.0,90
9,53.53,49.85,34,603.25,657.94,90
10,82.0,83.54,11,0.0,1236.0,90
11,28.9,44.49,45,30.51,390.51,90
12,59.11,78.9,11,0.0,1236.0,90
13,48.11,13.23,11,0.0,1236.0,90
14,26.09,54.41,23,0.0,1236.0,90
15,58.93,98.28,23,0.0,1236.0,90
16,57.37,88.3,11,0.0,1236.0,90
17,57.3,50.43,34,0.0,1236.0,90
18,80.78,82.43,23,0.0,1236.0,90
19,87.91,89.44,45,0.0,1236.0,90
20,87.38,21.52,23,0.0,1236.0,90
21,28.31,86.21,23,0.0,1236.0,90
22,77.46,90.5,45,0.0,1236.0,90
23,19.47,79.02,11,423.06,546.99,90
24,77.13,18.19,45,0.0,1236.0,90
25,79.81,14.62,11,0.0,1236.0,90
26,86.81,22.69,11,0.0,1236.0,90
27,24.25,80.17,11,0.0,1236.0,90
28,85.44,13.5,45,0.0,1236.0,90
29,33.97,52.9,11,0.0,1236.0,90
30,52.33,42.52,34,0.0,1236.0,90
31,25.68,53.04,45,251.64,306.32,90
32,87.51,20.79,34,0.0,1236.0,90
33,77.59,48.86,11,0.0,1236.0,90
34,25.49,54.84,23,0.0,1236.0,90
35,23.45,88.37,11,0.0,1236.0,90
36,29.25,8.44,34,162.18,215.51,90
37,86.48,86.31,34,0.0,1236.0,90
38,25.64,78.75,45,0.0,1236.0,90
39,49.52,54.57,23,155.24,243.52,90
40,54.19,87.02,45,0.0,1236.0,90
41,50.28,92.02,34,0.0,1236.0,90
42,20.77,10.89,11,0.0,1236.0,90
43,15.41,84.87,23,0.0,1236.0,90
44,24.68,16.72,11,0.0,1236.0,90
45,27.39,83.7,11,576.29,707.87,90
46,86.69,24.87,23,359.7,434.7,90
47,88.84,44.25,45,0.0,1236.0,90
48,58.96,80.45,11,0.0,1236.0,90
49,56.78,84.89,34,0.0,1236.0,90
50,80.6,50.38,11,0.0,1236.0,90
51,25.14,9.01,23,0.0,1236.0,90
52,93.53,19.37,23,0.0,1236.0,90
53,89.44,18.03,23,0.0,1236.0,90
54,19.69,52.37,45,124.93,415.57,90
55,27.14,2.65,11,49.07,98.11,90
56,53.06,80.57,45,0.0,1236.0,90
57,86.03,77.78,45,0.0,1236.0,90
58,81.87,12.39,23,324.23,513.99,90
59,76.45,85.59,23,0.0,1236.0,90
60,26.3,18.91,45,0.0,1236.0,90
61,89.82,79.68,11,180.83,245.94,90
62,83.57,20.33,34,0.0,1236.0,90
63,21.6,16.16,45,0.0,1236.0,90
64,58.27,90.51,11,0.0,1236.0,90
65,87.83,14.18,23,194.18,256.28,90
66,94.33,87.37,23,0.0,1236.0,90
67,78.35,84.87,11,0.0,1236.0,90
68,59.82,87.06,34,0.0,1236.0,90
69,27.09,5.57,23,0.0,1236.0,90
70,78.41,18.6,23,0.0,1236.0,90
71,84.94,52.07,23,0.0,1236.0,90
72,61.05,87.69,11,0.0,1236.0,90
73,23.68,28.6,45,0.0,1236.0,90
74,54.98,42.15,23,0.0,1236.0,90
75,25.21,49.31,45,386.14,694.66,90
76,24.94,15.95,34,0.0,1236.0,90
77,56.64,52.53,23,0.0,1236.0,90
78,54.38,53.7,23,291.6,552.67,90
79,56.68,50.25,34,0.0,1236.0,90
80,20.77,42.43,23,139.53,499.53,90
81,24.44,76.25,45,0.0,1236.0,90
82,58.55,15.46,11,0.0,1236.0,90
83,80.58,15.77,45,0.0,1236.0,90
84,78.47,46.25,11,177.21,282.2,90
85,59.41,12.75,11,0.0,1236.0,90
86,80.2,91.91,45,0.0,1236.0,90
87,17.24,82.45,45,0.0,1236.0,90
88,55.12,89.36,45,0.0,1236.0,90
89,79.08,87.47,45,0.0,1236.0,90
90,59.77,88.26,34,0.0,1236.0,90
91,79.24,7.5,23,0.0,1236.0,90
92,64.45,11.62,11,489.51,609.83,90
93,96.57,5.66,45,0.0,1236.0,90
94,82.93,50.4,45,0.0,1236.0,90
95,15.04,52.13,45,0.0,1236.0,90
96,51.42,88.4,34,0.0,1236.0,90
97,61.05,49.24,45,0.0,1236.0,90
98,33.32,46.3,45,0.0,1236.0,90
99,44.87,85.93,45,0.0,1236.0,90
100,18.46,5.05,23,0.0,1236.0,90
