CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,230.0,0
1,36.33,39.03,16,180.13,210.13,10
2,10.61,67.04,18,0.0,230.0,10
3,28.88,58.56,27,176.97,186.97,10
4,59.14,71.92,45,150.22,200.9,10
5,74.52,51.45,66,0.0,230.0,10
6,33.1,83.75,72,77.35,107.35,10
7,30.99,50.75,55,38.52,48.52,10
8,40.13,85.51,30,121.63,131.63,10
9,43.19,38.61,37,26.69,36.69,10
10,68.98,60.24,18,140.05,199.26,10
11,10.72,50.82,31,0.0,230.0,10
12,73.55,99.21,37,59.56,150.05,10
13,62.91,37.03,16,155.13,185.13,10
14,22.62,87.28,13,0.0,230.0,10
15,81.46,23.39,75,72.48,162.48,10
16,20.06,71.51,37,30.26,120.26,10
17,31.5,30.64,52,90.28,120.28,10
18,15.23,26.4,48,0.0,230.0,10
19,42.75,73.28,73,0.0,230.0,10
20,33.63,32.86,21,111.53,201.53,10
21,28.49,47.83,1,86.28,146.28,10
22,18.06,48.56,25,101.5,111.5,10
23,70.42,2.98,37,0.0,230.0,10
24,0.98,7.51,12,137.69,147.69,10
25,53.57,85.45,7,128.01,188.01,10
26,0.49,93.67,7,0.0,230.0,10
27,10.63,84.2,61,45.08,131.71,10
28,48.29,65.94,52,138.74,212.03,10
29,51.07,47.7,28,94.04,104.04,10
30,83.49,75.59,34,70.24,179.54,10
31,48.34,11.16,13,51.64,81.64,10
32,11.54,80.15,45,0.0,230.0,10
33,52.94,48.16,75,60.24,90.24,10
34,68.06,85.88,24,49.56,79.56,10
35,62.89,76.28,49,121.36,195.15,10
36,76.53,35.63,3,142.3,152.3,10
37,27.41,80.12,21,90.88,150.88,10
38,37.72,90.33,69,158.04,168.04,10
39,6.97,5.82,1,0.0,230.0,10
40,92.7,64.85,39,105.45,115.45,10
41,37.96,75.51,37,125.7,204.41,10
42,67.23,53.12,24,181.29,191.29,10
43,9.89,81.22,22,0.0,230.0,10
44,86.6,17.22,39,94.23,124.23,10
45,85.05,87.78,70,0.0,230.0,10
46,54.94,65.62,66,149.96,208.39,10
47,38.22,28.18,24,0.0,230.0,10
48,72.2,86.19,21,88.27,98.27,10
49,65.41,51.16,43,0.0,230.0,10
50,15.89,5.35,36,96.74,106.74,10
51,44.57,4.93,70,116.99,146.99,10
52,56.93,38.27,22,124.54,209.4,10
53,75.72,30.56,28,0.0,230.0,10
54,59.3,53.77,12,77.37,107.37,10
55,0.47,7.24,51,0.0,230.0,10
56,29.04,88.22,3,0.0,230.0,10
57,14.7,71.09,40,69.1,159.1,10
58,97.34,79.06,15,0.0,230.0,10
59,24.29,90.84,52,43.76,67.56,10
60,9.31,46.81,34,55.94,145.94,10
61,88.75,64.13,73,53.8,173.8,10
62,41.36,29.28,12,42.86,72.86,10
63,37.51,50.89,42,99.7,189.7,10
64,31.9,96.9,34,114.17,124.17,10
65,93.31,87.07,6,64.93,141.91,10
66,42.18,69.13,21,38.2,128.2,10
67,90.28,85.04,63,61.29,117.45,10
68,41.43,11.24,43,168.24,178.24,10
69,7.56,57.71,1,0.0,230.0,10
70,64.26,84.98,6,106.7,116.7,10
71,29.25,16.75,48,97.95,157.95,10
72,37.9,35.36,49,90.79,150.79,10
73,13.25,67.23,73,94.42,124.42,10
74,50.87,72.11,39,0.0,230.0,10
75,35.27,32.57,25,27.03,37.03,10
76,47.26,87.74,58,158.81,188.81,10
77,4.03,80.48,34,47.15,121.59,10
78,36.9,85.46,48,111.04,121.04,10
79,80.22,34.88,22,0.0,230.0,10
80,69.39,15.96,19,0.0,230.0,10
81,89.63,40.45,3,132.55,142.55,10
82,45.56,70.58,28,94.03,154.03,10
83,82.08,23.63,36,101.02,161.02,10
84,66.14,39.2,67,92.34,102.34,10
85,36.87,69.0,36,0.0,230.0,10
86,38.72,34.61,16,0.0,230.0,10
87,83.59,10.13,33,59.07,112.09,10
88,67.59,24.87,22,0.0,230.0,10
89,1.55,16.68,15,50.88,110.56,10
90,60.67,70.91,61,83.87,113.87,10
91,2.11,3.64,40,129.22,159.22,10
92,90.25,7.33,13,65.92,124.61,10
93,89.42,22.82,42,56.4,147.09,10
94,74.0,30.97,1,38.96,109.99,10
95,85.88,70.05,25,133.64,143.64,10
96,40.18,7.63,46,158.43,168.43,10
97,73.27,61.69,66,0.0,230.0,10
98,0.29,0.94,15,63.12,136.38,10
99,80.88,25.94,55,59.06,179.06,10
100,63.61,45.42,43,0.0,230.0,10
