CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,61,45,2,4.0,64.0,10
2,43,47,10,193.0,230.0,10
3,68,78,3,169.0,210.0,10
4,21,50,1,192.0,230.0,10
5,25,45,3,0.0,22.0,10
6,65,77,4,172.0,214.0,10
7,60,8,8,192.0,230.0,10
8,52,25,10,151.0,190.0,10
9,72,11,7,70.0,101.0,10
10,42,95,6,197.0,217.0,10
11,10,99,8,49.0,105.0,10
12,55,44,1,25.0,78.0,10
13,28,2,9,55.0,100.0,10
14,70,79,1,95.0,143.0,10
15,64,36,10,106.0,128.0,10
16,87,24,6,199.0,230.0,10
17,15,19,1,120.0,148.0,10
18,4,52,6,120.0,162.0,10
19,4,87,5,183.0,230.0,10
20,36,69,10,207.0,230.0,10
21,16,81,7,140.0,187.0,10
22,51,82,10,128.0,167.0,10
23,33,54,9,31.0,80.0,10
24,16,63,5,188.0,230.0,10
25,26,19,4,44.0,68.0,10
26,81,34,3,66.0,115.0,10
27,33,61,4,0.0,59.0,10
28,89,6,4,202.0,230.0,10
29,64,7,4,201.0,230.0,10
30,52,3,6,130.0,188.0,10
31,67,52,7,54.0,82.0,10
32,69,93,5,91.0,111.0,10
33,22,46,8,6.0,33.0,10
34,36,24,3,101.0,130.0,10
35,0,15,6,54.0,93.0,10
36,1,47,4,133.0,178.0,10
37,53,14,4,177.0,230.0,10
38,35,38,5,186.0,230.0,10
39,91,95,9,53.0,91.0,10
40,8,75,10,190.0,230.0,10
41,16,98,3,120.0,165.0,10
42,28,53,1,4.0,30.0,10
43,56,25,9,181.0,230.0,10
44,70,12,9,45.0,83.0,10
45,65,80,4,17.0,77.0,10
46,75,81,4,101.0,136.0,10
47,97,39,6,181.0,210.0,10
48,84,14,7,176.0,230.0,10
49,35,52,6,0.0,22.0,10
50,52,48,1,95.0,150.0,10
51,86,25,2,202.0,230.0,10
52,50,99,5,116.0,167.0,10
53,54,0,2,171.0,202.0,10
54,5,56,10,68.0,106.0,10
55,46,0,7,124.0,167.0,10
56,41,39,2,79.0,119.0,10
57,72,64,2,143.0,191.0,10
58,48,79,5,23.0,68.0,10
59,16,35,5,24.0,75.0,10
60,48,96,5,128.0,180.0,10
61,13,50,6,90.0,111.0,10
62,59,57,5,185.0,216.0,10
63,9,40,5,16.0,44.0,10
64,94,38,7,145.0,180.0,10
65,26,58,5,114.0,153.0,10
66,78,14,3,208.0,230.0,10
67,60,99,8,112.0,133.0,10
68,12,22,7,9.0,66.0,10
69,81,38,4,191.0,220.0,10
70,15,48,8,82.0,118.0,10
71,93,29,10,52.0,95.0,10
72,100,39,4,151.0,186.0,10
73,30,31,5,79.0,136.0,10
74,73,43,6,196.0,230.0,10
75,72,2,7,21.0,59.0,10
76,81,23,2,181.0,230.0,10
77,50,89,7,43.0,96.0,10
78,42,81,10,189.0,210.0,10
79,30,54,1,45.0,83.0,10
80,42,63,8,82.0,126.0,10
81,12,11,8,150.0,175.0,10
82,16,50,7,42.0,68.0,10
83,19,10,5,20.0,52.0,10
84,36,60,7,210.0,230.0,10
85,90,46,5,177.0,230.0,10
86,58,64,10,130.0,166.0,10
87,79,45,9,191.0,230.0,10
88,48,23,1,173.0,230.0,10
89,63,78,7,48.0,68.0,10
90,9,64,10,186.0,230.0,10
91,18,94,6,100.0,158.0,10
92,29,41,3,203.0,230.0,10
93,65,92,4,88.0,112.0,10
94,8,54,3,47.0,71.0,10
95,20,90,6,88.0,124.0,10
96,89,1,10,105.0,129.0,10
97,10,22,6,22.0,54.0,10
98,52,32,10,0.0,59.0,10
99,9,89,4,169.0,197.0,10
100,73,72,8,178.0,230.0,10
