CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,26,9,7,135.0,170.0,10
2,27,88,1,123.0,164.0,10
3,98,53,2,63.0,111.0,10
4,77,100,2,78.0,116.0,10
5,6,98,2,81.0,127.0,10
6,68,76,10,132.0,169.0,10
7,81,54,7,162.0,209.0,10
8,92,49,6,48.0,102.0,10
9,91,83,4,188.0,230.0,10
10,31,72,3,106.0,139.0,10
11,6,35,8,3.0,36.0,10
12,51,60,8,128.0,171.0,10
13,85,43,4,112.0,168.0,10
14,89,38,6,56.0,88.0,10
15,82,3,9,54.0,76.0,10
16,72,80,6,117.0,153.0,10
17,19,43,7,202.0,230.0,10
18,98,18,3,155.0,177.0,10
19,8,65,5,141.0,173.0,10
20,96,33,10,172.0,230.0,10
21,74,42,7,130.0,182.0,10
22,65,87,5,158.0,202.0,10
23,60,28,10,99.0,144.0,10
24,99,23,4,195.0,230.0,10
25,22,19,6,91.0,127.0,10
26,78,45,3,25.0,55.0,10
27,21,48,8,178.0,230.0,10
28,21,20,2,62.0,116.0,10
29,98,41,10,77.0,97.0,10
30,83,74,9,174.0,230.0,10
31,47,32,6,170.0,230.0,10
32,27,2,9,29.0,60.0,10
33,40,83,9,82.0,125.0,10
34,26,40,7,185.0,230.0,10
35,62,100,5,190.0,230.0,10
36,98,3,1,55.0,110.0,10
37,76,37,4,15.0,65.0,10
38,69,72,9,83.0,131.0,10
39,52,66,9,188.0,230.0,10
40,74,58,3,187.0,228.0,10
41,95,5,9,67.0,115.0,10
42,20,17,7,72.0,108.0,10
43,43,50,9,205.0,230.0,10
44,51,19,10,133.0,154.0,10
45,49,34,3,186.0,230.0,10
46,13,71,6,76.0,112.0,10
47,99,8,9,201.0,230.0,10
48,62,49,2,142.0,178.0,10
49,90,25,7,194.0,230.0,10
50,10,95,10,53.0,99.0,10
51,48,8,8,58.0,85.0,10
52,72,86,10,133.0,178.0,10
53,99,6,6,160.0,190.0,10
54,20,50,3,192.0,216.0,10
55,14,41,4,193.0,230.0,10
56,56,44,8,204.0,230.0,10
57,71,18,5,117.0,167.0,10
58,43,40,5,184.0,230.0,10
59,67,11,10,156.0,205.0,10
60,48,39,8,134.0,154.0,10
61,11,82,10,107.0,163.0,10
62,65,23,2,97.0,131.0,10
63,4,94,10,130.0,160.0,10
64,61,75,8,29.0,58.0,10
65,52,20,4,142.0,193.0,10
66,57,95,10,188.0,230.0,10
67,28,78,1,152.0,172.0,10
68,18,58,3,113.0,160.0,10
69,11,96,6,41.0,81.0,10
70,25,30,8,37.0,68.0,10
71,8,40,6,199.0,230.0,10
72,5,29,1,0.0,47.0,10
73,22,86,9,165.0,189.0,10
74,95,23,9,190.0,230.0,10
75,67,58,7,208.0,230.0,10
76,69,82,6,150.0,210.0,10
77,41,47,7,177.0,230.0,10
78,43,95,2,46.0,72.0,10
79,66,80,7,162.0,215.0,10
80,54,95,2,193.0,230.0,10
81,36,11,9,42.0,78.0,10
82,8,94,9,64.0,121.0,10
83,100,64,6,44.0,103.0,10
84,59,6,3,116.0,137.0,10
85,45,15,1,75.0,113.0,10
86,74,40,7,88.0,136.0,10
87,13,58,9,174.0,197.0,10
88,72,54,9,113.0,155.0,10
89,89,87,2,58.0,81.0,10
90,19,2,10,114.0,163.0,10
91,4,90,10,34.0,84.0,10
92,42,90,5,57.0,95.0,10
93,66,21,4,201.0,230.0,10
94,95,10,3,56.0,93.0,10
95,68,33,9,200.0,230.0,10
96,85,61,9,173.0,217.0,10
97,8,76,5,88.0,131.0,10
98,88,79,2,171.0,230.0,10
99,68,50,1,100.0,144.0,10
100,90,59,9,189.0,230.0,10
