CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,8,91,6,176.0,230.0,10
2,0,99,5,68.0,112.0,10
3,96,89,8,170.0,230.0,10
4,57,61,9,197.0,230.0,10
5,17,72,8,22.0,70.0,10
6,68,29,4,99.0,124.0,10
7,1,38,2,4.0,53.0,10
8,71,34,3,171.0,209.0,10
9,85,91,1,142.0,195.0,10
10,97,82,7,183.0,204.0,10
11,62,12,10,104.0,146.0,10
12,68,44,9,92.0,134.0,10
13,24,3,7,145.0,180.0,10
14,90,5,7,172.0,207.0,10
15,1,25,7,52.0,84.0,10
16,91,31,9,138.0,178.0,10
17,32,85,10,101.0,153.0,10
18,13,89,5,188.0,217.0,10
19,24,38,10,187.0,230.0,10
20,98,23,8,34.0,74.0,10
21,75,37,10,179.0,230.0,10
22,9,47,9,203.0,230.0,10
23,100,9,4,97.0,153.0,10
24,68,93,6,195.0,230.0,10
25,57,0,1,170.0,230.0,10
26,94,63,8,124.0,182.0,10
27,44,100,7,208.0,230.0,10
28,7,20,8,96.0,143.0,10
29,14,27,6,64.0,109.0,10
30,45,55,1,0.0,58.0,10
31,80,43,4,13.0,61.0,10
32,64,87,1,196.0,230.0,10
33,76,19,3,142.0,184.0,10
34,96,58,4,124.0,172.0,10
35,17,85,10,168.0,211.0,10
36,30,22,10,129.0,151.0,10
37,65,96,9,63.0,87.0,10
38,77,18,9,73.0,118.0,10
39,21,38,6,184.0,230.0,10
40,17,5,9,60.0,110.0,10
41,72,11,4,148.0,180.0,10
42,68,35,3,194.0,230.0,10
43,61,21,7,188.0,230.0,10
44,99,1,7,191.0,230.0,10
45,13,88,3,193.0,225.0,10
46,67,10,5,139.0,173.0,10
47,61,62,2,36.0,59.0,10
48,37,32,1,19.0,55.0,10
49,28,70,1,138.0,194.0,10
50,42,74,4,172.0,205.0,10
51,4,0,9,27.0,80.0,10
52,33,73,5,74.0,134.0,10
53,88,13,7,53.0,85.0,10
54,69,40,10,181.0,230.0,10
55,39,91,6,55.0,78.0,10
56,73,77,4,122.0,165.0,10
57,5,7,8,160.0,211.0,10
58,0,8,2,123.0,176.0,10
59,6,19,10,94.0,142.0,10
60,31,0,8,173.0,224.0,10
61,14,57,4,126.0,162.0,10
62,11,1,10,52.0,97.0,10
63,94,82,6,184.0,210.0,10
64,37,86,6,58.0,98.0,10
65,56,40,5,65.0,85.0,10
66,82,91,7,176.0,230.0,10
67,56,14,1,91.0,123.0,10
68,97,19,10,198.0,230.0,10
69,83,75,7,174.0,230.0,10
70,88,10,5,195.0,230.0,10
71,2,51,6,175.0,226.0,10
72,17,47,3,137.0,197.0,10
73,74,78,10,104.0,148.0,10
74,53,30,10,178.0,208.0,10
75,70,20,10,36.0,59.0,10
76,46,60,3,110.0,159.0,10
77,19,73,2,172.0,230.0,10
78,63,6,9,75.0,106.0,10
79,30,8,6,163.0,211.0,10
80,95,98,10,90.0,115.0,10
81,90,20,10,175.0,230.0,10
82,75,38,9,199.0,230.0,10
83,4,34,1,19.0,63.0,10
84,46,18,5,11.0,33.0,10
85,98,5,1,189.0,230.0,10
86,3,9,8,143.0,175.0,10
87,51,75,10,122.0,181.0,10
88,78,86,9,181.0,230.0,10
89,12,31,1,28.0,78.0,10
90,29,89,6,112.0,156.0,10
91,41,9,2,207.0,229.0,10
92,50,85,4,170.0,195.0,10
93,63,37,1,202.0,230.0,10
94,14,14,1,11.0,70.0,10
95,99,27,4,132.0,176.0,10
96,29,23,8,104.0,151.0,10
97,75,91,1,183.0,230.0,10
98,7,73,6,86.0,141.0,10
99,19,41,7,193.0,230.0,10
100,98,18,2,188.0,230.0,10
