CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,61,60,2,167.0,225.0,10
2,64,66,7,29.0,62.0,10
3,56,41,10,195.0,230.0,10
4,12,28,8,81.0,126.0,10
5,81,5,9,104.0,126.0,10
6,24,97,7,55.0,86.0,10
7,70,55,2,50.0,85.0,10
8,79,42,10,47.0,86.0,10
9,88,98,7,103.0,157.0,10
10,82,74,3,129.0,149.0,10
11,99,83,3,123.0,169.0,10
12,88,44,2,70.0,106.0,10
13,57,24,5,15.0,60.0,10
14,30,47,8,78.0,138.0,10
15,11,2,8,152.0,188.0,10
16,6,33,9,5.0,36.0,10
17,8,50,5,15.0,65.0,10
18,48,75,4,58.0,104.0,10
19,17,13,10,126.0,163.0,10
20,31,13,10,8.0,41.0,10
21,6,56,2,204.0,230.0,10
22,33,80,3,143.0,188.0,10
23,39,3,8,60.0,109.0,10
24,6,48,8,33.0,56.0,10
25,81,43,7,80.0,115.0,10
26,71,35,6,192.0,230.0,10
27,77,52,3,41.0,64.0,10
28,4,18,3,171.0,205.0,10
29,74,28,4,191.0,215.0,10
30,7,36,9,66.0,100.0,10
31,83,6,3,96.0,153.0,10
32,72,56,1,40.0,72.0,10
33,89,49,9,161.0,217.0,10
34,9,68,3,200.0,227.0,10
35,33,17,7,12.0,50.0,10
36,74,38,4,25.0,62.0,10
37,33,34,6,108.0,156.0,10
38,92,81,9,81.0,128.0,10
39,78,71,4,136.0,191.0,10
40,15,6,1,165.0,214.0,10
41,63,14,1,38.0,91.0,10
42,15,31,1,54.0,79.0,10
43,46,55,2,172.0,230.0,10
44,39,33,8,0.0,30.0,10
45,74,40,3,16.0,68.0,10
46,19,83,3,150.0,198.0,10
47,96,17,7,114.0,142.0,10
48,68,3,8,30.0,70.0,10
49,38,2,4,49.0,89.0,10
50,38,15,1,89.0,124.0,10
51,32,33,5,66.0,108.0,10
52,19,10,3,196.0,230.0,10
53,97,78,2,121.0,162.0,10
54,74,68,5,139.0,197.0,10
55,58,58,6,199.0,226.0,10
56,52,33,1,182.0,230.0,10
57,15,5,8,176.0,206.0,10
58,98,100,2,175.0,230.0,10
59,64,19,6,130.0,179.0,10
60,20,99,9,142.0,171.0,10
61,5,13,6,106.0,159.0,10
62,26,81,10,63.0,122.0,10
63,51,84,9,33.0,81.0,10
64,45,10,10,98.0,147.0,10
65,62,63,6,171.0,230.0,10
66,17,62,7,174.0,227.0,10
67,5,26,8,63.0,121.0,10
68,65,99,1,202.0,230.0,10
69,82,63,8,63.0,118.0,10
70,92,8,2,68.0,94.0,10
71,83,33,7,201.0,230.0,10
72,61,29,8,169.0,224.0,10
73,80,22,3,147.0,167.0,10
74,46,87,3,92.0,137.0,10
75,14,39,1,33.0,80.0,10
76,77,7,5,55.0,115.0,10
77,89,17,3,99.0,150.0,10
78,17,33,7,21.0,71.0,10
79,59,74,2,165.0,212.0,10
80,55,39,10,133.0,166.0,10
81,68,60,7,192.0,226.0,10
82,100,86,5,56.0,106.0,10
83,41,94,6,112.0,162.0,10
84,12,91,1,45.0,70.0,10
85,16,74,10,148.0,168.0,10
86,92,15,7,63.0,122.0,10
87,3,16,7,22.0,61.0,10
88,57,87,4,204.0,230.0,10
89,36,2,7,36.0,90.0,10
90,94,75,2,105.0,161.0,10
91,51,54,1,42.0,91.0,10
92,11,76,9,153.0,196.0,10
93,28,79,5,25.0,45.0,10
94,7,21,2,164.0,199.0,10
95,89,48,6,161.0,216.0,10
96,12,92,8,168.0,210.0,10
97,52,88,6,90.0,115.0,10
98,26,77,6,105.0,141.0,10
99,99,85,6,204.0,230.0,10
100,95,84,3,105.0,134.0,10
