CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,2,7,7,120.0,163.0,10
2,63,29,3,75.0,122.0,10
3,86,40,10,172.0,230.0,10
4,100,7,4,195.0,220.0,10
5,86,53,3,160.0,184.0,10
6,6,84,7,75.0,118.0,10
7,80,31,2,162.0,204.0,10
8,84,90,8,178.0,230.0,10
9,33,78,3,13.0,61.0,10
10,24,23,5,184.0,204.0,10
11,9,48,3,37.0,93.0,10
12,89,50,6,35.0,57.0,10
13,83,70,6,67.0,112.0,10
14,99,22,5,126.0,184.0,10
15,67,24,5,183.0,230.0,10
16,78,69,3,92.0,125.0,10
17,23,76,4,198.0,230.0,10
18,13,5,8,193.0,230.0,10
19,95,91,9,163.0,192.0,10
20,64,99,3,176.0,230.0,10
21,18,43,1,72.0,120.0,10
22,96,3,2,126.0,147.0,10
23,53,74,10,177.0,216.0,10
24,1,9,5,83.0,123.0,10
25,36,2,6,36.0,94.0,10
26,5,61,10,13.0,59.0,10
27,35,84,5,185.0,230.0,10
28,44,38,3,97.0,142.0,10
29,94,22,1,38.0,79.0,10
30,66,42,2,172.0,230.0,10
31,54,84,8,191.0,230.0,10
32,9,64,3,200.0,230.0,10
33,16,57,2,168.0,219.0,10
34,46,9,7,81.0,129.0,10
35,84,15,9,174.0,230.0,10
36,79,93,1,81.0,129.0,10
37,27,30,1,33.0,91.0,10
38,76,85,7,50.0,84.0,10
39,66,18,7,75.0,114.0,10
40,20,7,8,21.0,54.0,10
41,70,74,7,190.0,230.0,10
42,25,55,1,9.0,64.0,10
43,14,11,8,198.0,224.0,10
44,49,94,10,194.0,230.0,10
45,52,23,4,198.0,221.0,10
46,29,99,1,63.0,97.0,10
47,48,100,7,53.0,76.0,10
48,13,68,4,124.0,146.0,10
49,32,43,5,0.0,57.0,10
50,63,3,5,136.0,166.0,10
51,5,63,5,202.0,230.0,10
52,98,24,9,146.0,184.0,10
53,96,51,5,198.0,230.0,10
54,56,91,10,195.0,230.0,10
55,35,42,1,141.0,193.0,10
56,73,83,10,52.0,86.0,10
57,83,46,7,177.0,230.0,10
58,45,26,2,177.0,226.0,10
59,31,59,2,127.0,157.0,10
60,89,46,1,189.0,230.0,10
61,12,20,5,54.0,101.0,10
62,80,56,9,182.0,230.0,10
63,32,87,1,44.0,94.0,10
64,26,54,9,17.0,51.0,10
65,11,11,1,141.0,173.0,10
66,31,68,6,105.0,145.0,10
67,51,24,7,181.0,230.0,10
68,20,53,4,162.0,216.0,10
69,98,61,8,194.0,218.0,10
70,6,0,6,186.0,230.0,10
71,88,22,7,190.0,230.0,10
72,98,63,6,188.0,228.0,10
73,70,18,4,160.0,186.0,10
74,75,48,4,68.0,100.0,10
75,35,68,2,191.0,214.0,10
76,38,18,9,70.0,100.0,10
77,39,88,1,85.0,127.0,10
78,45,15,3,113.0,146.0,10
79,8,2,7,210.0,230.0,10
80,92,68,8,203.0,230.0,10
81,46,96,7,53.0,92.0,10
82,93,70,4,50.0,77.0,10
83,56,63,4,122.0,157.0,10
84,34,78,10,198.0,230.0,10
85,11,54,8,41.0,61.0,10
86,4,75,6,132.0,174.0,10
87,20,88,3,184.0,207.0,10
88,9,22,7,24.0,55.0,10
89,61,29,4,178.0,230.0,10
90,64,67,8,180.0,230.0,10
91,65,76,8,141.0,189.0,10
92,100,89,10,150.0,171.0,10
93,1,35,8,114.0,139.0,10
94,81,70,2,91.0,117.0,10
95,71,39,4,185.0,230.0,10
96,83,8,7,50.0,80.0,10
97,37,75,8,106.0,130.0,10
98,5,11,8,110.0,161.0,10
99,64,34,7,175.0,230.0,10
100,5,86,5,76.0,101.0,10
