CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,44,95,7,104.0,134.0,10
2,85,91,5,96.0,117.0,10
3,61,88,9,208.0,230.0,10
4,32,30,10,53.0,97.0,10
5,98,68,7,128.0,164.0,10
6,66,73,7,129.0,177.0,10
7,64,29,8,98.0,150.0,10
8,76,88,9,176.0,199.0,10
9,48,94,6,58.0,107.0,10
10,47,100,1,84.0,126.0,10
11,24,38,5,1.0,50.0,10
12,11,5,1,160.0,208.0,10
13,21,54,1,157.0,207.0,10
14,5,68,8,201.0,230.0,10
15,97,85,1,57.0,115.0,10
16,22,17,10,182.0,230.0,10
17,96,51,2,140.0,162.0,10
18,13,89,9,46.0,74.0,10
19,32,18,9,130.0,181.0,10
20,49,55,8,205.0,230.0,10
21,56,6,1,41.0,81.0,10
22,78,64,5,184.0,230.0,10
23,38,27,9,198.0,230.0,10
24,4,89,6,116.0,167.0,10
25,73,27,7,89.0,113.0,10
26,37,33,7,115.0,150.0,10
27,44,2,7,179.0,230.0,10
28,16,42,5,201.0,230.0,10
29,91,28,6,65.0,92.0,10
30,66,93,1,177.0,230.0,10
31,4,46,3,186.0,230.0,10
32,36,27,4,196.0,224.0,10
33,42,35,9,144.0,187.0,10
34,20,78,10,202.0,230.0,10
35,86,90,1,80.0,113.0,10
36,90,64,5,161.0,189.0,10
37,17,3,1,105.0,131.0,10
38,75,55,5,24.0,46.0,10
39,12,99,6,207.0,230.0,10
40,49,43,7,210.0,230.0,10
41,16,6,2,196.0,230.0,10
42,16,78,9,108.0,137.0,10
43,37,68,5,119.0,171.0,10
44,46,59,3,170.0,230.0,10
45,8,14,7,41.0,100.0,10
46,50,46,9,196.0,230.0,10
47,99,47,5,96.0,129.0,10
48,58,43,10,178.0,230.0,10
49,83,26,9,27.0,51.0,10
50,32,68,4,208.0,230.0,10
51,98,23,8,169.0,197.0,10
52,42,65,9,15.0,61.0,10
53,47,63,4,8.0,43.0,10
54,69,52,2,192.0,230.0,10
55,35,57,5,156.0,178.0,10
56,58,0,1,11.0,67.0,10
57,8,100,3,48.0,92.0,10
58,91,26,4,43.0,91.0,10
59,25,38,6,0.0,54.0,10
60,84,46,9,104.0,154.0,10
61,87,17,2,33.0,73.0,10
62,85,60,5,55.0,75.0,10
63,96,8,5,204.0,230.0,10
64,38,9,2,158.0,185.0,10
65,100,36,6,49.0,75.0,10
66,33,33,3,116.0,146.0,10
67,65,95,8,184.0,230.0,10
68,44,15,1,179.0,230.0,10
69,75,34,2,116.0,152.0,10
70,48,21,3,88.0,117.0,10
71,100,45,10,71.0,125.0,10
72,93,17,4,45.0,100.0,10
73,98,39,10,75.0,96.0,10
74,3,7,1,85.0,105.0,10
75,85,12,3,192.0,230.0,10
76,15,50,3,203.0,230.0,10
77,63,7,1,165.0,187.0,10
78,48,65,6,170.0,230.0,10
79,57,4,10,39.0,94.0,10
80,70,12,7,180.0,230.0,10
81,18,39,6,27.0,70.0,10
82,75,65,10,174.0,230.0,10
83,33,96,8,177.0,230.0,10
84,93,71,9,199.0,230.0,10
85,16,6,7,21.0,48.0,10
86,75,12,3,173.0,230.0,10
87,18,34,8,2.0,24.0,10
88,53,59,2,201.0,227.0,10
89,95,31,9,63.0,105.0,10
90,24,6,10,106.0,153.0,10
91,88,25,9,180.0,213.0,10
92,27,32,7,20.0,41.0,10
93,92,24,3,125.0,177.0,10
94,24,74,9,195.0,230.0,10
95,32,36,9,0.0,31.0,10
96,62,49,8,63.0,122.0,10
97,55,19,5,167.0,209.0,10
98,81,56,7,206.0,230.0,10
99,7,70,4,200.0,230.0,10
100,7,55,10,177.0,230.0,10
