CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,3390.0,0
1,74.84,41.44,18,760.08,920.08,90
2,85.28,45.92,18,0.0,3390.0,90
3,57.4,50.29,18,0.0,3390.0,90
4,25.89,91.86,74,44.17,523.06,90
5,53.17,46.84,37,0.0,3390.0,90
6,24.92,87.75,55,0.0,3390.0,90
7,84.14,13.65,74,0.0,3390.0,90
8,20.46,50.1,18,781.46,1185.28,90
9,86.06,45.35,37,0.0,3390.0,90
10,53.97,86.36,74,1083.37,1243.37,90
11,23.31,85.26,18,1733.22,1893.22,90
12,86.72,55.35,18,0.0,3390.0,90
13,63.4,48.95,37,798.72,1197.19,90
14,76.65,41.45,74,37.63,773.63,90
15,88.28,13.66,74,60.43,421.2,90
16,78.29,80.98,37,0.0,3390.0,90
17,84.05,38.75,55,0.0,3390.0,90
18,88.46,49.79,74,0.0,3390.0,90
19,86.84,52.36,55,783.99,943.99,90
20,50.85,50.64,74,0.0,3390.0,90
21,88.13,14.61,37,0.0,3390.0,90
22,17.44,14.9,55,0.0,3390.0,90
23,29.04,93.78,37,0.0,3390.0,90
24,19.83,50.34,55,0.0,3390.0,90
25,86.02,79.39,37,0.0,3390.0,90
26,22.91,53.63,37,0.0,3390.0,90
27,17.72,44.78,37,0.0,3390.0,90
28,84.29,20.85,37,53.02,454.42,90
29,55.16,86.11,18,0.0,3390.0,90
30,50.98,18.39,55,0.0,3390.0,90
31,85.27,6.96,37,0.0,3390.0,90
32,92.93,10.33,55,0.0,3390.0,90
33,26.61,51.8,18,1409.28,1933.12,90
34,54.26,57.73,18,0.0,3390.0,90
35,26.78,88.17,37,185.35,664.77,90
36,78.74,53.14,37,0.0,3390.0,90
37,57.99,12.73,37,0.0,3390.0,90
38,88.43,57.68,55,0.0,3390.0,90
39,85.76,9.75,18,0.0,3390.0,90
40,15.65,80.16,37,0.0,3390.0,90
41,29.92,82.24,37,0.0,3390.0,90
42,24.18,80.56,74,0.0,3390.0,90
43,85.71,82.5,55,0.0,3390.0,90
44,86.41,86.49,37,0.0,3390.0,90
45,84.07,50.79,55,0.0,3390.0,90
46,20.6,86.79,55,325.29,645.29,90
47,53.35,52.63,37,13.61,285.05,90
48,31.46,11.89,18,0.0,3390.0,90
49,62.98,84.55,74,0.0,3390.0,90
50,81.6,44.3,74,1568.49,1888.49,90
51,50.13,8.03,74,1601.57,1761.57,90
52,79.13,44.09,74,0.0,3390.0,90
53,26.29,88.69,74,0.0,3390.0,90
54,19.7,94.31,74,0.0,3390.0,90
55,55.27,80.77,74,0.0,3390.0,90
56,54.11,44.1,18,1100.8,1260.8,90
57,91.34,82.37,37,0.0,3390.0,90
58,51.06,41.89,18,0.0,3390.0,90
59,84.32,53.0,74,0.0,3390.0,90
60,19.2,78.51,74,0.0,3390.0,90
61,60.29,15.79,74,0.0,3390.0,90
62,80.92,86.15,18,0.0,3390.0,90
63,60.57,55.66,37,0.0,3390.0,90
64,54.06,92.46,74,0.0,3390.0,90
65,19.75,92.63,55,0.0,3390.0,90
66,53.55,12.0,37,1577.2,1737.2,90
67,76.53,87.97,55,292.85,452.85,90
68,57.66,42.07,74,0.0,3390.0,90
69,56.13,81.35,37,0.0,3390.0,90
70,80.01,83.04,37,0.0,3390.0,90
71,85.84,47.41,74,0.0,3390.0,90
72,59.92,88.0,37,1682.63,1842.63,90
73,94.05,19.07,37,0.0,3390.0,90
74,51.01,85.31,37,0.0,3390.0,90
75,55.49,18.48,74,0.0,3390.0,90
76,59.23,87.51,74,0.0,3390.0,90
77,57.66,11.76,18,0.0,3390.0,90
78,25.37,82.78,18,0.0,3390.0,90
79,98.62,78.36,74,1334.75,1654.75,90
80,51.23,12.67,37,0.0,3390.0,90
81,87.58,53.78,18,0.0,3390.0,90
82,63.55,46.04,55,1776.58,2096.58,90
83,48.05,84.2,18,0.0,3390.0,90
84,78.8,8.83,55,206.89,526.89,90
85,84.34,83.46,74,0.0,3390.0,90
86,20.98,93.28,55,0.0,3390.0,90
87,61.34,13.65,74,0.0,3390.0,90
88,51.76,18.53,37,1216.91,1856.91,90
89,73.22,56.2,55,0.0,3390.0,90
90,82.42,86.04,55,0.0,3390.0,90
91,16.83,12.35,18,0.0,3390.0,90
92,85.53,42.38,18,0.0,3390.0,90
93,20.25,10.02,55,703.43,958.08,90
94,54.55,79.51,18,1532.38,1692.38,90
95,86.24,17.7,55,0.0,3390.0,90
96,52.96,87.93,37,0.0,3390.0,90
97,28.44,8.08,18,0.0,3390.0,90
98,56.94,11.04,18,1590.63,1910.63,90
99,74.17,18.82,37,0.0,3390.0,90
100,51.03,16.38,55,0.0,3390.0,90
