CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,96,100,7,177.0,230.0,10
2,74,59,2,43.0,69.0,10
3,12,93,3,82.0,132.0,10
4,35,35,10,145.0,168.0,10
5,27,29,7,18.0,68.0,10
6,14,44,1,38.0,78.0,10
7,45,62,2,204.0,230.0,10
8,14,58,3,63.0,112.0,10
9,50,81,9,197.0,230.0,10
10,31,64,6,190.0,230.0,10
11,14,58,4,94.0,126.0,10
12,79,87,6,36.0,87.0,10
13,1,35,1,120.0,172.0,10
14,34,69,5,205.0,230.0,10
15,9,71,2,32.0,83.0,10
16,23,35,9,97.0,133.0,10
17,6,56,5,0.0,60.0,10
18,50,69,1,170.0,209.0,10
19,79,59,5,188.0,230.0,10
20,86,26,4,104.0,125.0,10
21,37,91,5,176.0,226.0,10
22,97,47,2,190.0,230.0,10
23,4,69,6,50.0,76.0,10
24,63,54,1,122.0,167.0,10
25,42,15,3,24.0,79.0,10
26,23,76,7,65.0,114.0,10
27,73,62,10,139.0,191.0,10
28,12,71,9,36.0,68.0,10
29,45,1,1,9.0,54.0,10
30,28,26,5,148.0,181.0,10
31,70,74,4,173.0,230.0,10
32,65,24,3,20.0,62.0,10
33,44,3,10,191.0,230.0,10
34,50,20,7,89.0,120.0,10
35,19,67,4,129.0,179.0,10
36,58,85,8,123.0,167.0,10
37,99,33,5,54.0,90.0,10
38,50,68,3,174.0,210.0,10
39,77,70,6,162.0,217.0,10
40,51,100,1,144.0,184.0,10
41,15,14,1,105.0,154.0,10
42,72,89,10,82.0,138.0,10
43,48,31,7,50.0,85.0,10
44,76,94,3,85.0,131.0,10
45,31,95,3,186.0,230.0,10
46,62,92,5,115.0,166.0,10
47,45,63,10,196.0,230.0,10
48,65,8,5,100.0,138.0,10
49,13,42,3,41.0,98.0,10
50,37,23,7,170.0,230.0,10
51,60,35,5,170.0,193.0,10
52,72,33,7,187.0,230.0,10
53,53,99,1,35.0,78.0,10
54,13,22,1,11.0,39.0,10
55,89,6,9,50.0,78.0,10
56,19,51,9,131.0,169.0,10
57,54,22,5,161.0,184.0,10
58,68,17,6,16.0,41.0,10
59,43,67,5,102.0,124.0,10
60,90,8,9,112.0,154.0,10
61,16,19,1,104.0,162.0,10
62,23,87,7,44.0,82.0,10
63,89,67,2,206.0,230.0,10
64,37,12,3,184.0,213.0,10
65,10,75,2,201.0,230.0,10
66,10,78,9,151.0,199.0,10
67,32,66,3,177.0,230.0,10
68,98,32,10,186.0,230.0,10
69,1,8,7,71.0,119.0,10
70,100,4,6,144.0,167.0,10
71,22,81,9,45.0,103.0,10
72,69,70,2,183.0,230.0,10
73,59,21,6,149.0,200.0,10
74,100,29,5,182.0,210.0,10
75,82,61,7,179.0,230.0,10
76,89,69,10,57.0,96.0,10
77,1,91,9,171.0,230.0,10
78,52,46,6,90.0,147.0,10
79,80,94,6,76.0,104.0,10
80,71,16,10,82.0,105.0,10
81,32,98,4,181.0,230.0,10
82,16,55,6,115.0,152.0,10
83,87,81,8,193.0,230.0,10
84,85,29,9,159.0,212.0,10
85,81,60,8,206.0,230.0,10
86,58,17,7,129.0,179.0,10
87,13,59,8,88.0,134.0,10
88,17,38,8,75.0,115.0,10
89,81,50,9,210.0,230.0,10
90,75,34,9,78.0,124.0,10
91,9,77,5,190.0,230.0,10
92,29,80,7,203.0,230.0,10
93,61,31,1,134.0,160.0,10
94,49,85,5,84.0,110.0,10
95,97,0,5,173.0,230.0,10
96,52,14,5,71.0,108.0,10
97,59,26,10,185.0,230.0,10
98,23,98,3,189.0,230.0,10
99,12,72,6,181.0,230.0,10
100,89,66,5,205.0,230.0,10
