CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,69,43,8,197.0,230.0,10
2,16,31,1,27.0,79.0,10
3,14,6,2,126.0,153.0,10
4,44,60,1,188.0,230.0,10
5,16,63,5,141.0,198.0,10
6,65,72,10,185.0,230.0,10
7,29,67,5,16.0,57.0,10
8,38,66,10,132.0,153.0,10
9,23,47,2,55.0,98.0,10
10,19,92,9,66.0,96.0,10
11,99,12,3,59.0,110.0,10
12,53,71,1,178.0,230.0,10
13,56,40,3,187.0,230.0,10
14,95,5,6,199.0,230.0,10
15,4,53,3,143.0,203.0,10
16,13,42,5,174.0,230.0,10
17,39,99,4,177.0,210.0,10
18,3,55,4,146.0,169.0,10
19,67,88,3,123.0,172.0,10
20,79,30,4,47.0,70.0,10
21,68,19,8,183.0,230.0,10
22,98,98,8,176.0,230.0,10
23,44,59,2,188.0,230.0,10
24,39,28,6,63.0,111.0,10
25,100,1,4,176.0,230.0,10
26,61,76,3,97.0,129.0,10
27,56,33,10,79.0,100.0,10
28,38,28,5,27.0,66.0,10
29,71,70,7,23.0,82.0,10
30,33,39,5,101.0,124.0,10
31,36,61,8,185.0,230.0,10
32,41,44,5,197.0,230.0,10
33,11,2,4,94.0,148.0,10
34,6,68,10,22.0,57.0,10
35,15,35,2,188.0,230.0,10
36,4,16,3,78.0,122.0,10
37,55,54,9,3.0,57.0,10
38,15,42,4,174.0,228.0,10
39,31,1,6,184.0,225.0,10
40,33,48,9,3.0,31.0,10
41,63,76,2,192.0,230.0,10
42,82,0,10,154.0,184.0,10
43,71,26,5,95.0,128.0,10
44,48,92,3,32.0,64.0,10
45,17,70,7,149.0,178.0,10
46,6,70,1,195.0,221.0,10
47,76,30,3,22.0,80.0,10
48,95,71,10,176.0,200.0,10
49,14,98,10,86.0,144.0,10
50,79,57,7,132.0,183.0,10
51,19,40,3,177.0,230.0,10
52,96,44,6,131.0,177.0,10
53,66,17,6,203.0,223.0,10
54,90,60,4,51.0,111.0,10
55,80,43,4,158.0,217.0,10
56,91,82,3,183.0,230.0,10
57,82,68,7,199.0,230.0,10
58,41,80,2,112.0,140.0,10
59,43,78,10,73.0,104.0,10
60,0,32,7,20.0,70.0,10
61,17,72,10,41.0,61.0,10
62,22,9,6,128.0,165.0,10
63,29,4,9,156.0,215.0,10
64,44,89,3,93.0,129.0,10
65,20,72,1,29.0,68.0,10
66,51,57,3,203.0,230.0,10
67,98,58,10,175.0,230.0,10
68,76,99,8,50.0,85.0,10
69,74,79,5,203.0,230.0,10
70,84,73,8,207.0,230.0,10
71,64,87,8,172.0,194.0,10
72,3,60,7,108.0,142.0,10
73,72,70,6,190.0,230.0,10
74,72,100,4,147.0,175.0,10
75,62,48,1,107.0,155.0,10
76,60,60,10,147.0,176.0,10
77,58,83,9,206.0,230.0,10
78,97,58,3,34.0,87.0,10
79,45,31,3,0.0,60.0,10
80,90,24,1,165.0,216.0,10
81,13,52,5,110.0,164.0,10
82,34,37,9,73.0,112.0,10
83,35,61,3,172.0,230.0,10
84,97,96,3,86.0,140.0,10
85,19,2,3,157.0,193.0,10
86,92,47,7,171.0,230.0,10
87,94,31,4,120.0,143.0,10
88,43,19,6,47.0,87.0,10
89,15,100,3,108.0,128.0,10
90,60,82,2,194.0,221.0,10
91,61,29,3,121.0,149.0,10
92,42,10,7,0.0,59.0,10
93,62,0,9,120.0,155.0,10
94,3,54,8,159.0,180.0,10
95,34,13,9,204.0,230.0,10
96,34,100,4,209.0,230.0,10
97,19,36,3,189.0,230.0,10
98,25,75,4,45.0,68.0,10
99,92,23,9,149.0,198.0,10
100,82,70,7,174.0,230.0,10
