CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,47,11,7,53.0,84.0,10
2,11,18,3,63.0,109.0,10
3,68,71,10,199.0,230.0,10
4,10,21,5,73.0,96.0,10
5,52,2,7,69.0,104.0,10
6,90,33,3,41.0,78.0,10
7,53,12,4,84.0,124.0,10
8,1,21,9,38.0,67.0,10
9,25,45,2,122.0,176.0,10
10,46,62,10,132.0,157.0,10
11,48,99,6,177.0,230.0,10
12,35,35,3,96.0,149.0,10
13,17,16,8,27.0,82.0,10
14,75,55,5,41.0,64.0,10
15,14,0,3,55.0,110.0,10
16,86,21,7,194.0,230.0,10
17,83,78,6,41.0,88.0,10
18,39,72,1,34.0,92.0,10
19,100,29,7,189.0,230.0,10
20,54,25,9,116.0,142.0,10
21,32,25,7,183.0,230.0,10
22,16,69,5,151.0,177.0,10
23,6,29,3,13.0,40.0,10
24,70,46,10,170.0,230.0,10
25,98,35,1,176.0,221.0,10
26,96,100,8,153.0,176.0,10
27,4,62,8,176.0,210.0,10
28,53,75,4,33.0,68.0,10
29,28,55,9,194.0,230.0,10
30,30,68,5,204.0,230.0,10
31,40,69,3,2.0,55.0,10
32,96,50,6,183.0,230.0,10
33,28,42,10,131.0,154.0,10
34,62,11,2,154.0,182.0,10
35,59,9,1,127.0,148.0,10
36,87,77,1,106.0,131.0,10
37,47,77,1,201.0,230.0,10
38,0,49,6,178.0,230.0,10
39,5,9,3,15.0,53.0,10
40,40,48,3,145.0,169.0,10
41,14,57,1,89.0,129.0,10
42,65,65,3,74.0,114.0,10
43,97,12,7,188.0,208.0,10
44,27,11,1,191.0,212.0,10
45,9,88,5,123.0,147.0,10
46,80,30,7,173.0,230.0,10
47,4,62,5,163.0,219.0,10
48,45,65,9,208.0,230.0,10
49,14,79,8,95.0,121.0,10
50,35,66,9,116.0,169.0,10
51,35,78,5,147.0,176.0,10
52,48,1,5,32.0,77.0,10
53,84,36,8,181.0,230.0,10
54,64,48,9,7.0,47.0,10
55,94,18,4,179.0,230.0,10
56,73,80,5,181.0,230.0,10
57,6,83,8,35.0,88.0,10
58,70,3,5,134.0,185.0,10
59,39,3,4,20.0,61.0,10
60,18,38,3,44.0,79.0,10
61,19,2,4,154.0,197.0,10
62,37,7,3,179.0,230.0,10
63,93,11,2,149.0,199.0,10
64,91,57,5,186.0,230.0,10
65,97,88,10,183.0,224.0,10
66,12,23,4,60.0,86.0,10
67,16,64,6,60.0,97.0,10
68,17,81,6,39.0,91.0,10
69,28,93,8,179.0,206.0,10
70,76,78,1,106.0,151.0,10
71,52,67,7,176.0,230.0,10
72,60,45,8,181.0,230.0,10
73,27,41,10,187.0,230.0,10
74,28,23,6,105.0,132.0,10
75,70,60,5,61.0,100.0,10
76,55,90,5,173.0,230.0,10
77,73,99,3,197.0,230.0,10
78,93,42,5,207.0,230.0,10
79,4,45,9,183.0,230.0,10
80,57,78,1,187.0,230.0,10
81,23,64,10,51.0,103.0,10
82,87,74,10,74.0,114.0,10
83,35,41,1,69.0,117.0,10
84,1,45,5,13.0,38.0,10
85,62,99,6,51.0,104.0,10
86,19,4,2,139.0,174.0,10
87,26,60,1,24.0,44.0,10
88,52,66,3,209.0,230.0,10
89,9,13,8,91.0,129.0,10
90,60,95,1,83.0,104.0,10
91,45,69,8,203.0,230.0,10
92,70,64,3,142.0,162.0,10
93,59,82,1,210.0,230.0,10
94,39,67,10,20.0,75.0,10
95,80,1,3,44.0,89.0,10
96,76,79,7,198.0,222.0,10
97,18,85,1,180.0,230.0,10
98,88,6,3,62.0,101.0,10
99,1,58,9,190.0,230.0,10
100,53,89,1,172.0,230.0,10
