CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,32,66,10,185.0,219.0,10
2,71,65,2,204.0,230.0,10
3,96,68,5,73.0,97.0,10
4,72,26,2,189.0,230.0,10
5,16,60,1,185.0,207.0,10
6,56,18,1,37.0,93.0,10
7,40,38,9,209.0,230.0,10
8,55,21,10,69.0,100.0,10
9,49,7,8,36.0,67.0,10
10,47,94,5,194.0,230.0,10
11,26,52,10,146.0,190.0,10
12,47,82,4,210.0,230.0,10
13,18,6,2,55.0,94.0,10
14,94,94,5,88.0,113.0,10
15,35,69,10,138.0,172.0,10
16,13,87,8,39.0,60.0,10
17,13,86,10,52.0,76.0,10
18,27,52,8,139.0,186.0,10
19,23,64,9,181.0,230.0,10
20,58,74,6,115.0,152.0,10
21,12,92,1,185.0,210.0,10
22,66,98,6,183.0,230.0,10
23,97,66,5,179.0,230.0,10
24,44,56,4,210.0,230.0,10
25,1,7,5,87.0,120.0,10
26,5,100,1,73.0,116.0,10
27,89,90,2,86.0,139.0,10
28,61,27,3,189.0,230.0,10
29,17,94,10,181.0,217.0,10
30,37,25,2,146.0,166.0,10
31,42,33,7,187.0,230.0,10
32,21,88,9,158.0,179.0,10
33,6,39,2,58.0,101.0,10
34,71,55,3,107.0,160.0,10
35,96,100,2,124.0,156.0,10
36,56,98,7,190.0,230.0,10
37,93,50,2,52.0,81.0,10
38,37,62,2,9.0,60.0,10
39,43,43,4,189.0,230.0,10
40,64,46,10,141.0,175.0,10
41,91,64,7,175.0,230.0,10
42,10,90,7,69.0,99.0,10
43,67,73,9,171.0,230.0,10
44,65,49,2,181.0,230.0,10
45,90,53,3,67.0,108.0,10
46,32,57,7,0.0,44.0,10
47,38,89,3,50.0,78.0,10
48,64,15,7,98.0,118.0,10
49,68,68,6,25.0,72.0,10
50,94,40,5,190.0,230.0,10
51,100,71,9,84.0,120.0,10
52,22,98,10,68.0,119.0,10
53,89,90,5,110.0,133.0,10
54,86,25,6,208.0,230.0,10
55,80,7,7,95.0,149.0,10
56,50,40,7,115.0,149.0,10
57,54,69,1,190.0,226.0,10
58,40,8,7,102.0,158.0,10
59,5,12,10,64.0,104.0,10
60,35,80,1,158.0,189.0,10
61,14,26,6,23.0,63.0,10
62,29,59,9,118.0,143.0,10
63,99,6,3,51.0,107.0,10
64,96,16,2,135.0,188.0,10
65,4,70,7,176.0,230.0,10
66,73,28,6,189.0,230.0,10
67,27,91,7,48.0,80.0,10
68,85,97,2,202.0,230.0,10
69,61,46,7,208.0,230.0,10
70,81,94,10,59.0,86.0,10
71,1,40,7,65.0,90.0,10
72,92,0,4,50.0,99.0,10
73,72,75,2,159.0,209.0,10
74,85,61,6,51.0,78.0,10
75,9,30,2,13.0,55.0,10
76,80,54,5,178.0,230.0,10
77,5,11,9,62.0,119.0,10
78,78,100,7,77.0,103.0,10
79,61,90,10,197.0,230.0,10
80,97,31,3,199.0,230.0,10
81,63,51,6,136.0,164.0,10
82,74,39,7,18.0,72.0,10
83,71,61,10,189.0,230.0,10
84,35,21,9,84.0,137.0,10
85,66,95,1,177.0,230.0,10
86,43,5,7,7.0,56.0,10
87,31,20,7,63.0,114.0,10
88,2,49,6,44.0,67.0,10
89,72,51,8,174.0,230.0,10
90,84,63,3,159.0,217.0,10
91,31,68,3,186.0,228.0,10
92,18,26,9,42.0,67.0,10
93,34,35,6,100.0,143.0,10
94,89,15,4,97.0,139.0,10
95,71,50,8,155.0,193.0,10
96,7,1,5,28.0,72.0,10
97,73,22,10,123.0,145.0,10
98,13,57,8,8.0,36.0,10
99,71,97,7,141.0,183.0,10
100,35,42,5,107.0,147.0,10
