CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,6,73,8,152.0,179.0,10
2,85,95,8,183.0,230.0,10
3,6,67,5,187.0,230.0,10
4,55,23,7,136.0,191.0,10
5,76,62,9,197.0,230.0,10
6,32,41,4,202.0,230.0,10
7,86,7,10,182.0,210.0,10
8,50,69,4,89.0,132.0,10
9,53,16,2,208.0,229.0,10
10,60,46,7,109.0,157.0,10
11,88,6,4,181.0,228.0,10
12,25,8,1,48.0,99.0,10
13,29,66,6,33.0,68.0,10
14,77,19,8,206.0,230.0,10
15,85,57,4,133.0,185.0,10
16,48,13,7,105.0,158.0,10
17,75,19,10,208.0,230.0,10
18,64,80,1,202.0,230.0,10
19,68,23,8,95.0,123.0,10
20,17,3,10,33.0,54.0,10
21,94,13,3,38.0,78.0,10
22,12,77,9,171.0,230.0,10
23,12,40,2,93.0,147.0,10
24,46,15,8,113.0,142.0,10
25,42,54,1,127.0,157.0,10
26,74,89,9,185.0,230.0,10
27,65,16,6,115.0,170.0,10
28,26,63,8,138.0,163.0,10
29,33,49,6,0.0,21.0,10
30,29,66,6,28.0,75.0,10
31,44,26,1,198.0,230.0,10
32,38,70,3,104.0,124.0,10
33,73,51,5,80.0,103.0,10
34,19,68,7,207.0,230.0,10
35,54,95,4,179.0,211.0,10
36,45,79,4,40.0,94.0,10
37,83,32,9,167.0,211.0,10
38,56,40,2,201.0,230.0,10
39,17,20,1,59.0,111.0,10
40,40,33,8,174.0,230.0,10
41,21,58,2,4.0,48.0,10
42,7,73,4,123.0,165.0,10
43,74,100,4,196.0,230.0,10
44,12,59,9,207.0,230.0,10
45,36,87,6,112.0,164.0,10
46,60,19,5,118.0,139.0,10
47,39,71,4,78.0,132.0,10
48,67,26,2,142.0,168.0,10
49,56,10,5,177.0,224.0,10
50,1,85,4,57.0,108.0,10
51,67,33,3,142.0,200.0,10
52,37,23,7,84.0,118.0,10
53,47,81,7,26.0,67.0,10
54,11,8,10,90.0,146.0,10
55,43,76,4,63.0,122.0,10
56,19,55,5,186.0,208.0,10
57,1,59,10,189.0,230.0,10
58,7,78,3,32.0,86.0,10
59,11,59,4,194.0,230.0,10
60,7,99,4,181.0,222.0,10
61,21,81,3,107.0,133.0,10
62,83,49,5,183.0,230.0,10
63,21,97,10,71.0,123.0,10
64,25,44,2,179.0,230.0,10
65,3,15,7,29.0,66.0,10
66,11,37,1,113.0,166.0,10
67,52,66,2,17.0,65.0,10
68,71,21,2,180.0,230.0,10
69,64,26,9,106.0,130.0,10
70,97,56,4,58.0,80.0,10
71,45,79,9,51.0,80.0,10
72,71,24,8,115.0,141.0,10
73,14,36,1,140.0,171.0,10
74,70,2,7,29.0,66.0,10
75,4,14,8,54.0,74.0,10
76,62,42,4,186.0,230.0,10
77,19,58,3,93.0,142.0,10
78,64,66,5,175.0,213.0,10
79,28,90,1,135.0,167.0,10
80,9,52,5,31.0,51.0,10
81,74,70,9,30.0,73.0,10
82,60,91,2,70.0,92.0,10
83,46,26,9,71.0,96.0,10
84,30,27,1,130.0,184.0,10
85,30,38,2,57.0,90.0,10
86,40,40,1,124.0,170.0,10
87,84,83,3,47.0,103.0,10
88,26,35,5,152.0,193.0,10
89,10,12,4,83.0,119.0,10
90,52,88,7,182.0,215.0,10
91,8,51,3,84.0,117.0,10
92,94,62,3,162.0,200.0,10
93,58,87,3,54.0,100.0,10
94,38,31,6,139.0,183.0,10
95,23,8,6,29.0,85.0,10
96,78,92,8,188.0,230.0,10
97,75,98,5,191.0,230.0,10
98,13,23,2,6.0,48.0,10
99,74,68,8,189.0,230.0,10
100,5,98,10,194.0,217.0,10
