CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,43,33,1,127.0,172.0,10
2,64,90,8,174.0,230.0,10
3,33,44,6,0.0,43.0,10
4,78,9,5,170.0,230.0,10
5,49,76,1,187.0,230.0,10
6,99,49,5,62.0,104.0,10
7,92,2,7,194.0,230.0,10
8,14,14,10,102.0,129.0,10
9,31,38,4,157.0,179.0,10
10,20,78,7,48.0,73.0,10
11,36,29,10,146.0,199.0,10
12,83,83,2,63.0,105.0,10
13,39,99,10,181.0,216.0,10
14,45,10,2,185.0,230.0,10
15,91,73,3,123.0,181.0,10
16,39,9,8,119.0,169.0,10
17,15,9,3,48.0,96.0,10
18,7,6,7,116.0,165.0,10
19,48,36,7,175.0,230.0,10
20,95,23,9,175.0,230.0,10
21,2,68,1,100.0,134.0,10
22,12,72,1,46.0,80.0,10
23,97,85,9,80.0,107.0,10
24,17,20,7,85.0,106.0,10
25,28,32,2,51.0,75.0,10
26,55,43,10,4.0,51.0,10
27,27,97,10,189.0,230.0,10
28,94,92,3,181.0,230.0,10
29,51,77,8,182.0,230.0,10
30,68,5,4,127.0,172.0,10
31,30,93,1,198.0,227.0,10
32,74,25,5,84.0,120.0,10
33,12,95,9,67.0,111.0,10
34,17,40,8,174.0,230.0,10
35,52,16,9,9.0,55.0,10
36,64,27,8,73.0,112.0,10
37,88,99,5,174.0,230.0,10
38,61,9,6,53.0,94.0,10
39,65,4,1,42.0,85.0,10
40,53,95,7,49.0,89.0,10
41,48,61,1,181.0,230.0,10
42,81,35,3,181.0,230.0,10
43,97,51,6,106.0,130.0,10
44,19,75,2,110.0,158.0,10
45,53,42,4,173.0,230.0,10
46,58,14,1,98.0,148.0,10
47,4,58,6,189.0,230.0,10
48,11,75,7,47.0,69.0,10
49,42,32,7,174.0,230.0,10
50,83,19,10,44.0,77.0,10
51,90,74,3,138.0,198.0,10
52,97,85,1,76.0,111.0,10
53,40,51,10,0.0,57.0,10
54,74,20,9,22.0,67.0,10
55,56,56,8,1.0,56.0,10
56,42,38,2,24.0,54.0,10
57,53,54,3,167.0,193.0,10
58,78,44,5,20.0,67.0,10
59,44,0,8,199.0,226.0,10
60,58,41,5,159.0,215.0,10
61,98,91,1,200.0,230.0,10
62,90,31,2,207.0,230.0,10
63,50,48,9,156.0,204.0,10
64,23,43,7,171.0,230.0,10
65,41,38,10,48.0,76.0,10
66,24,91,6,188.0,230.0,10
67,61,82,9,207.0,230.0,10
68,98,98,8,93.0,144.0,10
69,30,15,3,69.0,124.0,10
70,37,56,6,113.0,152.0,10
71,48,23,9,82.0,117.0,10
72,9,90,5,154.0,174.0,10
73,92,86,9,209.0,230.0,10
74,1,99,5,165.0,209.0,10
75,97,56,10,184.0,230.0,10
76,19,34,2,1.0,43.0,10
77,44,85,8,73.0,118.0,10
78,39,23,10,193.0,230.0,10
79,83,46,7,87.0,110.0,10
80,63,83,2,205.0,230.0,10
81,45,39,5,190.0,230.0,10
82,0,76,6,66.0,121.0,10
83,12,96,7,79.0,100.0,10
84,47,21,2,9.0,41.0,10
85,17,78,2,123.0,158.0,10
86,92,75,4,127.0,178.0,10
87,17,20,1,83.0,113.0,10
88,94,75,1,108.0,149.0,10
89,15,72,3,23.0,72.0,10
90,59,21,3,185.0,230.0,10
91,33,17,4,106.0,132.0,10
92,83,51,2,183.0,230.0,10
93,69,60,2,18.0,63.0,10
94,5,46,3,188.0,230.0,10
95,58,83,10,173.0,230.0,10
96,4,2,4,31.0,78.0,10
97,69,14,3,150.0,209.0,10
98,86,79,3,96.0,130.0,10
99,6,33,5,25.0,47.0,10
100,10,9,9,21.0,52.0,10
