CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,100,71,7,151.0,171.0,10
2,15,75,8,189.0,230.0,10
3,48,39,6,125.0,163.0,10
4,22,22,3,194.0,217.0,10
5,18,71,10,181.0,230.0,10
6,24,13,3,21.0,41.0,10
7,71,77,6,199.0,230.0,10
8,74,42,7,99.0,133.0,10
9,91,88,8,63.0,98.0,10
10,82,16,9,128.0,175.0,10
11,75,55,10,94.0,133.0,10
12,54,92,3,172.0,230.0,10
13,28,46,8,63.0,94.0,10
14,7,66,4,174.0,223.0,10
15,15,68,7,17.0,70.0,10
16,71,86,6,41.0,87.0,10
17,17,76,10,90.0,136.0,10
18,61,43,6,154.0,185.0,10
19,96,60,4,63.0,84.0,10
20,89,93,1,183.0,218.0,10
21,68,86,1,133.0,186.0,10
22,6,100,4,125.0,156.0,10
23,5,99,10,155.0,205.0,10
24,62,67,10,184.0,230.0,10
25,58,6,3,77.0,118.0,10
26,69,62,1,180.0,230.0,10
27,65,56,7,178.0,230.0,10
28,0,64,2,200.0,230.0,10
29,8,90,9,202.0,230.0,10
30,10,100,6,44.0,82.0,10
31,77,21,8,138.0,197.0,10
32,18,64,7,172.0,230.0,10
33,2,91,9,189.0,230.0,10
34,65,73,3,193.0,230.0,10
35,78,25,8,171.0,191.0,10
36,17,21,7,106.0,161.0,10
37,10,52,2,208.0,230.0,10
38,74,37,5,21.0,67.0,10
39,88,84,4,190.0,230.0,10
40,51,90,3,209.0,230.0,10
41,80,14,10,69.0,114.0,10
42,0,5,4,155.0,188.0,10
43,44,84,2,111.0,165.0,10
44,98,4,1,41.0,80.0,10
45,22,51,7,150.0,206.0,10
46,92,3,4,176.0,230.0,10
47,49,48,3,8.0,38.0,10
48,56,55,5,118.0,171.0,10
49,61,81,6,176.0,225.0,10
50,3,49,8,39.0,70.0,10
51,33,3,5,36.0,89.0,10
52,61,3,9,104.0,139.0,10
53,72,100,3,165.0,207.0,10
54,97,61,6,54.0,94.0,10
55,21,27,7,46.0,88.0,10
56,27,94,8,190.0,230.0,10
57,44,66,6,3.0,52.0,10
58,49,85,10,39.0,70.0,10
59,5,15,4,88.0,133.0,10
60,39,35,5,0.0,59.0,10
61,100,80,2,183.0,215.0,10
62,10,62,7,194.0,230.0,10
63,29,9,7,24.0,52.0,10
64,18,83,8,196.0,230.0,10
65,56,74,7,187.0,230.0,10
66,1,43,10,57.0,110.0,10
67,90,30,5,202.0,230.0,10
68,43,3,5,61.0,98.0,10
69,69,47,10,183.0,210.0,10
70,42,63,5,75.0,112.0,10
71,1,45,2,27.0,87.0,10
72,84,59,1,79.0,118.0,10
73,21,58,6,44.0,81.0,10
74,10,90,4,132.0,180.0,10
75,67,15,4,170.0,230.0,10
76,89,64,9,116.0,160.0,10
77,10,40,3,77.0,118.0,10
78,81,30,2,182.0,223.0,10
79,41,67,8,80.0,132.0,10
80,33,34,6,35.0,68.0,10
81,93,10,6,112.0,157.0,10
82,77,6,9,152.0,209.0,10
83,10,37,6,78.0,136.0,10
84,50,57,1,101.0,136.0,10
85,35,56,6,186.0,212.0,10
86,31,35,7,107.0,156.0,10
87,20,18,6,191.0,230.0,10
88,77,5,5,143.0,166.0,10
89,13,53,3,196.0,230.0,10
90,72,9,2,138.0,188.0,10
91,80,39,10,60.0,89.0,10
92,10,70,6,108.0,164.0,10
93,2,50,8,6.0,52.0,10
94,43,91,9,131.0,160.0,10
95,11,0,10,204.0,230.0,10
96,10,73,10,91.0,148.0,10
97,13,33,10,0.0,42.0,10
98,26,68,10,200.0,230.0,10
99,90,40,3,64.0,103.0,10
100,97,79,6,207.0,230.0,10
