CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,71,59,3,14.0,59.0,10
2,71,34,9,175.0,221.0,10
3,3,39,3,115.0,170.0,10
4,69,85,10,61.0,85.0,10
5,27,62,9,165.0,198.0,10
6,84,41,9,42.0,82.0,10
7,71,29,4,83.0,129.0,10
8,91,23,5,39.0,85.0,10
9,100,83,6,122.0,165.0,10
10,74,42,9,53.0,103.0,10
11,64,69,6,210.0,230.0,10
12,39,64,4,125.0,175.0,10
13,19,78,2,126.0,175.0,10
14,10,46,3,91.0,127.0,10
15,85,61,8,192.0,217.0,10
16,19,2,8,7.0,53.0,10
17,74,9,4,45.0,79.0,10
18,20,45,10,48.0,86.0,10
19,86,71,3,96.0,152.0,10
20,63,43,4,140.0,180.0,10
21,87,98,7,187.0,230.0,10
22,21,64,9,191.0,230.0,10
23,19,15,2,99.0,146.0,10
24,28,54,9,121.0,144.0,10
25,8,8,7,57.0,93.0,10
26,67,88,10,184.0,230.0,10
27,15,25,6,0.0,57.0,10
28,66,21,7,58.0,91.0,10
29,22,82,8,119.0,164.0,10
30,4,67,5,180.0,230.0,10
31,52,64,2,209.0,230.0,10
32,25,48,1,203.0,230.0,10
33,99,33,5,123.0,182.0,10
34,63,71,1,33.0,66.0,10
35,78,48,9,146.0,197.0,10
36,31,66,6,21.0,74.0,10
37,36,7,7,81.0,114.0,10
38,54,64,8,90.0,138.0,10
39,92,23,9,36.0,91.0,10
40,47,20,7,148.0,185.0,10
41,78,53,6,169.0,214.0,10
42,26,88,3,60.0,94.0,10
43,61,76,1,146.0,192.0,10
44,60,15,10,21.0,51.0,10
45,21,67,2,196.0,230.0,10
46,21,7,5,119.0,179.0,10
47,77,63,1,25.0,82.0,10
48,64,55,10,58.0,105.0,10
49,81,72,4,168.0,199.0,10
50,67,94,10,48.0,102.0,10
51,35,18,6,47.0,107.0,10
52,93,49,10,76.0,131.0,10
53,43,94,10,179.0,202.0,10
54,29,52,6,164.0,212.0,10
55,68,87,4,132.0,160.0,10
56,16,81,5,171.0,191.0,10
57,33,51,2,0.0,58.0,10
58,84,21,4,131.0,175.0,10
59,22,35,8,147.0,169.0,10
60,93,96,4,176.0,230.0,10
61,20,100,1,80.0,114.0,10
62,4,68,9,191.0,230.0,10
63,96,17,2,112.0,166.0,10
64,51,68,6,88.0,121.0,10
65,31,43,5,0.0,36.0,10
66,12,98,3,37.0,91.0,10
67,90,71,4,198.0,230.0,10
68,2,35,4,172.0,226.0,10
69,48,35,8,175.0,230.0,10
70,23,52,6,137.0,167.0,10
71,29,32,7,0.0,58.0,10
72,1,55,6,79.0,104.0,10
73,73,97,9,178.0,230.0,10
74,11,87,8,189.0,230.0,10
75,23,58,7,31.0,55.0,10
76,58,75,9,206.0,230.0,10
77,22,80,3,140.0,175.0,10
78,25,92,2,84.0,110.0,10
79,9,55,4,17.0,70.0,10
80,53,47,7,204.0,230.0,10
81,3,68,8,185.0,230.0,10
82,10,68,8,185.0,206.0,10
83,78,22,1,87.0,128.0,10
84,18,3,1,114.0,157.0,10
85,12,90,10,157.0,217.0,10
86,100,31,2,113.0,164.0,10
87,48,35,9,0.0,29.0,10
88,58,16,4,185.0,230.0,10
89,7,66,5,176.0,230.0,10
90,1,100,7,59.0,110.0,10
91,42,13,3,86.0,141.0,10
92,49,19,5,166.0,199.0,10
93,44,57,6,128.0,152.0,10
94,5,1,5,72.0,120.0,10
95,85,92,5,178.0,230.0,10
96,39,8,2,101.0,127.0,10
97,53,2,10,128.0,170.0,10
98,34,85,1,174.0,230.0,10
99,21,7,9,131.0,191.0,10
100,15,17,4,31.0,73.0,10
