CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,9.8,28.0,23,77.55,557.55,10
2,87.51,71.29,24,733.88,853.88,10
3,11.25,84.6,27,640.45,955.01,10
4,6.85,71.63,34,0.0,1000.0,10
5,97.79,90.66,16,677.17,917.17,10
6,20.68,96.85,7,0.0,1000.0,10
7,59.46,11.72,27,782.82,957.06,10
8,62.2,62.14,31,316.14,436.14,10
9,31.93,3.69,2,554.3,952.99,10
10,27.1,93.39,35,213.28,453.28,10
11,61.7,0.54,9,73.2,313.2,10
12,46.55,66.44,7,0.0,1000.0,10
13,29.12,90.51,31,211.02,571.02,10
14,32.37,75.29,1,317.74,677.74,10
15,28.69,60.89,33,15.7,129.06,10
16,92.26,3.9,24,394.06,634.06,10
17,64.95,15.99,8,42.18,247.34,10
18,86.34,28.58,29,485.27,845.27,10
19,49.72,25.73,14,497.01,737.01,10
20,2.3,92.21,31,75.07,555.07,10
21,52.74,81.29,18,250.96,730.96,10
22,79.39,26.74,11,0.0,1000.0,10
23,49.96,25.74,38,314.22,554.22,10
24,78.7,11.97,6,0.0,1000.0,10
25,27.54,92.68,4,0.0,1000.0,10
26,13.9,9.28,29,436.96,676.96,10
27,68.27,81.35,4,77.15,197.15,10
28,62.64,10.97,8,813.02,954.88,10
29,34.33,55.85,13,298.21,418.21,10
30,89.89,64.74,17,256.47,616.47,10
31,67.9,0.9,18,721.82,943.53,10
32,79.55,23.43,32,47.65,522.29,10
33,53.25,98.94,31,0.0,1000.0,10
34,92.82,6.73,5,194.81,434.81,10
35,83.37,75.64,3,506.24,949.62,10
36,94.93,28.74,13,678.03,798.03,10
37,40.78,50.13,34,832.96,952.96,10
38,62.76,43.88,3,450.53,810.53,10
39,64.13,95.46,9,0.0,1000.0,10
40,80.06,44.09,12,566.94,806.94,10
41,98.05,84.56,6,641.02,932.44,10
42,68.42,68.49,2,151.31,511.31,10
43,63.36,63.11,27,591.96,951.96,10
44,75.83,15.06,24,216.87,336.87,10
45,18.98,9.44,5,662.2,902.2,10
46,77.57,36.45,17,39.94,222.6,10
47,57.92,92.5,32,561.24,921.24,10
48,32.89,98.23,1,559.81,951.25,10
49,87.54,9.76,39,202.93,322.93,10
50,59.19,87.83,16,365.38,485.38,10
51,31.75,54.9,4,559.33,990.4,10
52,87.37,99.73,21,665.45,931.32,10
53,18.47,1.52,28,0.0,1000.0,10
54,87.65,52.23,10,0.0,1000.0,10
55,59.24,16.56,10,301.39,421.39,10
56,89.6,38.36,15,258.29,498.29,10
57,25.47,92.82,18,609.76,954.78,10
58,67.0,29.07,24,624.14,965.84,10
59,51.01,39.42,9,417.92,897.92,10
60,2.42,49.28,2,0.0,1000.0,10
61,79.89,83.51,27,386.9,866.9,10
62,67.29,47.92,10,232.94,712.94,10
63,71.21,95.57,19,99.98,579.98,10
64,65.51,0.2,23,57.98,297.98,10
65,20.39,93.91,30,247.97,367.97,10
66,44.37,12.23,10,576.19,961.98,10
67,48.78,21.53,18,572.24,692.24,10
68,35.19,93.38,14,0.0,1000.0,10
69,71.95,66.24,37,35.84,385.34,10
70,76.97,56.13,27,0.0,1000.0,10
71,20.7,22.0,3,695.75,935.75,10
72,84.76,24.32,5,286.2,766.2,10
73,32.55,0.13,31,374.14,494.14,10
74,21.6,50.01,26,42.1,402.1,10
75,20.7,17.73,39,0.0,1000.0,10
76,60.56,49.63,18,0.0,1000.0,10
77,86.97,94.55,7,64.74,319.41,10
78,15.58,96.01,23,52.09,503.53,10
79,65.96,22.61,40,340.07,820.07,10
80,46.39,49.29,38,0.0,1000.0,10
81,31.78,69.26,16,0.0,1000.0,10
82,22.93,79.1,28,139.64,619.64,10
83,64.44,67.4,40,136.57,496.57,10
84,50.1,55.31,37,490.21,610.21,10
85,32.92,37.0,25,0.0,1000.0,10
86,78.03,82.0,31,771.62,891.62,10
87,44.67,7.12,13,698.59,938.59,10
88,68.88,61.54,38,0.0,1000.0,10
89,25.68,84.98,6,37.8,355.93,10
90,44.31,15.74,37,0.0,1000.0,10
91,11.55,7.34,18,647.29,767.29,10
92,85.67,71.55,31,0.0,1000.0,10
93,95.01,17.6,34,732.23,852.23,10
94,62.96,65.62,8,817.26,972.23,10
95,42.79,10.67,31,0.0,1000.0,10
96,91.72,37.61,4,319.48,679.48,10
97,0.32,13.7,25,0.0,1000.0,10
98,61.76,91.66,2,47.0,359.22,10
99,73.7,17.81,15,637.64,953.4,10
100,39.11,9.52,23,213.09,693.09,10
