CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,76.33,29.26,1,763.43,958.17,10
2,40.03,1.61,27,48.39,322.97,10
3,51.88,73.58,15,335.23,575.23,10
4,5.27,70.48,28,323.93,683.93,10
5,67.72,66.61,14,312.14,552.14,10
6,24.61,39.09,9,466.45,826.45,10
7,93.35,39.31,24,96.12,216.12,10
8,26.92,67.83,43,859.59,977.89,10
9,35.62,77.86,2,188.26,548.26,10
10,27.25,17.02,41,742.54,862.54,10
11,8.43,72.38,31,395.05,515.05,10
12,67.55,94.94,9,348.61,588.61,10
13,18.59,16.7,25,209.91,569.91,10
14,59.99,78.78,25,727.25,847.25,10
15,80.45,90.43,32,274.75,754.75,10
16,26.22,1.26,20,317.91,797.91,10
17,91.63,22.1,30,413.97,893.97,10
18,22.0,61.3,39,324.34,564.34,10
19,5.36,47.71,42,152.58,272.58,10
20,66.42,54.73,23,494.84,973.16,10
21,40.89,95.44,4,345.35,465.35,10
22,63.68,30.54,23,273.82,633.82,10
23,61.03,83.12,1,187.93,427.93,10
24,58.89,79.16,28,151.19,511.19,10
25,9.42,99.78,33,339.84,579.84,10
26,20.8,21.66,39,49.2,169.2,10
27,49.97,29.63,35,486.46,846.46,10
28,19.84,2.72,29,626.26,948.6,10
29,33.74,72.43,15,538.64,778.64,10
30,84.82,65.23,38,165.66,285.66,10
31,34.87,62.18,8,632.93,752.93,10
32,24.94,13.52,35,503.94,960.53,10
33,69.08,68.96,39,34.71,386.69,10
34,66.52,33.33,28,74.8,314.8,10
35,59.98,22.68,4,588.37,966.15,10
36,23.44,59.09,40,34.3,274.3,10
37,93.71,89.81,5,545.79,933.14,10
38,32.51,27.71,12,257.5,377.5,10
39,15.42,54.3,34,650.47,975.05,10
40,3.25,77.82,31,87.48,207.48,10
41,52.34,69.7,20,250.6,730.6,10
42,21.61,23.33,33,32.4,244.28,10
43,27.69,26.03,10,462.72,822.72,10
44,83.13,57.42,29,860.37,956.24,10
45,5.96,86.86,29,50.17,166.28,10
46,30.14,77.09,25,86.43,446.43,10
47,70.7,39.1,39,434.16,914.16,10
48,13.6,51.18,21,26.43,141.97,10
49,96.4,93.37,17,182.08,542.08,10
50,71.28,87.53,41,447.34,807.34,10
51,64.73,63.59,28,28.22,335.21,10
52,59.4,10.38,37,141.34,621.34,10
53,25.49,6.29,35,590.31,950.31,10
54,6.38,35.16,15,36.75,454.14,10
55,5.81,80.31,39,137.09,497.09,10
56,81.08,51.23,4,527.09,887.09,10
57,73.56,8.97,24,70.67,550.67,10
58,33.71,46.26,35,34.09,154.09,10
59,34.68,38.96,10,12.25,358.55,10
60,18.12,30.82,37,683.82,803.82,10
61,15.42,78.28,32,732.86,962.53,10
62,71.02,39.32,15,535.51,967.19,10
63,89.71,78.27,39,675.27,795.27,10
64,12.68,91.3,15,367.87,487.87,10
65,79.09,82.72,12,275.39,755.39,10
66,56.1,4.26,42,48.49,189.53,10
67,60.08,34.69,12,798.63,974.75,10
68,96.49,55.43,17,481.92,943.25,10
69,41.41,23.15,12,26.89,326.93,10
70,72.82,36.81,12,611.06,851.06,10
71,76.36,78.14,12,380.61,740.61,10
72,91.48,51.76,23,51.51,320.53,10
73,36.54,86.6,14,248.53,608.53,10
74,37.75,84.98,29,601.89,964.95,10
75,19.67,37.41,14,420.11,780.11,10
76,6.77,64.85,4,385.1,505.1,10
77,18.43,39.28,14,534.88,774.88,10
78,4.88,76.77,27,348.6,708.6,10
79,86.72,35.16,41,645.8,765.8,10
80,68.0,48.56,8,318.95,558.95,10
81,29.7,76.33,24,802.06,922.06,10
82,21.29,92.45,42,522.41,762.41,10
83,33.03,80.66,16,31.44,485.44,10
84,15.54,25.25,26,770.66,965.2,10
85,87.5,60.8,31,456.93,696.93,10
86,17.92,93.47,6,552.76,672.76,10
87,80.41,92.83,36,581.89,941.12,10
88,8.1,20.66,23,503.92,623.92,10
89,30.93,13.38,32,175.3,415.3,10
90,48.54,88.39,20,689.07,809.07,10
91,37.75,72.1,22,688.1,977.79,10
92,93.2,19.0,35,575.53,935.53,10
93,22.66,6.18,25,198.64,678.64,10
94,23.61,73.89,22,487.23,727.23,10
95,45.92,92.03,20,42.44,315.91,10
96,14.04,17.59,18,677.79,958.47,10
97,71.48,4.55,28,84.2,564.2,10
98,96.24,91.73,17,495.55,615.55,10
99,37.22,67.45,20,613.91,853.91,10
100,87.14,73.48,33,553.81,793.81,10
