CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,26,82,3,185.0,230.0,10
2,60,2,7,176.0,230.0,10
3,73,3,5,36.0,80.0,10
4,89,69,8,61.0,103.0,10
5,59,54,5,185.0,230.0,10
6,17,4,2,22.0,55.0,10
7,4,77,1,180.0,230.0,10
8,48,67,5,3.0,49.0,10
9,80,49,8,142.0,164.0,10
10,95,40,5,51.0,83.0,10
11,21,36,5,27.0,70.0,10
12,32,80,5,160.0,219.0,10
13,73,58,6,174.0,230.0,10
14,96,39,1,42.0,85.0,10
15,78,53,9,167.0,214.0,10
16,11,11,9,67.0,108.0,10
17,34,97,5,143.0,201.0,10
18,70,19,8,180.0,230.0,10
19,62,25,1,208.0,230.0,10
20,80,80,2,163.0,205.0,10
21,52,28,6,170.0,230.0,10
22,74,15,5,159.0,181.0,10
23,36,89,8,145.0,182.0,10
24,72,58,7,181.0,230.0,10
25,82,61,8,179.0,230.0,10
26,41,86,7,103.0,147.0,10
27,62,69,3,192.0,230.0,10
28,94,34,4,178.0,230.0,10
29,64,36,1,179.0,230.0,10
30,51,34,8,168.0,217.0,10
31,56,51,2,144.0,190.0,10
32,99,25,4,112.0,148.0,10
33,46,99,8,71.0,114.0,10
34,22,17,3,1.0,58.0,10
35,70,67,8,125.0,178.0,10
36,94,52,4,111.0,140.0,10
37,62,79,2,173.0,230.0,10
38,24,98,8,190.0,230.0,10
39,12,10,3,86.0,123.0,10
40,69,97,5,116.0,173.0,10
41,55,31,6,52.0,80.0,10
42,39,82,5,128.0,161.0,10
43,5,70,9,200.0,230.0,10
44,25,95,8,200.0,230.0,10
45,74,78,10,186.0,230.0,10
46,64,2,2,192.0,230.0,10
47,7,22,7,38.0,69.0,10
48,81,74,1,49.0,85.0,10
49,37,29,3,126.0,166.0,10
50,62,88,1,179.0,230.0,10
51,28,0,2,63.0,88.0,10
52,72,49,6,159.0,179.0,10
53,16,99,10,61.0,93.0,10
54,49,87,3,43.0,72.0,10
55,52,62,1,193.0,230.0,10
56,66,89,4,45.0,100.0,10
57,26,62,8,108.0,134.0,10
58,14,21,10,48.0,83.0,10
59,77,67,9,175.0,230.0,10
60,46,4,10,155.0,202.0,10
61,94,84,1,191.0,230.0,10
62,22,91,10,40.0,82.0,10
63,1,31,3,12.0,50.0,10
64,22,9,6,50.0,75.0,10
65,49,6,9,181.0,223.0,10
66,20,66,6,171.0,230.0,10
67,13,46,7,205.0,230.0,10
68,43,40,5,0.0,50.0,10
69,95,5,2,180.0,230.0,10
70,50,63,5,197.0,219.0,10
71,54,52,3,82.0,136.0,10
72,49,62,6,203.0,228.0,10
73,83,79,8,154.0,189.0,10
74,44,41,4,114.0,164.0,10
75,93,43,1,62.0,95.0,10
76,13,38,5,12.0,49.0,10
77,48,90,9,47.0,105.0,10
78,35,28,1,121.0,145.0,10
79,53,14,2,200.0,230.0,10
80,5,0,1,110.0,157.0,10
81,67,13,10,100.0,120.0,10
82,75,23,4,32.0,72.0,10
83,80,90,6,196.0,230.0,10
84,58,23,8,102.0,153.0,10
85,95,64,2,196.0,230.0,10
86,51,64,9,87.0,125.0,10
87,19,73,6,137.0,187.0,10
88,80,19,3,192.0,230.0,10
89,54,20,9,77.0,100.0,10
90,11,87,6,177.0,206.0,10
91,19,78,6,137.0,188.0,10
92,58,56,3,96.0,140.0,10
93,33,4,7,74.0,129.0,10
94,80,12,6,161.0,201.0,10
95,1,100,8,198.0,230.0,10
96,0,58,3,197.0,230.0,10
97,73,86,1,182.0,230.0,10
98,98,85,9,187.0,230.0,10
99,98,44,10,91.0,131.0,10
100,100,6,3,171.0,230.0,10
