CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,2,39,5,142.0,177.0,10
2,57,56,9,96.0,140.0,10
3,97,4,9,187.0,230.0,10
4,67,20,2,171.0,230.0,10
5,3,79,3,144.0,186.0,10
6,12,52,5,42.0,93.0,10
7,59,54,9,0.0,57.0,10
8,82,1,4,145.0,185.0,10
9,87,32,9,170.0,230.0,10
10,6,44,8,132.0,166.0,10
11,90,68,5,73.0,109.0,10
12,54,81,3,193.0,230.0,10
13,17,82,8,179.0,230.0,10
14,40,52,1,108.0,166.0,10
15,48,92,8,161.0,197.0,10
16,73,73,2,132.0,186.0,10
17,51,3,8,174.0,220.0,10
18,76,88,5,131.0,162.0,10
19,18,3,7,66.0,110.0,10
20,62,33,6,172.0,200.0,10
21,67,28,4,63.0,93.0,10
22,51,74,6,23.0,75.0,10
23,2,20,10,25.0,69.0,10
24,85,91,7,52.0,106.0,10
25,57,58,4,184.0,230.0,10
26,32,57,9,123.0,175.0,10
27,73,68,1,43.0,97.0,10
28,20,45,2,65.0,113.0,10
29,13,45,7,114.0,145.0,10
30,89,23,10,34.0,74.0,10
31,30,86,4,81.0,125.0,10
32,2,21,1,30.0,52.0,10
33,38,54,6,181.0,230.0,10
34,65,98,5,205.0,230.0,10
35,81,69,7,104.0,151.0,10
36,21,21,5,157.0,207.0,10
37,63,9,10,115.0,172.0,10
38,58,12,2,91.0,143.0,10
39,14,60,2,201.0,230.0,10
40,27,28,3,92.0,132.0,10
41,88,27,9,120.0,174.0,10
42,10,4,4,171.0,230.0,10
43,53,65,9,189.0,230.0,10
44,25,50,3,113.0,155.0,10
45,37,66,3,7.0,38.0,10
46,12,66,2,196.0,230.0,10
47,19,95,4,206.0,230.0,10
48,54,80,6,202.0,230.0,10
49,94,46,3,169.0,214.0,10
50,24,17,1,48.0,78.0,10
51,24,69,1,190.0,230.0,10
52,87,38,3,34.0,91.0,10
53,82,82,1,154.0,177.0,10
54,88,58,8,209.0,230.0,10
55,38,32,10,73.0,107.0,10
56,61,8,1,24.0,49.0,10
57,18,8,5,13.0,69.0,10
58,7,67,8,192.0,230.0,10
59,22,24,5,73.0,96.0,10
60,85,66,3,80.0,114.0,10
61,59,34,2,0.0,46.0,10
62,33,44,7,205.0,230.0,10
63,66,16,8,186.0,218.0,10
64,70,25,10,175.0,230.0,10
65,5,51,2,96.0,127.0,10
66,70,97,3,203.0,230.0,10
67,77,91,4,131.0,186.0,10
68,17,86,6,202.0,230.0,10
69,20,52,8,201.0,230.0,10
70,50,11,9,188.0,226.0,10
71,41,6,5,101.0,145.0,10
72,81,38,1,56.0,83.0,10
73,10,19,2,44.0,73.0,10
74,29,79,9,177.0,202.0,10
75,15,15,3,166.0,222.0,10
76,49,39,5,204.0,230.0,10
77,39,47,1,95.0,123.0,10
78,79,98,6,156.0,209.0,10
79,82,71,4,124.0,152.0,10
80,25,22,4,0.0,51.0,10
81,38,28,7,135.0,170.0,10
82,93,67,3,53.0,102.0,10
83,53,85,1,50.0,73.0,10
84,44,99,2,185.0,230.0,10
85,42,36,1,109.0,155.0,10
86,81,83,5,153.0,204.0,10
87,63,71,3,93.0,145.0,10
88,17,74,2,25.0,51.0,10
89,70,19,9,195.0,230.0,10
90,24,50,7,202.0,230.0,10
91,34,46,10,46.0,91.0,10
92,9,63,5,18.0,76.0,10
93,5,89,1,60.0,84.0,10
94,78,75,9,66.0,91.0,10
95,57,1,3,181.0,230.0,10
96,95,22,9,91.0,146.0,10
97,17,56,1,181.0,230.0,10
98,47,55,3,194.0,230.0,10
99,6,9,1,117.0,169.0,10
100,77,58,4,36.0,59.0,10
