CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,98,12,1,55.0,103.0,10
2,2,68,1,71.0,116.0,10
3,1,65,4,153.0,205.0,10
4,81,49,5,78.0,100.0,10
5,22,29,10,0.0,53.0,10
6,85,52,8,76.0,116.0,10
7,7,69,9,184.0,230.0,10
8,50,25,8,137.0,183.0,10
9,90,56,9,108.0,128.0,10
10,17,21,7,61.0,92.0,10
11,84,69,8,118.0,142.0,10
12,40,31,9,116.0,166.0,10
13,88,65,7,157.0,193.0,10
14,39,63,3,194.0,230.0,10
15,24,48,9,46.0,70.0,10
16,44,60,10,209.0,230.0,10
17,77,44,10,139.0,195.0,10
18,77,82,5,50.0,80.0,10
19,86,47,6,167.0,211.0,10
20,54,25,6,187.0,230.0,10
21,47,96,3,171.0,230.0,10
22,50,13,6,30.0,64.0,10
23,61,10,3,75.0,125.0,10
24,19,100,4,210.0,230.0,10
25,84,86,5,187.0,230.0,10
26,0,49,4,170.0,230.0,10
27,45,42,4,171.0,225.0,10
28,35,34,6,176.0,230.0,10
29,95,97,7,189.0,230.0,10
30,79,55,3,122.0,181.0,10
31,38,64,4,210.0,230.0,10
32,37,74,5,79.0,127.0,10
33,15,86,2,136.0,172.0,10
34,51,45,3,11.0,45.0,10
35,33,87,7,179.0,230.0,10
36,65,68,8,191.0,230.0,10
37,87,98,10,92.0,131.0,10
38,29,28,7,110.0,165.0,10
39,68,58,8,144.0,171.0,10
40,88,51,2,37.0,69.0,10
41,22,47,4,133.0,160.0,10
42,65,73,9,119.0,155.0,10
43,97,18,5,82.0,108.0,10
44,6,15,2,23.0,80.0,10
45,89,10,3,172.0,230.0,10
46,77,31,4,69.0,128.0,10
47,84,70,1,178.0,230.0,10
48,99,93,7,159.0,219.0,10
49,80,15,10,31.0,82.0,10
50,10,90,6,141.0,195.0,10
51,82,45,9,122.0,165.0,10
52,79,98,8,167.0,215.0,10
53,91,96,6,193.0,230.0,10
54,20,84,8,46.0,96.0,10
55,1,99,10,186.0,230.0,10
56,44,24,9,32.0,86.0,10
57,31,1,6,171.0,230.0,10
58,22,77,2,80.0,119.0,10
59,13,36,5,199.0,230.0,10
60,59,15,3,81.0,131.0,10
61,13,98,3,110.0,135.0,10
62,6,7,1,98.0,135.0,10
63,94,45,8,106.0,151.0,10
64,41,18,9,200.0,230.0,10
65,23,81,2,37.0,73.0,10
66,37,55,5,0.0,39.0,10
67,91,52,9,62.0,86.0,10
68,99,78,5,94.0,116.0,10
69,30,99,1,196.0,230.0,10
70,84,77,6,63.0,101.0,10
71,38,71,6,76.0,112.0,10
72,52,67,5,181.0,230.0,10
73,74,100,8,175.0,206.0,10
74,87,81,3,74.0,134.0,10
75,68,60,9,27.0,70.0,10
76,11,4,8,170.0,211.0,10
77,65,27,1,119.0,157.0,10
78,14,60,5,0.0,57.0,10
79,75,25,4,156.0,196.0,10
80,92,10,9,50.0,110.0,10
81,33,94,1,169.0,214.0,10
82,30,18,10,178.0,230.0,10
83,96,21,4,40.0,100.0,10
84,84,66,9,48.0,68.0,10
85,27,67,8,179.0,230.0,10
86,68,13,7,168.0,221.0,10
87,35,54,6,110.0,149.0,10
88,8,81,1,187.0,230.0,10
89,40,90,8,54.0,82.0,10
90,66,63,9,132.0,164.0,10
91,81,58,9,145.0,166.0,10
92,25,56,9,184.0,220.0,10
93,85,73,6,37.0,97.0,10
94,21,83,2,36.0,66.0,10
95,72,76,8,34.0,92.0,10
96,6,8,1,61.0,110.0,10
97,50,12,7,14.0,57.0,10
98,25,43,1,201.0,221.0,10
99,17,3,1,184.0,219.0,10
100,55,70,10,197.0,230.0,10
