CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1236.0,0
1,92.5,11.12,33,450.35,520.65,90
2,58.97,55.69,33,450.57,588.81,90
3,57.2,14.77,50,0.0,1236.0,90
4,19.42,25.3,17,0.0,1236.0,90
5,83.68,12.6,50,0.0,1236.0,90
6,82.72,85.98,33,0.0,1236.0,90
7,25.93,54.62,17,88.14,268.14,90
8,82.51,48.89,50,376.36,499.06,90
9,86.19,20.47,50,377.52,531.63,90
10,54.7,84.92,50,0.0,1236.0,90
11,53.73,18.48,33,398.92,578.92,90
12,80.88,55.0,50,0.0,1236.0,90
13,19.49,15.81,33,194.74,274.4,90
14,16.08,47.38,17,0.0,1236.0,90
15,58.83,20.47,67,0.0,1236.0,90
16,54.16,15.89,17,0.0,1236.0,90
17,52.07,83.71,50,0.0,1236.0,90
18,17.93,12.53,33,578.35,704.98,90
19,49.29,91.71,50,191.52,551.52,90
20,68.31,52.32,17,0.0,1236.0,90
21,18.59,92.06,67,134.27,199.17,90
22,54.3,15.28,67,237.82,372.15,90
23,26.77,80.01,33,452.25,532.31,90
24,85.03,18.04,17,0.0,1236.0,90
25,87.45,14.45,17,0.0,1236.0,90
26,24.49,8.7,33,151.84,331.84,90
27,84.48,84.85,33,0.0,1236.0,90
28,83.01,21.65,33,0.0,1236.0,90
29,76.68,17.67,50,48.89,201.23,90
30,30.53,54.17,50,0.0,1236.0,90
31,65.2,89.9,33,0.0,1236.0,90
32,24.49,11.45,33,372.76,487.87,90
33,63.58,49.24,67,384.25,744.25,90
34,21.25,82.71,67,165.9,436.59,90
35,74.57,15.81,50,0.0,1236.0,90
36,84.64,49.96,67,422.29,521.12,90
37,86.46,72.92,33,0.0,1236.0,90
38,24.52,8.78,17,0.0,1236.0,90
39,25.69,15.09,33,50.81,103.79,90
40,22.76,48.46,67,337.23,425.75,90
41,34.9,87.08,50,353.31,478.91,90
42,91.1,48.23,33,539.14,614.8,90
43,75.35,89.81,33,405.62,765.62,90
44,77.93,20.33,67,295.14,655.14,90
45,51.43,53.42,17,0.0,1236.0,90
46,91.12,1.95,33,396.57,576.57,90
47,53.5,21.78,50,0.0,1236.0,90
48,19.9,22.43,50,248.86,608.86,90
49,83.92,87.06,17,0.0,1236.0,90
50,22.69,42.14,67,0.0,1236.0,90
51,47.22,85.4,17,235.16,504.65,90
52,82.5,24.69,50,570.06,750.06,90
53,55.73,92.58,33,0.0,1236.0,90
54,49.91,81.45,50,0.0,1236.0,90
55,55.23,59.01,17,159.83,519.83,90
56,59.74,80.57,50,0.0,1236.0,90
57,55.9,84.43,67,120.82,193.38,90
58,94.32,14.48,17,66.37,246.37,90
59,27.64,40.19,50,76.13,436.13,90
60,59.53,87.94,33,0.0,1236.0,90
61,51.26,9.89,33,0.0,1236.0,90
62,57.91,10.78,17,0.0,1236.0,90
63,61.89,13.85,33,0.0,1236.0,90
64,54.18,79.96,17,426.48,687.67,90
65,63.94,16.59,33,0.0,1236.0,90
66,91.86,80.0,50,0.0,1236.0,90
67,54.19,80.78,33,129.43,309.43,90
68,26.56,80.99,50,0.0,1236.0,90
69,87.16,50.22,17,0.0,1236.0,90
70,85.33,8.42,33,193.1,244.64,90
71,52.95,43.14,67,293.78,363.99,90
72,23.47,49.72,67,0.0,1236.0,90
73,22.26,43.59,67,18.86,77.98,90
74,25.16,87.16,33,40.01,353.95,90
75,57.08,85.37,50,0.0,1236.0,90
76,87.22,82.58,17,77.24,140.03,90
77,79.1,57.7,33,259.5,316.52,90
78,22.13,51.81,17,0.0,1236.0,90
79,90.59,86.67,17,112.85,212.23,90
80,82.38,24.58,33,49.42,208.37,90
81,27.32,51.21,50,0.0,1236.0,90
82,50.28,18.33,67,628.09,677.26,90
83,58.4,26.09,17,0.0,1236.0,90
84,10.23,1.69,17,56.75,269.96,90
85,22.32,12.08,33,0.0,1236.0,90
86,62.18,45.5,17,367.68,727.68,90
87,53.09,0.0,33,206.22,311.97,90
88,19.96,12.99,17,363.66,431.32,90
89,95.61,13.93,50,119.63,299.63,90
90,32.88,84.89,50,0.0,1236.0,90
91,58.17,84.89,67,0.0,1236.0,90
92,56.55,90.49,67,0.0,1236.0,90
93,79.29,47.12,50,601.19,757.52,90
94,59.2,83.42,67,104.18,170.63,90
95,85.03,12.17,67,58.81,282.21,90
96,95.0,88.61,67,67.2,327.9,90
97,75.86,85.84,50,398.54,598.16,90
98,59.53,51.99,67,316.62,482.02,90
99,34.01,2.6,33,521.05,583.24,90
100,61.68,13.8,67,0.0,1236.0,90
