CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,94.25,33.93,28,79.72,109.72,10
2,26.38,8.16,20,101.34,191.34,10
3,26.75,8.25,39,43.8,147.64,10
4,65.75,1.21,19,107.18,167.18,10
5,90.45,81.29,36,126.86,180.63,10
6,57.74,71.85,6,28.14,59.22,10
7,17.38,56.57,5,70.51,100.51,10
8,48.71,68.2,38,20.18,108.11,10
9,16.22,58.47,38,179.01,209.01,10
10,40.97,27.69,10,41.97,161.97,10
11,82.97,30.07,22,47.37,98.85,10
12,47.83,53.99,31,80.58,140.58,10
13,58.4,96.29,4,49.81,103.8,10
14,3.22,35.74,13,103.29,133.29,10
15,4.66,7.09,7,127.58,184.41,10
16,80.44,38.9,30,172.55,198.06,10
17,86.17,55.92,43,150.69,180.69,10
18,19.11,53.93,8,83.47,173.47,10
19,40.88,19.22,19,77.1,197.1,10
20,30.85,81.8,24,53.53,113.53,10
21,2.78,88.22,40,78.77,108.77,10
22,95.88,96.38,45,76.23,136.23,10
23,1.39,36.44,41,40.92,102.7,10
24,83.72,38.7,45,45.16,123.37,10
25,48.52,78.51,13,128.69,188.69,10
26,81.85,91.15,23,135.66,165.66,10
27,98.03,24.0,30,63.59,80.02,10
28,69.63,5.26,1,140.12,170.12,10
29,53.18,62.59,41,18.23,94.24,10
30,67.22,17.91,11,42.08,81.46,10
31,61.98,61.97,43,98.11,188.11,10
32,70.31,71.25,26,63.62,93.62,10
33,46.86,15.2,14,128.31,188.31,10
34,11.96,47.49,13,46.89,136.89,10
35,62.62,4.22,34,117.54,147.54,10
36,88.47,99.99,39,127.48,170.37,10
37,65.98,46.1,21,107.95,167.95,10
38,91.17,42.67,45,126.29,186.29,10
39,76.2,91.44,19,159.51,184.98,10
40,52.16,13.28,41,89.19,119.19,10
41,17.11,76.08,31,133.36,205.3,10
42,8.33,56.24,42,148.69,207.72,10
43,1.78,39.54,26,39.63,112.88,10
44,53.86,54.73,9,14.64,119.43,10
45,62.82,87.25,15,43.68,64.03,10
46,91.07,64.27,6,55.81,115.81,10
47,25.11,51.58,15,102.94,132.94,10
48,56.04,14.86,9,38.63,106.36,10
49,19.42,50.87,36,20.6,132.56,10
50,86.5,68.94,18,135.49,165.49,10
51,61.66,23.11,39,34.53,81.68,10
52,87.83,11.39,6,115.41,145.41,10
53,23.35,12.27,27,95.5,155.5,10
54,82.39,87.17,32,101.76,161.76,10
55,54.41,23.34,32,66.4,156.4,10
56,68.75,46.48,20,97.42,127.42,10
57,53.28,50.21,19,53.56,113.56,10
58,24.92,80.56,30,137.93,167.93,10
59,29.37,43.21,27,55.83,145.83,10
60,89.98,48.0,33,119.66,149.66,10
61,27.58,49.14,34,192.93,222.93,10
62,52.45,16.27,7,64.05,124.05,10
63,22.97,21.48,3,178.7,206.78,10
64,29.34,62.62,19,154.44,223.48,10
65,87.0,84.97,23,58.58,160.94,10
66,80.05,51.89,6,126.06,186.06,10
67,83.63,85.72,9,56.39,82.75,10
68,81.4,86.91,45,94.26,124.26,10
69,64.33,10.25,2,46.6,91.74,10
70,31.61,10.19,19,82.01,112.01,10
71,17.85,48.96,30,90.42,120.42,10
72,84.07,51.05,7,62.01,182.01,10
73,64.18,80.97,46,97.31,157.31,10
74,22.25,54.53,42,84.28,144.28,10
75,32.6,84.76,27,149.72,204.46,10
76,19.49,81.26,32,37.39,133.58,10
77,78.73,16.65,9,53.65,83.65,10
78,16.53,26.28,35,79.17,139.17,10
79,86.51,15.16,18,137.15,181.89,10
80,88.58,80.2,41,57.2,79.65,10
81,56.72,39.83,22,59.56,89.56,10
82,54.19,47.1,35,162.27,222.27,10
83,92.83,13.41,2,71.48,161.48,10
84,51.02,78.79,3,51.33,81.33,10
85,24.27,90.86,17,43.78,143.56,10
86,62.97,47.33,34,121.26,216.88,10
87,43.82,39.05,42,154.9,214.9,10
88,26.46,24.07,14,29.25,92.54,10
89,80.69,17.98,10,105.51,188.22,10
90,81.48,82.98,2,52.99,149.8,10
91,35.71,45.4,44,190.42,220.42,10
92,22.48,14.24,29,91.33,181.33,10
93,46.32,22.45,34,145.48,175.48,10
94,85.07,6.81,20,85.57,175.57,10
95,28.37,17.32,33,34.69,135.48,10
96,25.7,82.26,39,151.23,181.23,10
97,84.9,91.38,26,61.06,146.09,10
98,31.22,90.75,11,63.36,123.36,10
99,79.31,16.53,26,72.07,102.07,10
100,21.89,39.2,45,189.79,218.91,10
