CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,22.21,13.82,25,0.0,240.0,10
2,25.6,75.4,51,0.0,240.0,10
3,8.13,65.84,50,0.0,240.0,10
4,56.95,67.26,51,0.0,240.0,10
5,68.04,22.61,35,0.0,240.0,10
6,35.46,7.58,32,0.0,240.0,10
7,70.68,19.33,43,43.38,128.28,10
8,91.14,11.18,2,0.0,240.0,10
9,76.76,41.84,37,0.0,240.0,10
10,21.19,57.72,25,0.0,240.0,10
11,2.13,18.08,44,0.0,240.0,10
12,10.1,52.58,3,46.68,76.68,10
13,21.04,72.99,30,0.0,240.0,10
14,72.04,55.19,46,0.0,240.0,10
15,45.22,90.26,39,130.45,160.45,10
16,24.94,77.65,50,90.93,150.93,10
17,46.92,70.49,40,0.0,240.0,10
18,52.48,91.14,47,0.0,240.0,10
19,65.88,1.99,46,0.0,240.0,10
20,23.13,39.78,24,0.0,240.0,10
21,92.75,97.8,44,102.84,132.84,10
22,46.28,71.34,26,0.0,240.0,10
23,18.59,49.99,41,0.0,240.0,10
24,52.95,26.66,18,0.0,240.0,10
25,8.59,57.89,24,127.06,187.06,10
26,64.73,11.74,17,0.0,240.0,10
27,86.97,82.65,31,0.0,240.0,10
28,20.83,19.23,10,0.0,240.0,10
29,56.03,31.74,13,127.49,187.49,10
30,32.46,21.68,34,0.0,240.0,10
31,74.04,86.3,21,110.12,190.24,10
32,95.79,82.76,50,0.0,240.0,10
33,0.59,64.61,47,0.0,240.0,10
34,11.47,24.76,47,59.49,119.49,10
35,21.04,10.93,49,114.82,196.57,10
36,94.69,94.19,44,0.0,240.0,10
37,80.44,71.15,28,0.0,240.0,10
38,31.62,23.55,20,27.75,92.21,10
39,66.75,20.68,3,39.69,65.49,10
40,44.91,48.08,19,0.0,240.0,10
41,26.01,61.19,40,0.0,240.0,10
42,21.5,24.78,35,0.0,240.0,10
43,37.22,93.55,31,0.0,240.0,10
44,92.1,16.7,5,63.79,178.17,10
45,59.19,95.7,1,0.0,240.0,10
46,76.59,72.36,36,104.64,197.12,10
47,87.17,53.4,53,0.0,240.0,10
48,80.6,69.91,52,0.0,240.0,10
49,27.49,69.83,3,80.43,110.43,10
50,90.96,92.62,17,0.0,240.0,10
51,51.73,17.51,2,0.0,240.0,10
52,81.44,41.22,17,42.36,151.74,10
53,82.75,95.27,42,0.0,240.0,10
54,90.2,15.84,41,0.0,240.0,10
55,76.37,88.58,52,0.0,240.0,10
56,55.29,14.08,6,0.0,240.0,10
57,19.33,6.86,22,0.0,240.0,10
58,21.78,87.67,41,0.0,240.0,10
59,89.89,89.17,26,105.35,176.57,10
60,74.97,16.27,34,0.0,240.0,10
61,55.06,4.32,2,83.85,143.85,10
62,29.08,51.28,17,0.0,240.0,10
63,24.92,45.22,15,0.0,240.0,10
64,83.25,48.63,31,148.99,178.99,10
65,52.52,54.49,49,73.43,193.43,10
66,18.83,51.0,16,151.14,181.14,10
67,53.92,15.95,8,0.0,240.0,10
68,59.64,46.02,15,20.04,70.44,10
69,20.42,57.76,24,79.38,169.38,10
70,27.78,15.49,16,42.35,162.35,10
71,27.28,15.84,22,41.8,131.8,10
72,19.28,8.87,52,0.0,240.0,10
73,84.75,45.05,35,0.0,240.0,10
74,24.13,80.26,52,0.0,240.0,10
75,61.43,7.06,33,0.0,240.0,10
76,60.46,20.27,14,0.0,240.0,10
77,89.15,51.25,19,0.0,240.0,10
78,21.36,44.51,41,0.0,240.0,10
79,23.55,44.18,48,0.0,240.0,10
80,89.67,11.44,15,0.0,240.0,10
81,78.87,50.7,13,0.0,240.0,10
82,63.14,23.58,36,0.0,240.0,10
83,32.61,87.73,26,84.23,174.23,10
84,89.32,79.97,49,0.0,240.0,10
85,79.76,11.67,31,0.0,240.0,10
86,88.06,54.76,11,0.0,240.0,10
87,56.09,85.87,20,0.0,240.0,10
88,86.16,50.08,53,0.0,240.0,10
89,30.52,20.55,15,0.0,240.0,10
90,51.29,15.11,17,36.67,90.01,10
91,83.26,78.45,1,0.0,240.0,10
92,85.07,82.39,48,0.0,240.0,10
93,25.18,83.0,26,0.0,240.0,10
94,56.78,91.84,30,0.0,240.0,10
95,23.84,24.16,36,0.0,240.0,10
96,26.87,86.28,48,0.0,240.0,10
97,27.02,48.77,49,0.0,240.0,10
98,81.87,20.23,8,0.0,240.0,10
99,20.02,14.78,36,0.0,240.0,10
100,58.12,49.05,39,0.0,240.0,10
