CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,30.16,46.24,8,63.14,153.14,10
2,48.99,57.56,5,113.43,203.43,10
3,82.63,92.29,16,93.7,179.95,10
4,98.9,23.67,10,72.77,132.77,10
5,19.62,2.49,8,51.7,85.91,10
6,14.24,87.15,23,59.82,149.82,10
7,59.62,80.0,15,35.85,143.92,10
8,40.32,37.6,13,25.96,115.96,10
9,96.28,12.28,27,67.75,170.87,10
10,84.64,65.37,1,147.86,192.79,10
11,82.25,34.8,6,81.79,141.79,10
12,55.93,36.12,20,147.58,218.87,10
13,37.55,37.44,29,136.09,227.2,10
14,96.27,44.37,10,56.55,79.82,10
15,87.53,30.21,31,64.22,154.22,10
16,31.39,17.92,17,124.56,206.78,10
17,83.82,98.07,22,74.49,104.49,10
18,76.76,32.07,22,79.02,139.02,10
19,55.61,0.57,26,51.84,137.62,10
20,81.98,84.47,1,55.17,145.17,10
21,65.72,82.62,25,137.68,197.68,10
22,28.18,39.88,17,86.98,206.98,10
23,28.15,65.27,19,104.04,164.04,10
24,65.53,5.46,1,51.34,136.31,10
25,92.92,20.75,25,61.27,121.27,10
26,26.27,35.95,23,41.92,71.92,10
27,88.12,87.55,30,99.28,178.96,10
28,86.18,0.61,12,93.12,153.12,10
29,9.66,91.78,3,95.7,155.7,10
30,2.53,9.41,27,72.95,184.76,10
31,1.84,35.24,11,40.92,97.72,10
32,77.78,87.23,7,104.1,134.1,10
33,22.32,80.68,21,155.76,204.59,10
34,62.87,90.38,7,46.41,88.32,10
35,66.36,61.03,27,116.29,211.43,10
36,11.54,53.35,24,75.21,195.21,10
37,88.41,4.52,17,66.42,130.79,10
38,20.4,90.79,23,45.25,74.05,10
39,63.69,90.76,29,67.11,127.11,10
40,80.31,27.45,25,154.37,184.37,10
41,97.16,71.93,12,103.7,178.78,10
42,4.9,67.85,10,78.58,168.58,10
43,98.6,57.61,9,88.28,148.28,10
44,63.39,62.34,1,103.79,193.79,10
45,65.02,78.45,24,129.71,189.71,10
46,55.08,53.96,21,129.45,189.45,10
47,24.79,53.54,9,125.73,215.73,10
48,24.69,32.7,27,23.1,43.17,10
49,56.01,31.78,6,71.56,161.56,10
50,21.89,71.82,28,112.85,172.85,10
51,50.5,46.64,14,56.31,176.31,10
52,90.65,51.25,10,64.96,94.96,10
53,57.94,16.55,10,37.96,117.0,10
54,54.28,78.99,2,32.32,66.98,10
55,87.23,77.28,23,56.69,176.69,10
56,85.63,52.48,2,45.7,93.95,10
57,28.41,50.89,15,53.06,83.06,10
58,55.17,88.86,9,51.23,141.23,10
59,60.37,54.05,25,145.98,219.23,10
60,86.79,22.13,19,66.47,185.54,10
61,86.19,58.89,14,146.87,192.96,10
62,88.08,82.56,8,76.41,166.41,10
63,84.89,84.51,29,103.77,133.77,10
64,85.63,54.47,26,45.85,68.79,10
65,74.26,23.23,14,103.1,196.52,10
66,89.14,93.12,23,76.77,106.77,10
67,82.43,89.11,28,57.71,137.34,10
68,88.37,84.83,30,59.61,170.64,10
69,17.2,16.88,11,121.53,199.79,10
70,79.89,80.23,7,56.67,176.67,10
71,86.56,86.36,17,100.12,160.12,10
72,20.17,16.31,7,68.5,188.5,10
73,83.88,53.5,3,61.55,121.55,10
74,80.25,74.33,14,47.03,79.44,10
75,84.68,58.04,17,78.53,168.53,10
76,58.15,45.72,19,18.65,62.35,10
77,23.06,52.07,14,72.38,102.38,10
78,87.37,83.74,18,101.71,131.71,10
79,44.47,47.59,1,31.14,151.14,10
80,49.86,23.56,10,28.22,70.38,10
81,50.36,14.75,28,154.63,184.63,10
82,59.27,46.08,30,150.18,220.34,10
83,89.25,45.99,21,49.41,120.74,10
84,46.28,16.11,16,74.26,164.26,10
85,21.57,52.42,23,125.14,215.14,10
86,22.2,49.18,25,17.82,46.98,10
87,24.31,85.1,4,86.91,116.91,10
88,81.78,18.1,23,142.01,187.43,10
89,25.62,40.7,23,17.13,84.07,10
90,59.6,79.59,31,35.49,104.15,10
91,28.6,78.69,17,152.9,182.9,10
92,26.8,15.4,17,37.03,135.51,10
93,81.78,15.09,3,54.45,119.08,10
94,80.2,18.24,25,102.25,132.25,10
95,48.81,87.57,8,42.6,102.6,10
96,86.65,10.7,23,91.84,151.84,10
97,55.28,86.39,26,56.12,176.12,10
98,86.78,15.82,10,122.55,152.55,10
99,23.71,11.16,4,42.12,94.9,10
100,57.68,11.51,5,42.36,94.69,10
