CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,960.0,0
1,30.88,90.3,2,0.0,960.0,10
2,66.71,23.67,50,0.0,960.0,10
3,69.99,90.87,23,0.0,960.0,10
4,70.88,85.23,18,0.0,960.0,10
5,55.99,32.88,27,0.0,960.0,10
6,61.52,43.38,23,464.04,937.48,10
7,12.18,95.09,30,0.0,960.0,10
8,75.5,84.99,53,49.85,431.19,10
9,14.04,6.85,31,0.0,960.0,10
10,68.75,98.92,44,312.04,432.04,10
11,20.18,83.62,15,779.04,920.97,10
12,2.23,7.32,10,545.19,903.01,10
13,0.41,75.73,9,0.0,960.0,10
14,87.56,67.71,40,0.0,960.0,10
15,24.7,60.56,38,0.0,960.0,10
16,85.51,0.82,11,0.0,960.0,10
17,24.31,36.52,24,178.42,298.42,10
18,13.45,22.14,30,475.38,595.38,10
19,95.07,78.71,36,0.0,960.0,10
20,74.81,72.04,45,146.47,386.47,10
21,36.9,50.61,52,876.57,956.84,10
22,0.75,33.32,24,0.0,960.0,10
23,78.11,14.45,28,0.0,960.0,10
24,7.75,78.35,44,313.34,793.34,10
25,16.61,86.11,49,282.25,402.25,10
26,0.71,95.48,26,60.1,294.55,10
27,16.39,80.7,41,692.29,921.27,10
28,52.13,66.01,26,188.8,668.8,10
29,71.18,93.32,26,249.82,729.82,10
30,78.34,62.33,13,0.0,960.0,10
31,92.81,17.54,3,168.95,288.95,10
32,18.76,55.2,38,664.87,938.13,10
33,72.29,27.29,4,39.48,247.9,10
34,34.2,76.11,33,0.0,960.0,10
35,15.21,96.88,5,53.03,169.26,10
36,16.9,97.55,39,0.0,960.0,10
37,6.58,16.92,6,355.66,595.66,10
38,9.08,67.43,11,35.49,233.41,10
39,47.74,67.67,49,0.0,960.0,10
40,98.66,90.1,1,217.98,577.98,10
41,76.72,28.82,47,0.0,960.0,10
42,87.6,41.01,49,0.0,960.0,10
43,40.38,64.21,32,711.67,831.67,10
44,60.74,97.92,14,52.22,398.72,10
45,17.96,40.73,37,0.0,960.0,10
46,66.3,47.89,2,745.05,865.05,10
47,93.24,28.47,29,0.0,960.0,10
48,20.5,55.33,39,0.0,960.0,10
49,88.61,39.76,52,305.92,545.92,10
50,51.96,25.27,36,588.3,708.3,10
51,82.13,50.66,6,42.14,228.22,10
52,31.75,14.57,20,204.34,324.34,10
53,54.61,88.43,39,0.0,960.0,10
54,59.94,87.47,28,532.61,892.61,10
55,89.82,48.46,5,0.0,960.0,10
56,29.51,20.24,51,0.0,960.0,10
57,48.71,17.36,53,639.94,926.22,10
58,31.64,51.4,15,180.97,540.97,10
59,25.17,54.08,25,801.9,944.62,10
60,63.38,16.38,43,0.0,960.0,10
61,25.29,13.8,28,409.6,529.6,10
62,23.0,83.14,31,0.0,960.0,10
63,28.14,86.29,23,0.0,960.0,10
64,67.7,52.66,37,635.22,932.17,10
65,59.02,81.55,11,108.14,348.14,10
66,55.22,50.67,6,0.0,960.0,10
67,30.26,8.7,14,0.0,960.0,10
68,50.92,44.1,47,0.0,960.0,10
69,48.3,86.01,12,40.44,400.44,10
70,84.5,47.08,29,0.0,960.0,10
71,83.35,15.77,26,0.0,960.0,10
72,79.96,54.57,25,40.22,338.51,10
73,86.27,85.29,19,0.0,960.0,10
74,52.05,86.89,45,515.81,635.81,10
75,81.11,6.25,39,0.0,960.0,10
76,62.2,9.85,32,0.0,960.0,10
77,25.07,49.72,16,14.93,155.46,10
78,53.0,72.25,5,43.93,523.93,10
79,79.55,83.18,22,0.0,960.0,10
80,22.61,87.43,33,293.11,653.11,10
81,20.34,57.53,46,0.0,960.0,10
82,56.39,82.5,13,295.88,535.88,10
83,19.87,85.03,45,40.4,479.3,10
84,56.87,81.01,27,0.0,960.0,10
85,26.91,47.64,41,0.0,960.0,10
86,59.75,93.35,26,0.0,960.0,10
87,81.74,49.88,3,298.21,418.21,10
88,24.9,81.29,24,0.0,960.0,10
89,79.24,11.89,27,393.6,513.6,10
90,84.11,91.73,31,0.0,960.0,10
91,23.99,75.02,44,181.16,541.16,10
92,57.39,11.76,41,42.01,285.6,10
93,21.49,48.19,26,687.2,927.2,10
94,57.95,90.83,36,0.0,960.0,10
95,62.23,19.05,20,0.0,960.0,10
96,27.21,10.97,8,0.0,960.0,10
97,81.1,14.06,46,0.0,960.0,10
98,88.14,54.15,16,117.3,477.3,10
99,23.15,44.95,10,0.0,960.0,10
100,27.35,49.67,13,0.0,960.0,10
