CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,960.0,0
1,13.76,8.34,3,233.06,713.06,10
2,20.49,63.71,14,451.59,931.59,10
3,70.35,82.78,4,0.0,960.0,10
4,81.28,56.41,56,251.76,371.76,10
5,99.05,26.81,29,233.45,713.45,10
6,18.96,0.18,37,289.15,649.15,10
7,52.62,99.15,28,50.74,322.58,10
8,66.08,20.26,37,39.56,468.23,10
9,46.54,47.57,28,0.0,960.0,10
10,95.18,14.29,56,65.73,391.27,10
11,42.33,10.61,8,0.0,960.0,10
12,1.0,39.25,51,0.0,960.0,10
13,32.37,74.43,39,0.0,960.0,10
14,62.79,64.88,51,522.37,932.78,10
15,93.76,46.57,40,0.0,960.0,10
16,23.22,72.5,25,510.52,870.52,10
17,63.21,7.26,31,0.0,960.0,10
18,90.46,40.76,52,593.82,833.82,10
19,0.39,50.36,27,615.7,920.39,10
20,82.08,51.81,56,291.29,531.29,10
21,27.98,9.54,18,0.0,960.0,10
22,87.04,52.29,7,47.1,303.65,10
23,16.02,28.63,13,0.0,960.0,10
24,1.44,86.73,3,543.36,783.36,10
25,17.27,40.96,46,24.46,301.15,10
26,56.28,71.31,51,0.0,960.0,10
27,80.05,7.57,26,123.25,243.25,10
28,72.67,12.75,19,0.0,960.0,10
29,90.45,29.73,26,624.42,744.42,10
30,89.43,41.22,25,535.03,909.8,10
31,59.29,48.81,38,460.9,700.9,10
32,3.56,30.19,52,363.92,723.92,10
33,98.91,64.76,47,60.73,401.34,10
34,70.91,80.51,25,0.0,960.0,10
35,90.62,82.72,38,285.59,645.59,10
36,34.94,69.37,8,20.02,164.68,10
37,63.01,41.65,1,376.12,736.12,10
38,58.37,51.94,48,598.06,838.06,10
39,99.32,53.03,48,683.51,900.6,10
40,47.71,79.01,39,379.3,499.3,10
41,23.1,38.32,10,0.0,960.0,10
42,28.25,77.18,38,0.0,960.0,10
43,98.55,62.42,40,739.68,900.15,10
44,21.83,58.99,18,263.91,383.91,10
45,90.94,92.27,46,287.35,767.35,10
46,44.04,27.09,48,0.0,960.0,10
47,0.84,53.04,40,0.0,960.0,10
48,65.86,85.88,11,219.62,699.62,10
49,13.95,10.61,14,47.22,295.51,10
50,59.83,17.73,23,456.63,816.63,10
51,88.51,60.99,33,49.74,190.36,10
52,82.9,90.48,2,0.0,960.0,10
53,22.64,93.36,45,105.4,585.4,10
54,78.27,84.15,36,434.77,794.77,10
55,88.24,77.27,50,361.77,601.77,10
56,54.46,54.43,38,325.47,685.47,10
57,57.28,79.71,52,0.0,960.0,10
58,25.4,9.65,23,628.31,917.09,10
59,19.75,90.06,54,642.12,882.12,10
60,62.96,47.87,40,600.5,936.94,10
61,81.89,21.72,25,0.0,960.0,10
62,53.7,93.36,33,0.0,960.0,10
63,52.03,23.07,56,350.4,710.4,10
64,25.03,51.01,43,15.0,276.96,10
65,25.83,48.36,32,354.19,834.19,10
66,100.0,13.17,49,248.73,488.73,10
67,50.98,43.2,42,564.27,947.08,10
68,51.91,17.79,41,828.15,925.66,10
69,29.0,94.83,45,601.08,913.84,10
70,83.91,18.47,48,628.2,905.94,10
71,54.42,48.23,3,0.0,960.0,10
72,21.99,10.75,21,595.52,715.52,10
73,82.35,84.63,36,73.47,433.47,10
74,33.43,22.06,16,28.7,372.88,10
75,50.69,48.22,6,876.99,949.16,10
76,27.82,86.64,37,0.0,960.0,10
77,24.29,57.45,26,17.39,173.66,10
78,89.66,86.62,25,434.53,674.53,10
79,81.54,85.79,55,54.83,320.26,10
80,34.88,83.49,4,538.62,898.62,10
81,89.6,86.49,27,358.2,598.2,10
82,32.17,11.42,12,154.01,394.01,10
83,36.51,75.59,46,176.37,536.37,10
84,83.94,83.97,37,248.35,488.35,10
85,83.65,84.51,14,497.18,737.18,10
86,85.73,93.36,29,506.47,746.47,10
87,52.23,87.38,33,0.0,960.0,10
88,48.78,80.79,54,0.0,960.0,10
89,86.84,19.37,26,116.87,356.87,10
90,25.34,50.19,12,104.13,344.13,10
91,49.9,12.56,30,38.73,250.42,10
92,31.19,51.23,4,342.22,462.22,10
93,94.1,85.35,39,513.21,633.21,10
94,54.54,46.74,52,606.39,945.1,10
95,56.47,82.99,28,0.0,960.0,10
96,27.9,7.92,21,314.48,554.48,10
97,23.76,89.12,27,0.0,960.0,10
98,58.57,27.22,38,700.88,820.88,10
99,22.98,59.79,23,487.35,940.37,10
100,59.65,16.64,12,330.13,690.13,10
