CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,11,27,10,0.0,52.0,10
2,80,22,10,164.0,210.0,10
3,42,36,3,170.0,230.0,10
4,7,86,10,59.0,87.0,10
5,16,3,8,100.0,148.0,10
6,96,43,8,172.0,220.0,10
7,19,44,3,169.0,199.0,10
8,100,14,6,146.0,178.0,10
9,82,54,9,150.0,194.0,10
10,23,83,6,192.0,230.0,10
11,52,2,3,125.0,152.0,10
12,58,46,6,199.0,230.0,10
13,71,17,1,139.0,182.0,10
14,54,72,1,96.0,150.0,10
15,27,96,3,30.0,79.0,10
16,26,91,7,54.0,81.0,10
17,63,73,10,200.0,230.0,10
18,1,23,4,16.0,74.0,10
19,74,26,3,187.0,230.0,10
20,97,46,7,192.0,230.0,10
21,11,43,10,191.0,225.0,10
22,49,41,5,189.0,230.0,10
23,83,51,7,83.0,140.0,10
24,63,99,1,174.0,230.0,10
25,55,92,8,188.0,230.0,10
26,90,63,3,190.0,230.0,10
27,49,96,2,42.0,93.0,10
28,81,6,2,80.0,102.0,10
29,47,60,5,130.0,178.0,10
30,84,35,3,18.0,67.0,10
31,27,74,5,110.0,150.0,10
32,23,83,2,188.0,230.0,10
33,95,33,7,171.0,230.0,10
34,41,98,1,123.0,164.0,10
35,97,100,4,152.0,205.0,10
36,6,7,1,71.0,105.0,10
37,92,47,3,36.0,95.0,10
38,93,36,2,43.0,93.0,10
39,84,71,10,43.0,95.0,10
40,63,33,2,210.0,230.0,10
41,26,6,8,5.0,60.0,10
42,24,98,8,70.0,111.0,10
43,48,26,6,0.0,51.0,10
44,42,16,5,79.0,116.0,10
45,56,68,10,26.0,50.0,10
46,78,50,8,96.0,131.0,10
47,91,14,6,72.0,97.0,10
48,67,31,6,171.0,230.0,10
49,36,71,5,152.0,202.0,10
50,84,2,2,57.0,100.0,10
51,76,91,1,182.0,230.0,10
52,18,94,1,170.0,230.0,10
53,17,70,10,19.0,59.0,10
54,95,43,9,185.0,211.0,10
55,53,87,9,192.0,230.0,10
56,3,74,5,138.0,158.0,10
57,50,78,7,210.0,230.0,10
58,85,100,3,188.0,230.0,10
59,60,3,10,141.0,200.0,10
60,32,49,4,144.0,181.0,10
61,32,84,2,170.0,230.0,10
62,10,77,1,66.0,104.0,10
63,91,88,5,132.0,178.0,10
64,24,65,2,170.0,230.0,10
65,63,97,3,186.0,221.0,10
66,76,4,4,177.0,230.0,10
67,50,13,10,127.0,187.0,10
68,42,70,9,83.0,138.0,10
69,11,45,4,188.0,212.0,10
70,48,1,1,108.0,132.0,10
71,82,6,8,77.0,117.0,10
72,87,9,6,50.0,74.0,10
73,67,54,3,185.0,230.0,10
74,64,46,5,122.0,152.0,10
75,92,87,4,119.0,170.0,10
76,21,92,3,189.0,227.0,10
77,0,90,8,96.0,135.0,10
78,51,36,7,84.0,142.0,10
79,45,60,3,207.0,230.0,10
80,54,59,2,203.0,230.0,10
81,15,6,1,100.0,126.0,10
82,81,69,4,61.0,107.0,10
83,10,4,2,66.0,123.0,10
84,2,11,10,57.0,81.0,10
85,58,68,3,185.0,230.0,10
86,75,40,5,128.0,163.0,10
87,75,100,9,52.0,105.0,10
88,66,24,2,91.0,112.0,10
89,49,92,8,172.0,230.0,10
90,76,48,2,69.0,104.0,10
91,96,3,1,90.0,137.0,10
92,44,88,3,100.0,138.0,10
93,16,95,6,173.0,230.0,10
94,24,70,2,184.0,230.0,10
95,82,95,5,178.0,230.0,10
96,65,62,7,78.0,108.0,10
97,34,0,4,38.0,82.0,10
98,55,94,7,176.0,230.0,10
99,33,92,1,194.0,227.0,10
100,38,17,2,64.0,93.0,10
