CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,45.62,2.72,49,0.0,1000.0,10
2,10.35,24.09,39,0.0,1000.0,10
3,55.57,81.38,37,0.0,1000.0,10
4,66.27,72.79,30,196.85,556.85,10
5,74.2,59.14,27,764.39,964.6,10
6,94.5,44.43,4,54.78,207.59,10
7,24.83,68.31,15,293.02,533.02,10
8,83.11,13.16,50,56.71,324.32,10
9,78.75,56.42,52,0.0,1000.0,10
10,97.59,31.11,51,60.61,375.02,10
11,57.77,22.18,13,33.01,310.7,10
12,44.48,84.24,5,279.82,639.82,10
13,44.48,82.84,16,463.78,943.78,10
14,20.41,41.58,33,89.87,329.87,10
15,19.67,66.1,2,317.87,677.87,10
16,52.12,81.3,18,0.0,1000.0,10
17,73.74,65.77,49,625.39,865.39,10
18,92.06,50.87,37,364.12,844.12,10
19,67.52,87.67,47,0.0,1000.0,10
20,92.48,10.57,38,0.0,1000.0,10
21,93.8,26.24,20,63.23,423.23,10
22,85.96,67.94,43,0.0,1000.0,10
23,25.54,39.88,40,292.56,412.56,10
24,20.92,74.02,39,235.34,355.34,10
25,15.08,42.96,53,0.0,1000.0,10
26,68.14,89.93,36,390.1,630.1,10
27,25.59,10.86,33,295.17,415.17,10
28,78.72,71.56,26,301.24,661.24,10
29,76.68,50.49,47,36.68,157.29,10
30,50.24,30.01,39,87.02,447.02,10
31,6.6,47.04,29,191.6,671.6,10
32,2.36,86.54,53,340.62,820.62,10
33,81.42,75.14,11,312.84,672.84,10
34,24.79,68.68,10,672.07,975.91,10
35,76.26,57.35,45,293.24,653.24,10
36,24.7,14.74,27,0.0,1000.0,10
37,83.74,58.16,10,716.8,955.51,10
38,40.79,1.9,20,720.37,951.89,10
39,30.03,29.72,47,0.0,1000.0,10
40,73.51,2.28,53,535.48,941.69,10
41,82.12,97.68,18,474.46,936.38,10
42,20.14,38.86,17,71.58,431.58,10
43,45.09,76.88,51,27.36,318.21,10
44,15.73,52.76,14,828.1,948.1,10
45,24.08,23.59,31,468.4,948.4,10
46,52.93,78.41,2,0.0,1000.0,10
47,97.53,13.34,48,299.68,419.68,10
48,16.99,65.14,26,659.88,779.88,10
49,13.11,12.08,27,120.54,240.54,10
50,42.87,14.51,23,0.0,1000.0,10
51,75.18,83.21,31,0.0,1000.0,10
52,44.28,92.27,3,307.33,547.33,10
53,29.84,62.27,45,68.22,188.22,10
54,1.05,98.6,20,0.0,1000.0,10
55,49.15,40.07,35,311.91,551.91,10
56,84.61,38.02,34,505.41,625.41,10
57,51.37,21.3,23,322.56,562.56,10
58,19.17,91.2,42,233.38,353.38,10
59,36.27,66.82,23,0.0,1000.0,10
60,83.92,4.45,18,464.53,936.72,10
61,80.11,59.07,35,412.81,772.81,10
62,31.45,46.94,19,9.08,200.55,10
63,83.36,20.12,10,533.37,653.37,10
64,31.6,75.69,48,804.13,924.13,10
65,45.44,70.42,43,0.0,1000.0,10
66,28.82,25.55,48,805.44,925.44,10
67,27.9,27.84,4,25.25,260.4,10
68,51.19,17.6,2,0.0,1000.0,10
69,71.03,41.06,1,32.29,414.67,10
70,7.64,43.61,21,0.0,1000.0,10
71,84.11,71.49,29,0.0,1000.0,10
72,9.05,87.24,17,48.42,492.78,10
73,26.85,67.02,37,574.49,934.49,10
74,60.46,31.46,52,0.0,1000.0,10
75,50.01,30.08,40,0.0,1000.0,10
76,98.21,49.25,34,0.0,1000.0,10
77,14.95,47.04,33,509.15,869.15,10
78,99.37,58.82,12,557.66,677.66,10
79,3.04,99.58,49,61.84,341.08,10
80,35.36,71.72,33,149.9,509.9,10
81,22.03,93.12,28,0.0,1000.0,10
82,58.16,61.82,37,549.33,978.33,10
83,17.16,30.48,1,0.0,1000.0,10
84,43.61,98.55,51,373.37,853.37,10
85,7.7,52.77,53,304.13,544.13,10
86,31.53,74.26,46,743.66,974.3,10
87,76.35,41.4,30,700.03,820.03,10
88,60.98,5.66,20,687.55,950.95,10
89,66.34,48.43,23,0.0,1000.0,10
90,55.41,74.71,9,598.16,970.88,10
91,65.12,69.43,5,0.0,1000.0,10
92,42.3,77.08,51,822.64,972.82,10
93,50.71,35.85,29,507.0,867.0,10
94,20.14,56.7,31,556.04,979.04,10
95,59.58,72.43,30,0.0,1000.0,10
96,55.52,15.17,50,80.54,440.54,10
97,91.11,27.77,6,0.0,1000.0,10
98,35.43,19.67,36,30.67,188.18,10
99,56.66,97.88,42,740.74,949.3,10
100,38.93,59.47,11,0.0,1000.0,10
