CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,61,83,6,92.0,144.0,10
2,86,22,6,27.0,86.0,10
3,12,9,7,162.0,214.0,10
4,53,81,2,78.0,124.0,10
5,99,55,2,192.0,221.0,10
6,38,18,10,85.0,137.0,10
7,7,61,5,30.0,80.0,10
8,70,18,7,126.0,175.0,10
9,11,90,3,70.0,122.0,10
10,93,59,4,189.0,230.0,10
11,34,98,5,62.0,92.0,10
12,81,1,10,51.0,80.0,10
13,68,35,3,128.0,160.0,10
14,38,77,2,29.0,67.0,10
15,85,19,5,46.0,73.0,10
16,30,56,8,152.0,212.0,10
17,18,78,3,193.0,230.0,10
18,7,8,10,139.0,198.0,10
19,52,100,5,166.0,203.0,10
20,46,67,4,105.0,163.0,10
21,68,76,7,158.0,218.0,10
22,92,11,8,168.0,207.0,10
23,83,32,1,86.0,141.0,10
24,93,67,9,49.0,85.0,10
25,69,75,10,134.0,167.0,10
26,18,3,10,31.0,63.0,10
27,36,43,3,0.0,51.0,10
28,54,61,7,29.0,65.0,10
29,64,23,3,209.0,230.0,10
30,33,42,6,203.0,230.0,10
31,84,9,6,73.0,104.0,10
32,9,98,3,43.0,81.0,10
33,75,82,4,120.0,157.0,10
34,18,100,3,200.0,230.0,10
35,55,65,2,59.0,82.0,10
36,64,70,10,146.0,181.0,10
37,9,4,1,191.0,221.0,10
38,92,70,5,102.0,140.0,10
39,9,37,9,165.0,192.0,10
40,4,92,2,115.0,155.0,10
41,7,24,3,86.0,137.0,10
42,54,82,10,51.0,72.0,10
43,83,89,1,51.0,104.0,10
44,90,7,3,88.0,129.0,10
45,1,64,4,31.0,91.0,10
46,53,43,2,0.0,46.0,10
47,89,78,10,202.0,230.0,10
48,40,23,10,110.0,144.0,10
49,7,52,3,66.0,126.0,10
50,70,70,3,184.0,230.0,10
51,21,73,10,175.0,230.0,10
52,57,90,10,66.0,105.0,10
53,61,43,9,133.0,184.0,10
54,7,80,4,157.0,203.0,10
55,18,55,5,9.0,62.0,10
56,1,28,1,11.0,61.0,10
57,52,58,7,15.0,44.0,10
58,87,9,8,110.0,135.0,10
59,99,74,5,73.0,111.0,10
60,51,84,3,135.0,185.0,10
61,84,13,9,141.0,183.0,10
62,16,46,9,95.0,144.0,10
63,12,84,2,80.0,108.0,10
64,18,25,1,120.0,163.0,10
65,86,6,5,64.0,89.0,10
66,77,81,9,194.0,230.0,10
67,27,24,10,1.0,22.0,10
68,98,99,10,209.0,230.0,10
69,12,67,6,198.0,230.0,10
70,33,25,7,66.0,94.0,10
71,28,74,4,125.0,181.0,10
72,59,15,8,196.0,228.0,10
73,51,45,6,140.0,199.0,10
74,9,77,2,155.0,194.0,10
75,32,78,5,122.0,163.0,10
76,46,10,4,122.0,175.0,10
77,51,15,5,164.0,188.0,10
78,55,78,9,139.0,171.0,10
79,86,23,9,59.0,107.0,10
80,4,96,9,107.0,164.0,10
81,94,31,1,87.0,125.0,10
82,45,88,7,188.0,219.0,10
83,31,34,6,73.0,97.0,10
84,64,69,6,101.0,129.0,10
85,4,92,10,146.0,175.0,10
86,18,24,4,132.0,169.0,10
87,52,74,1,23.0,69.0,10
88,30,60,2,163.0,183.0,10
89,60,13,5,170.0,218.0,10
90,14,65,9,188.0,230.0,10
91,51,59,2,42.0,74.0,10
92,83,84,9,173.0,230.0,10
93,2,35,6,177.0,208.0,10
94,7,54,2,72.0,119.0,10
95,7,69,4,175.0,230.0,10
96,29,36,9,124.0,167.0,10
97,66,89,4,79.0,139.0,10
98,15,60,9,170.0,230.0,10
99,34,74,7,100.0,120.0,10
100,45,14,1,147.0,175.0,10
