CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,97,15,10,186.0,221.0,10
2,71,37,6,180.0,230.0,10
3,42,100,3,76.0,108.0,10
4,45,58,8,0.0,46.0,10
5,61,89,4,206.0,230.0,10
6,78,82,10,195.0,230.0,10
7,67,45,4,175.0,196.0,10
8,28,85,6,74.0,114.0,10
9,98,21,8,56.0,95.0,10
10,24,46,8,189.0,230.0,10
11,30,25,7,118.0,138.0,10
12,66,15,7,132.0,176.0,10
13,21,76,6,180.0,200.0,10
14,41,23,1,54.0,86.0,10
15,28,3,2,162.0,198.0,10
16,10,73,7,123.0,146.0,10
17,32,86,5,128.0,187.0,10
18,2,69,7,157.0,217.0,10
19,56,28,2,132.0,189.0,10
20,35,76,10,123.0,166.0,10
21,38,52,6,0.0,49.0,10
22,42,0,3,4.0,48.0,10
23,16,78,9,198.0,230.0,10
24,80,66,10,184.0,230.0,10
25,49,72,5,74.0,118.0,10
26,43,71,8,160.0,189.0,10
27,74,70,1,114.0,151.0,10
28,77,20,2,63.0,88.0,10
29,88,27,9,149.0,185.0,10
30,85,46,10,86.0,108.0,10
31,63,40,1,42.0,93.0,10
32,58,93,1,58.0,82.0,10
33,94,88,9,138.0,176.0,10
34,89,29,1,169.0,214.0,10
35,12,1,4,66.0,103.0,10
36,23,62,9,186.0,230.0,10
37,89,67,6,209.0,230.0,10
38,0,70,9,17.0,75.0,10
39,63,93,8,171.0,230.0,10
40,6,85,9,96.0,141.0,10
41,48,99,6,197.0,224.0,10
42,40,43,1,177.0,230.0,10
43,15,44,7,111.0,154.0,10
44,43,66,7,150.0,180.0,10
45,46,11,9,42.0,73.0,10
46,10,45,3,116.0,176.0,10
47,54,22,8,108.0,129.0,10
48,44,37,5,129.0,158.0,10
49,41,71,5,27.0,80.0,10
50,99,89,5,66.0,114.0,10
51,58,64,9,138.0,186.0,10
52,16,47,1,69.0,90.0,10
53,51,67,3,188.0,230.0,10
54,62,33,10,203.0,230.0,10
55,69,83,4,160.0,195.0,10
56,13,38,4,156.0,183.0,10
57,49,82,6,104.0,164.0,10
58,14,59,4,125.0,184.0,10
59,32,32,6,23.0,55.0,10
60,58,75,9,208.0,230.0,10
61,98,22,3,68.0,92.0,10
62,77,14,4,34.0,70.0,10
63,87,38,4,174.0,230.0,10
64,11,87,1,35.0,59.0,10
65,71,68,9,182.0,216.0,10
66,39,38,4,200.0,230.0,10
67,64,32,9,175.0,230.0,10
68,27,98,7,55.0,89.0,10
69,28,92,7,35.0,64.0,10
70,2,55,3,106.0,128.0,10
71,84,14,8,36.0,95.0,10
72,93,22,3,210.0,230.0,10
73,75,38,3,5.0,57.0,10
74,47,77,10,120.0,164.0,10
75,21,78,8,149.0,193.0,10
76,11,97,2,209.0,230.0,10
77,34,32,7,135.0,164.0,10
78,42,90,6,68.0,88.0,10
79,33,3,10,180.0,220.0,10
80,71,71,9,194.0,226.0,10
81,70,96,1,183.0,230.0,10
82,60,63,1,182.0,230.0,10
83,68,99,10,201.0,230.0,10
84,41,99,6,72.0,129.0,10
85,54,35,8,204.0,230.0,10
86,57,21,3,148.0,195.0,10
87,55,79,3,206.0,230.0,10
88,2,94,10,78.0,109.0,10
89,19,32,4,0.0,43.0,10
90,53,15,2,73.0,120.0,10
91,32,54,4,115.0,161.0,10
92,67,72,2,25.0,59.0,10
93,9,89,4,67.0,91.0,10
94,60,30,10,118.0,165.0,10
95,27,57,6,187.0,230.0,10
96,94,4,9,194.0,230.0,10
97,92,59,6,186.0,230.0,10
98,90,99,1,80.0,121.0,10
99,89,16,7,83.0,140.0,10
100,79,26,4,97.0,126.0,10
