CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,43.73,27.95,11,0.0,240.0,10
2,98.12,81.13,44,66.52,96.52,10
3,43.84,37.18,10,0.0,240.0,10
4,47.97,43.5,16,0.0,240.0,10
5,31.1,68.98,41,20.96,98.08,10
6,18.26,83.49,43,0.0,240.0,10
7,67.26,34.6,27,0.0,240.0,10
8,31.26,66.48,26,0.0,240.0,10
9,82.37,4.17,33,98.01,158.01,10
10,19.85,92.56,27,0.0,240.0,10
11,26.32,38.55,37,0.0,240.0,10
12,99.45,90.79,4,0.0,240.0,10
13,79.49,16.38,5,0.0,240.0,10
14,4.75,93.32,43,66.28,184.15,10
15,82.64,85.16,42,0.0,240.0,10
16,37.69,79.94,36,30.03,84.26,10
17,89.75,22.64,3,0.0,240.0,10
18,64.84,35.89,1,0.0,240.0,10
19,47.14,1.46,40,0.0,240.0,10
20,37.47,91.73,11,0.0,240.0,10
21,15.61,61.97,20,0.0,240.0,10
22,70.43,63.57,28,158.58,188.58,10
23,26.91,29.68,9,0.0,240.0,10
24,48.91,48.5,5,0.0,240.0,10
25,86.11,26.51,43,139.77,169.77,10
26,63.4,94.35,11,148.28,178.28,10
27,84.38,33.42,36,0.0,240.0,10
28,56.71,91.33,14,0.0,240.0,10
29,81.25,73.42,18,0.0,240.0,10
30,63.56,72.56,27,0.0,240.0,10
31,33.64,29.77,15,0.0,240.0,10
32,87.1,62.3,17,0.0,240.0,10
33,62.99,31.71,11,125.83,210.62,10
34,9.69,77.4,11,0.0,240.0,10
35,81.32,41.28,4,0.0,240.0,10
36,26.86,12.49,17,0.0,240.0,10
37,38.72,13.74,17,0.0,240.0,10
38,8.37,44.54,30,85.47,175.47,10
39,98.56,58.33,43,0.0,240.0,10
40,28.0,19.09,33,171.21,201.21,10
41,43.31,59.12,9,0.0,240.0,10
42,64.31,51.01,27,0.0,240.0,10
43,6.64,33.71,8,110.54,202.88,10
44,21.64,75.93,1,0.0,240.0,10
45,58.85,17.2,43,0.0,240.0,10
46,43.17,89.66,36,0.0,240.0,10
47,40.4,47.8,15,0.0,240.0,10
48,9.69,27.38,4,0.0,240.0,10
49,19.63,56.32,11,0.0,240.0,10
50,50.48,70.98,23,0.0,240.0,10
51,22.89,14.63,1,0.0,240.0,10
52,51.95,22.03,10,87.7,207.7,10
53,43.53,16.95,42,135.05,206.76,10
54,87.11,9.94,19,0.0,240.0,10
55,27.53,53.63,4,0.0,240.0,10
56,90.14,56.05,14,136.85,189.5,10
57,94.1,12.9,38,0.0,240.0,10
58,77.43,14.87,27,0.0,240.0,10
59,22.91,89.55,5,43.08,128.01,10
60,19.13,7.46,17,0.0,240.0,10
61,51.27,93.86,43,0.0,240.0,10
62,80.33,54.85,20,85.04,175.04,10
63,84.65,81.98,36,54.92,120.69,10
64,26.04,88.49,43,0.0,240.0,10
65,52.04,53.39,1,0.0,240.0,10
66,10.46,84.07,9,45.09,67.32,10
67,59.01,57.24,43,0.0,240.0,10
68,80.38,43.64,13,0.0,240.0,10
69,84.37,17.93,23,0.0,240.0,10
70,88.42,86.15,3,0.0,240.0,10
71,58.75,79.96,40,0.0,240.0,10
72,93.36,12.62,24,0.0,240.0,10
73,92.54,7.91,1,0.0,240.0,10
74,56.02,54.91,25,0.0,240.0,10
75,56.68,88.53,45,0.0,240.0,10
76,81.46,45.11,12,0.0,240.0,10
77,52.36,50.98,8,138.97,198.97,10
78,26.18,10.44,10,0.0,240.0,10
79,54.18,9.26,14,0.0,240.0,10
80,23.87,51.11,34,127.17,217.17,10
81,88.52,46.58,18,0.0,240.0,10
82,23.66,87.83,43,77.22,107.22,10
83,90.48,17.31,34,0.0,240.0,10
84,25.12,52.6,31,0.0,240.0,10
85,21.58,10.57,10,53.71,83.71,10
86,83.25,48.52,3,0.0,240.0,10
87,80.0,11.51,15,81.93,111.93,10
88,17.91,56.12,3,54.18,114.18,10
89,24.59,16.03,19,123.53,202.7,10
90,54.85,16.27,1,0.0,240.0,10
91,59.11,17.67,4,116.24,202.44,10
92,85.26,80.84,16,131.78,185.23,10
93,84.97,86.1,5,62.9,152.9,10
94,55.53,21.61,8,0.0,240.0,10
95,60.92,46.02,12,0.0,240.0,10
96,46.23,25.46,33,0.0,240.0,10
97,53.05,85.92,36,0.0,240.0,10
98,53.17,59.37,42,16.16,58.88,10
99,22.62,51.71,24,110.59,140.59,10
100,91.83,56.4,23,0.0,240.0,10
