CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,240.0,0
1,82.0,2.11,65,63.7,161.81,10
2,31.49,41.04,37,21.56,141.56,10
3,53.19,67.47,5,21.89,67.4,10
4,33.47,69.92,68,93.34,183.34,10
5,20.35,41.98,3,69.1,99.1,10
6,88.37,8.48,59,63.75,124.84,10
7,32.5,28.52,24,22.75,105.76,10
8,19.13,95.75,81,110.74,170.74,10
9,25.12,66.02,2,138.15,168.15,10
10,10.45,61.82,33,31.83,114.68,10
11,23.05,52.45,15,83.7,173.7,10
12,55.85,44.2,23,119.73,223.12,10
13,91.67,46.69,18,71.15,131.15,10
14,83.04,47.42,75,43.12,109.56,10
15,43.4,73.23,59,127.06,216.52,10
16,82.7,0.18,77,75.35,174.39,10
17,37.44,70.76,5,26.4,56.4,10
18,67.34,77.98,50,159.93,189.93,10
19,44.91,19.48,52,117.15,207.15,10
20,58.96,21.65,7,165.43,205.89,10
21,98.06,44.05,10,115.45,145.45,10
22,37.82,23.85,55,59.45,119.45,10
23,24.26,87.7,36,77.73,107.73,10
24,84.88,59.16,5,123.99,194.19,10
25,23.51,57.78,65,144.12,221.77,10
26,97.79,30.23,10,73.67,133.67,10
27,86.78,38.19,52,76.03,166.03,10
28,79.13,26.09,37,61.27,181.27,10
29,67.87,73.87,44,100.72,203.31,10
30,96.71,22.65,42,62.96,114.25,10
31,45.81,21.67,46,28.92,73.3,10
32,18.44,78.93,39,72.24,162.24,10
33,84.49,9.97,23,82.14,142.14,10
34,91.05,82.08,18,124.38,179.71,10
35,68.71,75.13,8,38.15,120.82,10
36,9.25,62.52,11,52.63,142.63,10
37,39.57,22.08,44,120.53,212.08,10
38,74.0,27.05,15,56.18,116.18,10
39,64.9,79.21,73,169.38,199.38,10
40,28.24,3.38,34,73.06,163.06,10
41,16.48,34.62,57,120.03,150.03,10
42,9.4,21.57,23,41.77,68.61,10
43,89.39,13.48,78,127.07,157.07,10
44,46.27,46.77,18,7.05,42.02,10
45,15.67,36.25,78,136.03,212.05,10
46,46.53,52.95,67,54.58,174.58,10
47,9.77,77.55,23,124.78,199.1,10
48,81.82,42.34,3,51.52,171.52,10
49,38.59,61.73,75,25.74,115.74,10
50,40.21,21.09,63,52.39,112.39,10
51,58.39,54.99,11,19.05,112.36,10
52,24.79,80.71,26,123.76,153.76,10
53,53.69,14.13,57,38.39,102.28,10
54,76.28,16.74,68,83.14,190.78,10
55,23.82,24.0,18,80.45,200.45,10
56,80.4,48.46,24,104.72,134.72,10
57,51.92,80.82,54,91.86,206.96,10
58,26.85,86.47,77,49.65,79.65,10
59,85.33,47.62,62,45.39,100.68,10
60,55.67,82.17,54,72.56,192.56,10
61,17.26,55.77,26,156.49,186.49,10
62,18.18,17.74,36,94.9,124.9,10
63,85.16,52.02,7,65.69,95.69,10
64,35.67,87.02,49,59.99,179.99,10
65,13.38,44.31,37,87.71,147.71,10
66,85.93,49.17,67,45.94,164.18,10
67,87.28,44.33,63,83.35,192.38,10
68,62.2,89.19,70,67.95,187.95,10
69,54.16,46.16,78,14.67,66.71,10
70,19.59,8.51,18,46.24,124.1,10
71,55.13,90.14,31,65.78,95.78,10
72,27.47,17.02,3,121.54,204.72,10
73,21.87,83.48,41,50.59,170.59,10
74,55.93,86.19,50,39.54,64.87,10
75,56.01,46.62,3,166.13,223.64,10
76,34.85,17.04,3,33.36,97.33,10
77,27.27,41.44,60,15.34,119.9,10
78,26.04,88.39,20,125.83,199.15,10
79,22.75,19.06,21,81.34,111.34,10
80,55.98,45.61,10,26.51,146.51,10
81,56.75,11.34,37,133.13,197.87,10
82,23.61,20.53,39,33.72,141.82,10
83,86.04,46.26,42,46.19,115.55,10
84,38.5,10.48,42,55.76,145.76,10
85,49.11,20.33,23,157.89,208.96,10
86,25.79,83.69,55,95.56,203.44,10
87,53.87,74.3,5,57.7,87.7,10
88,43.53,51.16,24,166.41,196.41,10
89,63.87,55.92,8,24.59,129.52,10
90,21.1,76.55,49,147.42,177.42,10
91,60.55,17.93,29,38.09,149.93,10
92,55.14,53.14,49,174.1,204.1,10
93,29.82,93.79,77,44.96,68.68,10
94,91.35,14.12,77,125.06,155.06,10
95,54.97,48.36,59,15.06,107.13,10
96,31.68,7.73,65,156.07,186.07,10
97,29.79,80.18,8,31.86,145.11,10
98,54.56,77.18,59,30.83,110.05,10
99,26.23,90.1,81,130.37,190.37,10
100,58.71,61.66,16,169.24,199.24,10
