CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,230.0,0
1,68.02,48.13,20,39.44,129.44,10
2,34.94,58.58,36,68.4,188.4,10
3,65.36,17.25,9,59.06,119.06,10
4,73.61,34.45,17,108.06,118.06,10
5,28.85,29.69,18,120.01,206.83,10
6,91.17,81.42,59,87.8,117.8,10
7,3.37,16.73,59,0.0,230.0,10
8,64.53,9.89,44,65.52,95.52,10
9,45.7,20.6,59,148.71,200.05,10
10,68.34,33.87,21,32.61,99.54,10
11,22.55,1.76,70,67.86,157.86,10
12,96.71,62.21,24,81.67,171.67,10
13,52.49,43.07,51,123.8,183.8,10
14,55.88,92.38,42,45.26,51.08,10
15,32.6,62.01,33,39.59,69.59,10
16,13.12,14.85,65,0.0,230.0,10
17,91.4,28.84,50,130.04,174.41,10
18,59.79,64.04,35,0.0,230.0,10
19,59.25,91.41,56,45.67,145.23,10
20,15.92,88.06,68,0.0,230.0,10
21,25.31,74.27,18,0.0,230.0,10
22,49.46,81.11,67,42.57,72.57,10
23,3.88,0.98,48,91.32,151.32,10
24,1.06,28.62,70,69.01,79.01,10
25,80.33,20.38,14,0.0,230.0,10
26,17.41,94.32,47,49.75,133.15,10
27,54.84,27.69,41,0.0,230.0,10
28,46.12,54.24,70,197.24,222.55,10
29,14.29,34.03,2,30.27,129.4,10
30,84.18,25.27,24,139.4,169.4,10
31,85.37,21.73,3,57.52,147.52,10
32,95.9,10.28,41,72.59,161.43,10
33,4.5,69.98,71,0.0,230.0,10
34,68.69,79.7,59,164.63,174.63,10
35,45.67,6.22,2,93.59,103.59,10
36,25.82,93.51,6,45.76,106.05,10
37,82.58,85.88,54,55.68,119.47,10
38,25.38,35.66,29,51.97,141.97,10
39,77.32,69.54,70,0.0,230.0,10
40,12.38,44.06,44,28.25,70.23,10
41,86.91,49.25,39,0.0,230.0,10
42,49.07,33.24,8,19.06,100.84,10
43,55.89,23.39,36,130.05,199.01,10
44,92.45,85.28,32,112.28,166.79,10
45,87.25,42.57,24,65.43,125.43,10
46,66.23,83.26,15,0.0,230.0,10
47,45.09,8.14,27,42.17,133.29,10
48,21.64,62.48,20,156.5,207.8,10
49,91.17,7.95,15,92.01,152.01,10
50,52.58,88.21,36,102.9,132.9,10
51,0.01,82.59,14,0.0,230.0,10
52,92.98,94.16,26,121.24,131.24,10
53,52.45,18.18,23,58.72,178.72,10
54,75.7,73.68,57,48.27,78.27,10
55,57.71,69.12,27,113.59,143.59,10
56,33.27,53.66,21,0.0,230.0,10
57,75.73,58.32,56,43.52,73.52,10
58,65.22,4.47,73,136.15,166.15,10
59,58.65,46.08,15,0.0,230.0,10
60,6.63,0.08,29,60.05,169.95,10
61,92.51,44.91,24,115.23,175.23,10
62,10.96,73.56,50,49.01,59.01,10
63,68.98,42.33,23,0.0,230.0,10
64,96.59,61.03,11,67.47,172.35,10
65,9.8,46.61,6,151.68,199.61,10
66,71.52,41.47,30,0.0,230.0,10
67,44.92,78.06,23,31.19,41.19,10
68,82.52,2.35,45,63.86,166.14,10
69,25.78,87.85,23,131.82,161.82,10
70,4.07,63.6,70,0.0,230.0,10
71,64.32,47.69,50,24.43,112.57,10
72,0.64,86.54,27,56.23,66.23,10
73,99.35,79.5,5,66.69,76.69,10
74,60.33,35.67,33,101.8,205.13,10
75,11.03,61.82,54,0.0,230.0,10
76,33.76,6.13,6,104.41,134.41,10
77,79.25,27.86,21,127.63,184.94,10
78,11.16,95.29,57,53.69,161.72,10
79,76.41,67.21,42,99.95,159.95,10
80,13.09,59.0,33,0.0,230.0,10
81,1.75,19.04,56,119.55,180.79,10
82,57.03,72.78,9,157.36,167.36,10
83,66.4,84.66,15,109.98,169.98,10
84,24.86,8.53,8,0.0,230.0,10
85,82.48,41.07,76,148.5,178.5,10
86,46.15,85.03,12,0.0,230.0,10
87,61.12,57.4,62,152.48,182.48,10
88,69.49,73.42,70,0.0,230.0,10
89,36.92,42.19,17,0.0,230.0,10
90,27.74,17.28,54,34.94,103.79,10
91,34.88,44.76,30,0.0,230.0,10
92,56.64,56.06,62,136.52,166.52,10
93,98.62,61.82,24,60.07,120.07,10
94,84.54,82.43,35,99.4,174.9,10
95,39.12,14.42,17,113.71,173.71,10
96,96.26,32.39,73,0.0,230.0,10
97,79.96,85.67,21,72.94,102.94,10
98,28.78,29.17,35,86.81,146.81,10
99,34.75,67.88,20,71.5,191.5,10
100,96.05,51.39,56,56.07,110.88,10
