CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,14,71,8,166.0,195.0,10
2,96,43,8,170.0,200.0,10
3,23,10,8,36.0,77.0,10
4,70,28,5,185.0,230.0,10
5,30,98,3,169.0,197.0,10
6,59,14,2,65.0,92.0,10
7,95,15,5,76.0,98.0,10
8,51,82,2,177.0,230.0,10
9,87,74,9,191.0,230.0,10
10,66,32,10,198.0,230.0,10
11,13,3,3,8.0,59.0,10
12,81,13,10,54.0,81.0,10
13,85,100,9,193.0,230.0,10
14,66,92,3,98.0,139.0,10
15,90,44,10,199.0,230.0,10
16,37,23,7,97.0,127.0,10
17,71,55,5,30.0,62.0,10
18,48,34,7,0.0,35.0,10
19,47,76,10,184.0,230.0,10
20,64,84,7,79.0,120.0,10
21,74,86,5,170.0,230.0,10
22,93,14,8,92.0,144.0,10
23,58,53,9,197.0,230.0,10
24,19,68,7,52.0,108.0,10
25,79,91,3,196.0,230.0,10
26,15,91,8,187.0,230.0,10
27,28,10,5,61.0,118.0,10
28,6,21,4,79.0,127.0,10
29,83,13,6,41.0,94.0,10
30,48,31,10,125.0,175.0,10
31,6,24,1,72.0,125.0,10
32,0,35,7,143.0,169.0,10
33,97,61,4,189.0,230.0,10
34,44,20,9,158.0,181.0,10
35,50,37,10,194.0,230.0,10
36,21,42,2,99.0,133.0,10
37,60,22,3,133.0,174.0,10
38,29,67,6,196.0,230.0,10
39,95,76,8,119.0,141.0,10
40,75,76,3,99.0,132.0,10
41,53,76,3,183.0,230.0,10
42,18,78,5,24.0,78.0,10
43,68,39,2,108.0,167.0,10
44,14,22,9,100.0,157.0,10
45,2,74,10,48.0,83.0,10
46,8,85,6,129.0,184.0,10
47,10,82,5,134.0,154.0,10
48,56,16,8,25.0,75.0,10
49,75,69,9,40.0,63.0,10
50,3,34,8,9.0,41.0,10
51,70,73,5,119.0,151.0,10
52,1,76,6,41.0,66.0,10
53,16,39,5,109.0,138.0,10
54,99,12,8,49.0,105.0,10
55,6,8,2,147.0,181.0,10
56,76,91,5,40.0,78.0,10
57,91,73,3,97.0,125.0,10
58,71,24,4,149.0,191.0,10
59,33,69,7,137.0,168.0,10
60,81,87,10,126.0,181.0,10
61,78,10,1,96.0,149.0,10
62,19,68,5,58.0,111.0,10
63,76,66,4,210.0,230.0,10
64,38,26,9,106.0,138.0,10
65,87,86,3,75.0,99.0,10
66,57,11,10,6.0,61.0,10
67,49,45,1,184.0,227.0,10
68,65,56,3,151.0,184.0,10
69,71,32,3,206.0,230.0,10
70,48,17,2,157.0,183.0,10
71,35,49,3,101.0,156.0,10
72,63,98,4,182.0,214.0,10
73,70,36,5,114.0,152.0,10
74,20,88,5,208.0,230.0,10
75,63,19,7,118.0,154.0,10
76,87,32,9,38.0,80.0,10
77,98,61,4,174.0,230.0,10
78,11,4,3,190.0,230.0,10
79,20,60,8,200.0,230.0,10
80,55,59,6,183.0,230.0,10
81,80,49,6,179.0,230.0,10
82,99,32,9,78.0,106.0,10
83,31,46,9,0.0,59.0,10
84,52,69,7,120.0,172.0,10
85,19,17,8,164.0,199.0,10
86,24,56,9,97.0,137.0,10
87,23,6,2,55.0,113.0,10
88,93,13,8,76.0,134.0,10
89,27,33,6,45.0,69.0,10
90,50,42,5,0.0,32.0,10
91,64,57,5,189.0,230.0,10
92,96,75,7,72.0,131.0,10
93,43,96,5,44.0,88.0,10
94,59,23,1,23.0,52.0,10
95,84,14,4,47.0,107.0,10
96,46,23,5,0.0,54.0,10
97,93,24,10,206.0,230.0,10
98,42,17,2,121.0,160.0,10
99,74,6,3,80.0,100.0,10
100,58,30,2,167.0,226.0,10
