CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,19,52,4,0.0,47.0,10
2,2,24,7,21.0,67.0,10
3,20,44,7,70.0,91.0,10
4,76,43,9,103.0,135.0,10
5,59,91,4,157.0,200.0,10
6,97,13,5,188.0,230.0,10
7,86,26,10,170.0,230.0,10
8,70,43,2,148.0,177.0,10
9,33,46,7,0.0,36.0,10
10,80,65,7,19.0,72.0,10
11,12,100,3,73.0,110.0,10
12,34,78,2,209.0,230.0,10
13,14,79,3,162.0,201.0,10
14,15,26,10,64.0,98.0,10
15,84,28,9,25.0,75.0,10
16,52,38,9,65.0,95.0,10
17,31,39,8,48.0,73.0,10
18,80,15,6,124.0,147.0,10
19,4,8,8,122.0,155.0,10
20,82,86,5,58.0,103.0,10
21,68,89,1,180.0,230.0,10
22,22,52,2,169.0,222.0,10
23,68,60,1,136.0,157.0,10
24,99,82,5,77.0,118.0,10
25,7,43,4,77.0,122.0,10
26,88,9,3,52.0,74.0,10
27,41,1,2,50.0,91.0,10
28,80,30,7,92.0,114.0,10
29,41,47,5,96.0,132.0,10
30,98,73,5,186.0,230.0,10
31,95,66,10,207.0,230.0,10
32,7,94,4,128.0,176.0,10
33,38,33,2,85.0,106.0,10
34,93,0,9,176.0,223.0,10
35,79,40,3,187.0,230.0,10
36,33,62,10,192.0,230.0,10
37,14,16,1,147.0,172.0,10
38,75,9,6,154.0,181.0,10
39,83,27,10,202.0,230.0,10
40,92,10,2,135.0,195.0,10
41,29,99,5,209.0,230.0,10
42,98,73,4,178.0,230.0,10
43,67,17,1,193.0,230.0,10
44,62,40,6,67.0,125.0,10
45,8,76,1,63.0,123.0,10
46,80,49,8,163.0,208.0,10
47,45,72,4,190.0,230.0,10
48,66,23,5,172.0,230.0,10
49,47,28,8,198.0,230.0,10
50,80,42,9,10.0,70.0,10
51,59,70,5,155.0,188.0,10
52,86,32,1,173.0,217.0,10
53,44,30,1,201.0,230.0,10
54,100,56,2,178.0,230.0,10
55,94,77,7,51.0,99.0,10
56,54,56,3,113.0,161.0,10
57,39,29,9,134.0,154.0,10
58,37,91,10,183.0,230.0,10
59,50,22,5,53.0,113.0,10
60,32,73,5,200.0,230.0,10
61,52,68,1,64.0,101.0,10
62,56,25,7,97.0,129.0,10
63,15,88,1,107.0,136.0,10
64,42,48,8,194.0,230.0,10
65,45,13,9,86.0,137.0,10
66,30,42,1,134.0,175.0,10
67,73,14,2,182.0,230.0,10
68,96,33,3,171.0,230.0,10
69,13,71,1,43.0,97.0,10
70,60,82,5,44.0,78.0,10
71,45,34,3,131.0,164.0,10
72,37,11,4,22.0,45.0,10
73,80,72,4,166.0,198.0,10
74,57,66,3,129.0,180.0,10
75,98,8,3,161.0,213.0,10
76,15,83,9,125.0,148.0,10
77,74,43,3,109.0,155.0,10
78,12,25,9,42.0,96.0,10
79,96,71,10,182.0,230.0,10
80,26,30,10,87.0,109.0,10
81,47,19,4,14.0,38.0,10
82,38,58,1,176.0,230.0,10
83,2,82,1,83.0,108.0,10
84,9,78,1,31.0,61.0,10
85,46,64,1,192.0,216.0,10
86,99,98,3,180.0,230.0,10
87,27,78,4,23.0,75.0,10
88,16,12,9,170.0,207.0,10
89,81,6,1,155.0,215.0,10
90,64,9,5,37.0,70.0,10
91,84,28,3,38.0,80.0,10
92,33,10,2,4.0,62.0,10
93,30,14,6,207.0,230.0,10
94,43,10,10,85.0,107.0,10
95,78,33,1,187.0,230.0,10
96,28,33,5,0.0,53.0,10
97,92,27,1,49.0,98.0,10
98,51,52,2,14.0,45.0,10
99,11,5,6,175.0,230.0,10
100,45,1,2,49.0,92.0,10
