CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,79,99,5,76.0,119.0,10
2,66,21,6,101.0,146.0,10
3,92,96,1,77.0,98.0,10
4,79,89,2,176.0,230.0,10
5,76,56,1,19.0,75.0,10
6,27,70,3,184.0,230.0,10
7,54,1,8,186.0,220.0,10
8,17,35,2,106.0,153.0,10
9,25,64,6,87.0,137.0,10
10,20,33,4,0.0,45.0,10
11,77,33,1,181.0,230.0,10
12,98,7,8,166.0,193.0,10
13,15,97,7,33.0,77.0,10
14,16,69,4,198.0,230.0,10
15,5,39,2,80.0,136.0,10
16,70,38,6,20.0,40.0,10
17,21,16,2,108.0,142.0,10
18,42,100,9,49.0,103.0,10
19,31,5,6,132.0,154.0,10
20,74,31,10,173.0,200.0,10
21,98,3,1,42.0,83.0,10
22,60,46,2,0.0,44.0,10
23,20,59,5,186.0,230.0,10
24,61,57,9,13.0,42.0,10
25,34,95,2,201.0,222.0,10
26,3,63,10,184.0,230.0,10
27,35,90,7,160.0,211.0,10
28,21,40,5,45.0,79.0,10
29,71,75,6,123.0,156.0,10
30,25,38,8,50.0,91.0,10
31,81,68,7,49.0,74.0,10
32,69,43,5,131.0,181.0,10
33,67,87,10,173.0,202.0,10
34,74,63,2,62.0,103.0,10
35,15,76,1,206.0,230.0,10
36,76,20,1,88.0,122.0,10
37,24,28,6,78.0,110.0,10
38,41,3,6,151.0,181.0,10
39,45,0,7,151.0,199.0,10
40,39,45,7,113.0,138.0,10
41,43,52,6,0.0,46.0,10
42,18,45,2,206.0,230.0,10
43,19,82,10,58.0,111.0,10
44,80,48,8,157.0,198.0,10
45,56,14,1,192.0,230.0,10
46,77,24,9,77.0,131.0,10
47,87,12,3,172.0,216.0,10
48,73,58,3,110.0,163.0,10
49,95,5,3,75.0,110.0,10
50,91,29,4,142.0,193.0,10
51,94,81,4,173.0,207.0,10
52,72,92,3,93.0,120.0,10
53,71,13,9,45.0,101.0,10
54,42,36,6,59.0,99.0,10
55,77,57,2,57.0,77.0,10
56,58,52,2,106.0,141.0,10
57,50,22,10,0.0,59.0,10
58,47,68,3,121.0,178.0,10
59,75,18,9,171.0,230.0,10
60,57,83,6,50.0,82.0,10
61,95,70,9,64.0,119.0,10
62,18,31,9,13.0,53.0,10
63,25,80,7,182.0,230.0,10
64,10,94,2,134.0,184.0,10
65,47,81,9,190.0,216.0,10
66,77,66,2,83.0,112.0,10
67,54,20,7,3.0,58.0,10
68,75,62,5,132.0,152.0,10
69,71,38,2,181.0,230.0,10
70,8,19,6,49.0,82.0,10
71,73,64,8,143.0,181.0,10
72,7,99,5,157.0,188.0,10
73,63,17,5,33.0,67.0,10
74,84,43,9,99.0,158.0,10
75,6,25,3,25.0,78.0,10
76,56,68,4,121.0,161.0,10
77,66,61,4,196.0,230.0,10
78,32,73,10,178.0,230.0,10
79,51,68,8,176.0,230.0,10
80,84,98,10,195.0,230.0,10
81,5,52,10,20.0,56.0,10
82,93,5,10,84.0,132.0,10
83,44,66,2,158.0,199.0,10
84,37,43,3,0.0,50.0,10
85,58,64,8,207.0,230.0,10
86,70,13,6,55.0,101.0,10
87,61,78,4,182.0,221.0,10
88,67,31,1,122.0,159.0,10
89,97,12,6,42.0,70.0,10
90,77,43,4,126.0,150.0,10
91,46,70,5,145.0,177.0,10
92,35,48,9,108.0,165.0,10
93,30,58,6,199.0,230.0,10
94,31,63,5,187.0,230.0,10
95,76,91,1,46.0,96.0,10
96,74,88,4,196.0,230.0,10
97,45,47,5,155.0,199.0,10
98,12,76,6,208.0,230.0,10
99,96,30,8,201.0,230.0,10
100,60,6,6,177.0,230.0,10
