CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,90,52,4,174.0,230.0,10
2,36,47,10,157.0,198.0,10
3,59,62,10,182.0,230.0,10
4,58,13,7,19.0,50.0,10
5,85,23,10,117.0,151.0,10
6,71,15,3,195.0,216.0,10
7,38,22,3,192.0,214.0,10
8,43,53,1,138.0,193.0,10
9,66,56,2,126.0,171.0,10
10,94,38,3,40.0,90.0,10
11,28,17,2,92.0,150.0,10
12,99,64,10,58.0,107.0,10
13,85,15,8,26.0,83.0,10
14,24,55,10,93.0,141.0,10
15,13,86,10,39.0,80.0,10
16,71,6,5,49.0,91.0,10
17,25,90,4,189.0,230.0,10
18,88,66,1,69.0,113.0,10
19,4,88,8,164.0,223.0,10
20,91,56,10,174.0,230.0,10
21,39,16,2,171.0,223.0,10
22,77,35,10,16.0,62.0,10
23,14,15,10,4.0,39.0,10
24,84,65,6,96.0,146.0,10
25,56,33,1,172.0,230.0,10
26,11,90,9,54.0,89.0,10
27,11,94,7,181.0,230.0,10
28,57,72,1,73.0,126.0,10
29,97,95,5,119.0,162.0,10
30,88,27,7,177.0,211.0,10
31,29,31,7,82.0,109.0,10
32,27,2,2,122.0,171.0,10
33,9,1,8,38.0,97.0,10
34,91,23,10,114.0,167.0,10
35,99,28,9,191.0,230.0,10
36,87,86,2,132.0,171.0,10
37,68,5,3,22.0,69.0,10
38,95,45,1,60.0,119.0,10
39,17,44,9,22.0,56.0,10
40,13,18,4,138.0,196.0,10
41,100,24,9,151.0,188.0,10
42,83,33,6,206.0,230.0,10
43,82,29,1,192.0,230.0,10
44,29,40,7,187.0,230.0,10
45,98,53,4,130.0,159.0,10
46,57,43,7,175.0,230.0,10
47,81,43,5,88.0,119.0,10
48,41,53,7,178.0,230.0,10
49,9,17,9,97.0,124.0,10
50,23,34,3,0.0,45.0,10
51,39,50,4,18.0,77.0,10
52,79,62,5,112.0,147.0,10
53,80,70,4,186.0,230.0,10
54,81,76,8,79.0,100.0,10
55,44,62,5,0.0,60.0,10
56,98,100,8,180.0,217.0,10
57,92,76,9,191.0,212.0,10
58,39,0,9,146.0,182.0,10
59,58,32,3,174.0,230.0,10
60,24,27,10,132.0,174.0,10
61,78,13,4,190.0,230.0,10
62,32,93,2,172.0,230.0,10
63,67,82,10,44.0,83.0,10
64,16,63,5,188.0,230.0,10
65,17,25,1,23.0,82.0,10
66,67,57,7,158.0,179.0,10
67,6,61,6,178.0,230.0,10
68,2,67,8,201.0,230.0,10
69,17,39,3,52.0,83.0,10
70,60,86,5,105.0,151.0,10
71,64,72,1,180.0,230.0,10
72,18,8,9,67.0,125.0,10
73,92,83,8,51.0,90.0,10
74,57,13,10,203.0,230.0,10
75,65,3,8,205.0,230.0,10
76,54,21,8,90.0,122.0,10
77,57,27,4,76.0,133.0,10
78,55,21,1,96.0,121.0,10
79,9,44,9,47.0,71.0,10
80,93,0,3,149.0,181.0,10
81,71,65,4,176.0,230.0,10
82,66,48,2,33.0,53.0,10
83,40,58,9,140.0,166.0,10
84,31,64,7,202.0,230.0,10
85,3,70,5,210.0,230.0,10
86,0,97,8,160.0,193.0,10
87,47,39,1,206.0,230.0,10
88,15,46,7,0.0,50.0,10
89,20,18,10,34.0,72.0,10
90,91,91,7,168.0,188.0,10
91,56,86,3,193.0,222.0,10
92,13,23,3,23.0,55.0,10
93,69,83,9,42.0,71.0,10
94,49,96,10,89.0,145.0,10
95,0,5,2,173.0,222.0,10
96,62,64,9,171.0,230.0,10
97,71,46,4,160.0,191.0,10
98,16,29,10,19.0,48.0,10
99,12,51,2,180.0,230.0,10
100,92,3,4,164.0,213.0,10
