CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1000.0,0
1,62.05,76.05,5,436.11,676.11,10
2,84.23,40.63,20,513.91,954.79,10
3,55.63,95.48,30,48.09,113.63,10
4,27.19,22.19,35,0.0,1000.0,10
5,96.62,20.54,15,411.2,531.2,10
6,95.1,97.5,21,0.0,1000.0,10
7,34.14,4.3,1,46.07,180.5,10
8,0.4,19.94,26,109.57,349.57,10
9,1.23,18.3,43,50.08,357.25,10
10,86.22,91.43,21,415.26,775.26,10
11,10.9,62.04,10,0.0,1000.0,10
12,67.54,5.43,24,0.0,1000.0,10
13,66.91,54.58,26,596.92,956.92,10
14,30.83,29.56,40,756.06,876.06,10
15,4.34,61.88,36,259.42,739.42,10
16,24.69,78.93,29,415.29,775.29,10
17,60.69,60.6,33,632.12,976.75,10
18,20.46,85.01,9,0.0,1000.0,10
19,19.1,31.98,13,480.76,600.76,10
20,4.53,22.47,1,73.26,433.26,10
21,24.44,79.83,6,135.48,255.48,10
22,35.22,67.32,45,526.86,982.03,10
23,81.12,52.22,45,314.63,674.63,10
24,68.82,23.34,24,709.49,960.74,10
25,52.46,79.33,14,598.44,718.44,10
26,41.87,8.64,33,0.0,1000.0,10
27,43.52,3.33,17,0.0,1000.0,10
28,21.71,35.26,38,123.56,603.56,10
29,31.43,8.3,42,586.27,946.27,10
30,79.37,15.99,18,439.73,559.73,10
31,52.87,16.63,18,714.11,834.11,10
32,56.26,68.62,41,74.51,194.51,10
33,50.83,58.12,20,207.1,687.1,10
34,64.32,66.37,5,791.48,970.68,10
35,42.53,2.14,1,698.19,818.19,10
36,19.0,27.36,28,821.92,969.12,10
37,88.8,46.1,8,0.0,1000.0,10
38,26.39,42.65,39,860.54,980.54,10
39,30.03,77.48,10,790.3,910.3,10
40,0.43,2.73,44,517.57,877.57,10
41,18.18,63.11,3,618.96,974.54,10
42,78.28,90.57,17,0.0,1000.0,10
43,38.43,73.85,41,32.52,152.52,10
44,28.95,4.77,29,0.0,1000.0,10
45,62.96,96.46,38,437.65,557.65,10
46,97.75,66.11,6,0.0,1000.0,10
47,52.35,93.36,11,706.35,954.92,10
48,15.76,49.07,42,197.44,437.44,10
49,43.6,32.02,8,18.34,216.04,10
50,75.52,4.83,1,711.54,831.54,10
51,24.31,2.19,26,549.6,669.6,10
52,48.7,66.85,6,0.0,1000.0,10
53,58.18,1.72,11,0.0,1000.0,10
54,64.88,30.02,32,434.43,554.43,10
55,93.73,10.11,35,391.53,631.53,10
56,89.53,68.52,42,231.69,471.69,10
57,71.65,10.65,11,0.0,1000.0,10
58,13.98,20.7,35,342.16,822.16,10
59,23.5,54.88,2,0.0,1000.0,10
60,79.99,62.59,47,143.05,623.05,10
61,77.68,95.37,10,0.0,1000.0,10
62,45.93,15.93,14,34.58,231.29,10
63,42.58,11.65,26,738.34,961.56,10
64,52.51,84.6,8,275.43,515.43,10
65,86.69,37.01,21,0.0,1000.0,10
66,63.17,62.64,46,0.0,1000.0,10
67,39.85,96.65,9,0.0,1000.0,10
68,76.37,52.57,47,36.46,501.44,10
69,32.89,92.63,29,674.23,794.23,10
70,27.48,4.08,10,786.06,952.4,10
71,38.83,82.9,19,473.28,713.28,10
72,51.8,68.03,8,0.0,1000.0,10
73,76.01,27.24,34,265.69,625.69,10
74,31.22,38.59,12,687.38,985.6,10
75,54.0,72.52,17,136.23,616.23,10
76,70.62,3.11,23,700.02,940.02,10
77,38.31,48.57,28,134.61,374.61,10
78,46.25,65.06,23,286.77,646.77,10
79,43.79,62.15,39,694.66,987.27,10
80,53.58,77.3,23,167.5,647.5,10
81,71.49,37.29,39,199.65,559.65,10
82,92.4,84.73,39,452.44,572.44,10
83,77.48,24.91,27,659.47,954.9,10
84,74.39,24.95,40,647.62,957.45,10
85,8.0,84.75,46,823.46,943.46,10
86,70.93,41.69,45,645.86,765.86,10
87,25.25,71.04,32,90.88,450.88,10
88,52.37,36.7,4,906.76,981.84,10
89,49.64,78.44,10,672.72,792.72,10
90,55.48,61.81,24,0.0,1000.0,10
91,38.9,59.53,35,509.67,629.67,10
92,98.02,77.41,24,71.19,551.19,10
93,32.28,1.11,30,314.24,674.24,10
94,87.35,21.01,19,55.52,176.42,10
95,43.88,52.25,35,0.0,1000.0,10
96,2.11,92.48,9,56.92,347.38,10
97,49.99,3.93,37,47.14,132.93,10
98,63.64,79.67,23,0.0,1000.0,10
99,21.38,51.33,41,355.84,595.84,10
100,83.14,60.16,5,44.32,301.96,10
