CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,960.0,0
1,5.31,82.94,2,137.96,257.96,10
2,14.02,87.07,23,0.0,960.0,10
3,40.23,16.8,12,275.32,515.32,10
4,77.3,52.03,48,0.0,960.0,10
5,52.34,44.46,49,77.49,317.49,10
6,34.16,1.19,35,610.91,850.91,10
7,84.26,49.42,7,298.57,658.57,10
8,55.27,79.12,11,0.0,960.0,10
9,32.17,26.31,46,0.0,960.0,10
10,88.22,71.45,37,260.62,620.62,10
11,42.52,12.08,16,576.95,922.0,10
12,17.38,78.36,37,676.05,923.72,10
13,44.8,74.93,49,0.0,960.0,10
14,27.29,41.39,8,0.0,960.0,10
15,45.31,14.68,44,755.42,924.28,10
16,36.46,67.1,11,0.0,960.0,10
17,32.61,28.76,12,0.0,960.0,10
18,4.03,47.28,46,0.0,960.0,10
19,0.26,80.04,8,0.0,960.0,10
20,81.49,25.25,33,413.24,893.24,10
21,15.58,80.14,23,0.0,960.0,10
22,22.78,79.04,22,0.0,960.0,10
23,91.78,9.43,47,0.0,960.0,10
24,34.97,23.67,46,0.0,960.0,10
25,61.58,18.62,11,0.0,960.0,10
26,13.91,68.4,9,0.0,960.0,10
27,73.41,73.16,50,0.0,960.0,10
28,39.41,31.15,15,0.0,960.0,10
29,28.17,13.45,31,0.0,960.0,10
30,71.72,81.49,1,0.0,960.0,10
31,24.4,70.03,41,0.0,960.0,10
32,76.65,85.17,42,0.0,960.0,10
33,95.63,23.45,20,0.0,960.0,10
34,41.64,46.17,3,4.17,151.81,10
35,20.47,74.92,22,202.35,562.35,10
36,19.35,92.31,21,0.0,960.0,10
37,52.4,17.23,17,297.19,537.19,10
38,9.64,43.92,32,0.0,960.0,10
39,98.02,33.31,33,0.0,960.0,10
40,2.5,42.85,40,0.0,960.0,10
41,86.36,49.35,21,0.0,960.0,10
42,7.98,63.33,25,0.0,960.0,10
43,17.23,7.21,50,0.0,960.0,10
44,55.75,77.08,16,0.0,960.0,10
45,43.83,30.72,40,0.0,960.0,10
46,9.87,67.83,34,0.0,960.0,10
47,72.4,94.76,35,0.0,960.0,10
48,17.06,89.2,22,0.0,960.0,10
49,90.14,14.94,31,0.0,960.0,10
50,21.11,1.22,25,0.0,960.0,10
51,33.9,15.89,44,51.2,291.2,10
52,23.89,24.28,21,0.0,960.0,10
53,20.3,22.38,43,462.76,926.07,10
54,89.98,46.62,47,0.0,960.0,10
55,56.29,53.63,44,0.0,960.0,10
56,26.31,48.1,30,0.0,960.0,10
57,83.17,20.91,17,52.06,244.62,10
58,93.17,83.66,11,0.0,960.0,10
59,48.26,15.07,31,0.0,960.0,10
60,29.96,80.89,12,0.0,960.0,10
61,32.62,80.22,16,0.0,960.0,10
62,78.57,19.04,27,49.46,326.23,10
63,93.0,54.38,36,0.0,960.0,10
64,89.23,8.11,12,0.0,960.0,10
65,32.58,82.13,16,0.0,960.0,10
66,55.7,43.51,30,0.0,960.0,10
67,80.5,43.71,29,0.0,960.0,10
68,45.11,88.32,51,0.0,960.0,10
69,55.59,45.1,10,0.0,960.0,10
70,57.87,79.36,44,0.0,960.0,10
71,53.81,52.24,18,0.0,960.0,10
72,87.66,14.25,41,0.0,960.0,10
73,25.77,46.08,1,326.62,686.62,10
74,27.88,14.86,7,0.0,960.0,10
75,81.16,25.17,50,506.35,746.35,10
76,90.89,9.88,23,0.0,960.0,10
77,53.88,73.98,23,0.0,960.0,10
78,83.84,58.3,22,0.0,960.0,10
79,54.52,86.65,15,0.0,960.0,10
80,87.6,16.13,42,0.0,960.0,10
81,22.34,54.22,49,629.19,941.84,10
82,82.83,87.07,51,0.0,960.0,10
83,58.89,10.88,18,0.0,960.0,10
84,93.27,87.52,25,0.0,960.0,10
85,20.92,52.48,22,0.0,960.0,10
86,51.98,83.43,38,0.0,960.0,10
87,84.61,87.97,37,397.53,877.53,10
88,60.52,87.68,36,0.0,960.0,10
89,49.11,82.16,13,0.0,960.0,10
90,79.23,90.73,41,0.0,960.0,10
91,50.05,21.06,51,0.0,960.0,10
92,51.55,87.42,5,0.0,960.0,10
93,58.78,91.81,39,0.0,960.0,10
94,57.14,45.41,17,229.96,589.96,10
95,47.63,49.42,23,0.0,960.0,10
96,60.06,48.46,4,0.0,960.0,10
97,92.63,84.61,21,0.0,960.0,10
98,20.35,78.31,2,0.0,960.0,10
99,85.17,86.73,13,0.0,960.0,10
100,21.0,43.86,31,399.44,519.44,10
