CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,1236.0,0
1,18.11,80.62,15,398.58,462.78,90
2,16.22,58.76,15,25.34,93.85,90
3,60.04,90.58,22,481.94,751.54,90
4,89.28,93.35,30,82.94,276.99,90
5,39.63,43.06,15,308.68,433.75,90
6,58.78,20.72,15,457.64,817.64,90
7,45.57,9.02,10,0.0,1236.0,90
8,21.79,52.85,15,0.0,1236.0,90
9,51.34,85.96,22,389.49,569.49,90
10,49.76,11.82,22,488.87,668.87,90
11,52.11,52.32,30,104.5,172.01,90
12,29.06,83.46,10,198.71,558.71,90
13,94.08,50.33,22,54.08,351.03,90
14,91.77,20.35,30,555.53,627.01,90
15,86.69,44.94,15,65.84,124.19,90
16,86.65,17.26,10,99.28,167.2,90
17,84.61,14.89,30,127.73,258.07,90
18,89.01,51.56,22,350.05,446.01,90
19,54.9,12.72,30,239.19,363.6,90
20,16.79,17.53,10,357.08,717.08,90
21,57.6,15.48,30,492.41,563.37,90
22,25.39,81.58,22,262.05,350.21,90
23,89.23,15.68,30,166.3,526.3,90
24,86.07,81.09,30,556.76,726.06,90
25,65.65,11.72,10,564.68,619.16,90
26,18.54,47.91,22,496.47,604.55,90
27,27.95,50.98,22,515.3,629.73,90
28,51.45,55.76,30,12.82,188.46,90
29,43.1,13.23,22,147.88,210.0,90
30,24.51,44.11,15,631.81,704.43,90
31,31.64,79.41,10,185.76,303.82,90
32,55.17,9.35,30,0.0,1236.0,90
33,79.76,76.61,30,47.84,309.07,90
34,87.49,43.27,22,78.39,204.7,90
35,21.83,96.8,30,67.02,121.87,90
36,90.68,48.14,30,304.15,484.15,90
37,84.81,21.72,22,543.72,677.06,90
38,34.09,18.22,15,261.79,309.09,90
39,47.05,86.35,15,0.0,1236.0,90
40,26.35,82.04,15,40.0,251.74,90
41,53.31,47.75,30,368.9,430.7,90
42,80.38,48.23,15,578.53,758.53,90
43,79.59,16.01,10,473.44,542.8,90
44,85.35,82.52,30,0.0,1236.0,90
45,89.14,88.06,15,484.87,555.01,90
46,44.17,40.2,22,0.0,1236.0,90
47,95.29,14.65,30,0.0,1236.0,90
48,44.96,14.19,30,45.16,225.16,90
49,88.47,16.63,10,112.42,172.74,90
50,54.36,85.08,10,371.9,419.99,90
51,79.31,84.45,15,425.95,605.95,90
52,49.66,57.15,15,0.0,1236.0,90
53,58.26,17.33,30,526.3,591.06,90
54,85.16,51.86,15,0.0,1236.0,90
55,22.84,79.9,10,119.75,171.46,90
56,78.75,53.3,10,499.02,721.47,90
57,55.29,84.02,15,37.3,148.34,90
58,88.67,53.13,10,289.02,469.02,90
59,23.62,52.71,30,0.0,1236.0,90
60,79.83,82.09,15,441.5,573.45,90
61,24.4,18.39,30,0.0,1236.0,90
62,50.01,89.98,15,0.0,1236.0,90
63,29.78,11.55,10,90.93,321.42,90
64,92.5,44.65,30,96.91,144.61,90
65,25.34,41.23,22,280.43,460.43,90
66,54.31,25.63,10,589.47,647.04,90
67,79.94,48.85,22,137.99,317.99,90
68,60.83,84.62,10,201.07,357.94,90
69,77.23,17.21,22,197.48,450.85,90
70,55.49,49.36,30,0.0,1236.0,90
71,31.74,8.84,22,546.73,605.97,90
72,53.97,90.13,30,84.55,216.92,90
73,23.46,82.96,10,486.12,536.39,90
74,86.16,12.68,15,106.67,255.34,90
75,56.65,85.06,22,38.81,195.43,90
76,28.7,8.72,30,212.43,261.81,90
77,64.29,11.97,22,471.22,831.22,90
78,48.76,19.37,15,108.89,230.39,90
79,90.14,9.14,30,64.68,185.43,90
80,86.33,16.9,10,244.32,424.32,90
81,20.41,91.06,10,0.0,1236.0,90
82,55.36,81.23,15,132.89,184.67,90
83,29.46,16.12,15,84.26,444.26,90
84,23.18,16.25,22,547.19,727.19,90
85,19.75,82.34,15,0.0,1236.0,90
86,85.62,52.41,15,632.06,719.45,90
87,81.72,26.32,30,47.97,255.22,90
88,22.36,47.44,30,106.92,235.88,90
89,77.53,85.89,10,0.0,1236.0,90
90,54.08,56.41,22,598.55,652.19,90
91,92.45,81.13,22,187.74,245.95,90
92,76.72,82.76,30,0.0,1236.0,90
93,83.87,13.12,10,0.0,1236.0,90
94,93.93,15.12,30,0.0,1236.0,90
95,57.04,76.44,10,507.36,687.36,90
96,79.22,23.0,22,0.0,1236.0,90
97,24.51,81.29,30,404.96,485.93,90
98,85.65,49.4,30,0.0,1236.0,90
99,58.99,83.24,30,479.36,839.36,90
100,28.57,79.1,10,580.87,707.43,90
