CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,9,12,5,78.0,107.0,10
2,17,17,1,141.0,179.0,10
3,22,73,1,189.0,230.0,10
4,6,7,5,112.0,150.0,10
5,24,63,3,35.0,79.0,10
6,49,11,3,117.0,140.0,10
7,51,43,8,111.0,150.0,10
8,33,52,5,203.0,230.0,10
9,18,67,5,127.0,167.0,10
10,46,86,8,127.0,185.0,10
11,47,24,3,74.0,95.0,10
12,92,66,5,201.0,224.0,10
13,20,16,6,4.0,32.0,10
14,76,54,5,61.0,89.0,10
15,20,28,2,54.0,93.0,10
16,91,65,5,186.0,211.0,10
17,69,96,1,180.0,230.0,10
18,58,5,7,172.0,205.0,10
19,81,99,4,181.0,230.0,10
20,4,88,3,159.0,219.0,10
21,31,14,8,71.0,121.0,10
22,13,45,1,83.0,103.0,10
23,4,4,1,154.0,199.0,10
24,86,79,5,75.0,119.0,10
25,69,98,8,195.0,230.0,10
26,8,30,9,9.0,49.0,10
27,38,32,4,33.0,88.0,10
28,24,79,1,124.0,152.0,10
29,36,9,8,88.0,116.0,10
30,43,30,1,63.0,112.0,10
31,96,23,2,208.0,230.0,10
32,38,36,10,193.0,230.0,10
33,17,37,1,173.0,228.0,10
34,58,43,6,0.0,56.0,10
35,19,73,8,43.0,101.0,10
36,82,24,6,209.0,230.0,10
37,98,17,5,192.0,230.0,10
38,49,18,5,171.0,230.0,10
39,58,90,3,60.0,103.0,10
40,20,70,9,76.0,122.0,10
41,86,79,6,98.0,140.0,10
42,63,52,2,185.0,230.0,10
43,22,99,3,56.0,112.0,10
44,92,46,1,201.0,230.0,10
45,79,29,5,15.0,69.0,10
46,4,29,5,23.0,55.0,10
47,47,79,6,123.0,143.0,10
48,26,76,6,103.0,134.0,10
49,19,9,5,59.0,84.0,10
50,31,36,4,138.0,161.0,10
51,16,78,5,84.0,124.0,10
52,18,62,7,14.0,64.0,10
53,71,80,9,208.0,230.0,10
54,71,38,1,102.0,126.0,10
55,14,91,8,179.0,230.0,10
56,16,74,5,117.0,142.0,10
57,80,36,2,73.0,103.0,10
58,23,99,5,59.0,111.0,10
59,51,18,2,4.0,58.0,10
60,28,92,8,210.0,230.0,10
61,39,37,2,83.0,141.0,10
62,23,39,5,109.0,153.0,10
63,64,40,1,196.0,227.0,10
64,94,7,4,153.0,192.0,10
65,77,23,7,192.0,224.0,10
66,70,18,8,105.0,139.0,10
67,67,32,6,49.0,105.0,10
68,12,1,6,27.0,78.0,10
69,87,87,2,126.0,157.0,10
70,4,37,5,197.0,229.0,10
71,43,22,10,152.0,181.0,10
72,32,46,5,153.0,192.0,10
73,28,77,4,25.0,52.0,10
74,81,27,2,206.0,230.0,10
75,3,87,2,161.0,206.0,10
76,16,39,1,160.0,210.0,10
77,74,28,1,192.0,230.0,10
78,52,83,9,84.0,116.0,10
79,49,81,6,95.0,122.0,10
80,36,77,7,171.0,221.0,10
81,47,59,8,18.0,55.0,10
82,3,87,1,180.0,212.0,10
83,26,64,2,182.0,230.0,10
84,81,37,7,80.0,129.0,10
85,2,5,4,86.0,132.0,10
86,99,86,9,56.0,94.0,10
87,62,6,2,179.0,230.0,10
88,100,44,4,141.0,183.0,10
89,31,48,10,199.0,223.0,10
90,5,47,3,100.0,133.0,10
91,50,92,4,137.0,157.0,10
92,29,56,1,160.0,220.0,10
93,27,94,9,200.0,230.0,10
94,1,61,8,35.0,75.0,10
95,57,59,5,182.0,206.0,10
96,54,41,2,204.0,230.0,10
97,72,51,9,29.0,74.0,10
98,49,64,10,14.0,60.0,10
99,21,72,3,20.0,45.0,10
100,45,47,7,185.0,230.0,10
