CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,25,15,2,0.0,32.0,10
2,66,38,8,165.0,208.0,10
3,74,32,4,106.0,166.0,10
4,38,40,9,163.0,216.0,10
5,93,16,6,166.0,205.0,10
6,76,79,10,175.0,230.0,10
7,21,22,4,77.0,125.0,10
8,38,3,1,110.0,151.0,10
9,13,88,1,171.0,201.0,10
10,61,9,2,27.0,83.0,10
11,99,11,9,58.0,98.0,10
12,22,42,4,174.0,205.0,10
13,81,15,9,184.0,230.0,10
14,81,12,10,200.0,230.0,10
15,94,65,8,110.0,144.0,10
16,59,60,9,183.0,221.0,10
17,13,78,3,15.0,67.0,10
18,96,12,2,48.0,87.0,10
19,25,16,2,209.0,230.0,10
20,14,45,4,179.0,216.0,10
21,75,36,10,151.0,173.0,10
22,98,86,3,95.0,140.0,10
23,19,22,3,29.0,65.0,10
24,68,72,5,31.0,73.0,10
25,64,24,4,197.0,230.0,10
26,20,78,10,117.0,139.0,10
27,50,4,9,170.0,191.0,10
28,28,46,9,78.0,135.0,10
29,6,0,9,193.0,213.0,10
30,14,84,4,185.0,205.0,10
31,38,8,8,129.0,163.0,10
32,64,25,9,122.0,171.0,10
33,54,97,10,148.0,190.0,10
34,22,35,5,68.0,90.0,10
35,37,88,1,207.0,230.0,10
36,66,43,9,170.0,230.0,10
37,90,86,4,46.0,92.0,10
38,72,67,10,145.0,202.0,10
39,77,48,8,17.0,56.0,10
40,54,17,3,61.0,119.0,10
41,66,4,6,46.0,93.0,10
42,79,59,9,137.0,196.0,10
43,87,72,8,65.0,102.0,10
44,91,87,6,69.0,103.0,10
45,21,71,3,141.0,174.0,10
46,87,11,3,196.0,230.0,10
47,41,31,6,159.0,201.0,10
48,55,19,3,141.0,175.0,10
49,46,58,7,85.0,137.0,10
50,96,79,6,74.0,127.0,10
51,15,19,2,38.0,58.0,10
52,83,26,9,55.0,86.0,10
53,84,69,10,29.0,75.0,10
54,60,91,3,128.0,152.0,10
55,30,24,1,31.0,62.0,10
56,19,78,1,103.0,161.0,10
57,53,55,7,172.0,230.0,10
58,80,19,3,117.0,138.0,10
59,53,68,4,14.0,43.0,10
60,77,95,9,99.0,132.0,10
61,16,74,1,172.0,230.0,10
62,99,12,6,71.0,121.0,10
63,6,47,6,29.0,53.0,10
64,15,13,3,86.0,144.0,10
65,59,51,2,166.0,226.0,10
66,2,41,9,20.0,61.0,10
67,35,31,10,87.0,114.0,10
68,25,93,6,38.0,87.0,10
69,66,70,9,42.0,83.0,10
70,26,25,4,130.0,158.0,10
71,69,24,2,17.0,41.0,10
72,29,86,2,29.0,80.0,10
73,10,56,7,136.0,180.0,10
74,96,4,10,183.0,230.0,10
75,71,72,8,159.0,194.0,10
76,9,12,8,56.0,113.0,10
77,68,48,5,73.0,127.0,10
78,56,55,2,122.0,148.0,10
79,58,44,7,42.0,88.0,10
80,59,84,4,37.0,84.0,10
81,58,32,8,89.0,140.0,10
82,82,28,2,62.0,104.0,10
83,58,5,8,19.0,71.0,10
84,13,21,1,4.0,33.0,10
85,92,82,10,112.0,153.0,10
86,29,48,4,189.0,230.0,10
87,28,69,2,74.0,116.0,10
88,65,68,8,188.0,230.0,10
89,38,30,1,171.0,230.0,10
90,34,8,6,48.0,101.0,10
91,14,62,10,114.0,140.0,10
92,71,4,1,120.0,141.0,10
93,83,69,1,46.0,78.0,10
94,33,64,8,210.0,230.0,10
95,67,77,7,52.0,89.0,10
96,46,80,4,177.0,230.0,10
97,55,70,3,186.0,230.0,10
98,69,58,3,192.0,230.0,10
99,79,22,7,38.0,85.0,10
100,22,58,8,52.0,112.0,10
