CUST_NO,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,40.0,50.0,0,0.0,230.0,0
1,77.11,21.36,21,0.0,230.0,10
2,60.97,43.77,5,0.0,230.0,10
3,61.81,75.02,22,0.0,230.0,10
4,18.28,64.23,19,114.09,204.03,10
5,39.84,12.82,36,0.0,230.0,10
6,88.61,95.39,14,66.51,141.25,10
7,89.12,67.16,38,52.03,152.58,10
8,26.08,47.46,12,41.4,101.4,10
9,3.46,35.59,35,0.0,230.0,10
10,64.61,85.76,27,43.41,80.23,10
11,89.88,47.17,20,108.2,180.04,10
12,82.01,67.84,20,65.8,155.8,10
13,54.56,43.51,35,166.74,196.74,10
14,65.29,5.48,17,0.0,230.0,10
15,16.01,23.48,34,66.26,156.26,10
16,14.47,81.43,31,103.48,189.51,10
17,12.15,39.19,12,123.0,200.13,10
18,50.31,0.41,21,164.1,174.1,10
19,57.64,64.58,36,0.0,230.0,10
20,32.99,72.2,28,105.74,115.74,10
21,50.2,78.55,18,106.37,196.37,10
22,45.18,84.04,15,45.93,165.93,10
23,53.83,44.58,18,141.04,215.15,10
24,15.93,38.2,3,0.0,230.0,10
25,44.84,87.2,24,37.51,114.02,10
26,81.27,42.83,29,116.89,188.11,10
27,32.54,3.7,23,99.07,109.07,10
28,43.73,4.2,12,0.0,230.0,10
29,36.75,14.67,14,104.94,164.94,10
30,70.03,79.22,33,69.35,188.1,10
31,66.29,65.65,7,0.0,230.0,10
32,33.16,66.59,38,24.74,114.74,10
33,36.39,23.23,34,63.55,123.55,10
34,61.61,3.11,15,0.0,230.0,10
35,48.34,73.33,20,0.0,230.0,10
36,75.17,53.31,25,35.33,96.6,10
37,67.25,45.87,23,134.27,194.27,10
38,21.0,24.21,16,0.0,230.0,10
39,24.02,77.4,2,134.91,194.91,10
40,75.14,66.62,25,0.0,230.0,10
41,22.23,36.45,37,134.89,164.89,10
42,44.42,30.66,27,149.23,209.23,10
43,79.99,31.28,21,135.25,185.85,10
44,55.93,61.71,2,0.0,230.0,10
45,29.78,33.63,37,19.3,51.81,10
46,81.31,72.94,2,57.8,67.8,10
47,65.36,31.7,19,72.31,82.31,10
48,4.13,26.94,31,42.64,112.46,10
49,83.52,70.18,3,76.28,136.28,10
50,64.55,79.92,14,111.23,121.23,10
51,34.98,24.82,38,130.3,190.3,10
52,67.31,43.3,32,28.12,110.49,10
53,80.52,91.47,1,57.98,144.25,10
54,66.4,51.15,27,53.02,143.02,10
55,19.98,26.4,25,0.0,230.0,10
56,96.32,58.18,33,0.0,230.0,10
57,55.23,96.82,28,64.7,74.7,10
58,24.41,12.98,12,114.48,144.48,10
59,85.95,41.59,22,0.0,230.0,10
60,80.96,8.59,20,0.0,230.0,10
61,54.79,6.82,25,147.78,157.78,10
62,80.92,10.75,11,115.38,173.3,10
63,92.93,32.7,12,55.69,81.48,10
64,18.78,84.08,2,87.89,117.89,10
65,62.0,84.51,19,117.96,147.96,10
66,6.49,26.58,10,92.29,102.29,10
67,2.47,58.11,33,0.0,230.0,10
68,90.64,51.58,29,65.66,75.66,10
69,40.95,92.29,33,115.28,187.7,10
70,96.95,57.9,16,112.48,172.48,10
71,50.3,1.93,10,155.83,165.83,10
72,22.36,8.83,4,44.79,131.56,10
73,78.26,16.71,17,104.51,134.51,10
74,31.24,26.32,8,105.53,195.53,10
75,77.92,51.22,29,80.55,110.55,10
76,80.45,23.78,2,48.2,103.4,10
77,50.76,63.99,22,0.0,230.0,10
78,2.95,61.2,16,0.0,230.0,10
79,63.19,62.85,12,125.59,155.59,10
80,97.91,20.43,5,0.0,230.0,10
81,38.93,51.17,38,0.0,230.0,10
82,82.37,50.31,27,132.45,142.45,10
83,74.77,0.89,11,0.0,230.0,10
84,35.51,86.23,38,121.0,193.49,10
85,18.19,32.81,33,0.0,230.0,10
86,26.22,4.2,26,99.96,129.96,10
87,9.68,80.06,18,171.83,181.83,10
88,77.2,64.6,14,138.95,168.95,10
89,53.24,60.82,8,157.8,187.8,10
90,96.96,62.82,22,90.52,171.62,10
91,64.48,82.6,22,0.0,230.0,10
92,72.54,41.79,17,0.0,230.0,10
93,23.79,73.62,38,28.65,50.06,10
94,31.38,82.27,36,130.28,196.6,10
95,34.4,54.0,25,0.0,230.0,10
96,12.21,11.35,30,92.75,182.4,10
97,8.02,87.95,21,0.0,230.0,10
98,17.34,61.57,16,80.77,90.77,10
99,26.89,78.52,15,0.0,230.0,10
100,7.95,37.85,8,0.0,230.0,10
