CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,97,49,8,27.0,84.0,10
2,25,25,7,136.0,157.0,10
3,54,56,8,149.0,176.0,10
4,67,41,4,188.0,230.0,10
5,63,80,10,170.0,230.0,10
6,51,41,8,189.0,210.0,10
7,54,59,1,206.0,230.0,10
8,96,32,8,125.0,147.0,10
9,63,34,1,171.0,217.0,10
10,80,98,2,156.0,190.0,10
11,48,33,1,185.0,230.0,10
12,27,25,2,201.0,227.0,10
13,16,28,4,33.0,84.0,10
14,30,39,6,82.0,138.0,10
15,38,37,6,34.0,89.0,10
16,98,31,6,61.0,99.0,10
17,78,24,7,208.0,230.0,10
18,66,97,10,170.0,230.0,10
19,44,52,3,194.0,230.0,10
20,71,44,6,80.0,125.0,10
21,25,75,6,81.0,128.0,10
22,10,85,9,159.0,190.0,10
23,72,40,2,189.0,230.0,10
24,94,21,5,205.0,230.0,10
25,91,38,3,177.0,230.0,10
26,85,71,8,135.0,179.0,10
27,56,6,1,129.0,178.0,10
28,44,92,8,115.0,137.0,10
29,95,77,3,125.0,152.0,10
30,63,12,4,203.0,230.0,10
31,81,1,1,186.0,230.0,10
32,63,49,1,195.0,230.0,10
33,24,66,2,99.0,159.0,10
34,52,59,1,199.0,230.0,10
35,96,54,8,123.0,171.0,10
36,100,83,4,176.0,212.0,10
37,77,22,2,184.0,218.0,10
38,58,60,10,128.0,165.0,10
39,10,70,4,29.0,58.0,10
40,5,53,1,136.0,184.0,10
41,64,80,10,205.0,230.0,10
42,50,72,8,26.0,70.0,10
43,39,19,4,86.0,125.0,10
44,12,77,9,157.0,197.0,10
45,63,49,9,206.0,230.0,10
46,32,31,5,203.0,230.0,10
47,70,15,10,41.0,93.0,10
48,28,47,10,176.0,230.0,10
49,79,59,3,206.0,230.0,10
50,75,96,9,191.0,230.0,10
51,100,60,6,179.0,230.0,10
52,30,94,10,36.0,85.0,10
53,29,10,6,27.0,84.0,10
54,81,24,4,202.0,230.0,10
55,25,20,8,175.0,230.0,10
56,89,5,6,95.0,119.0,10
57,43,25,3,151.0,200.0,10
58,93,50,1,108.0,146.0,10
59,4,38,7,177.0,209.0,10
60,17,74,2,119.0,155.0,10
61,6,84,10,188.0,230.0,10
62,46,86,3,83.0,128.0,10
63,33,70,7,146.0,166.0,10
64,22,88,4,65.0,103.0,10
65,96,85,4,175.0,228.0,10
66,84,90,6,176.0,230.0,10
67,80,94,4,45.0,90.0,10
68,25,2,9,4.0,60.0,10
69,90,27,4,36.0,72.0,10
70,44,43,4,205.0,230.0,10
71,67,85,10,177.0,230.0,10
72,42,39,4,0.0,34.0,10
73,79,36,3,204.0,226.0,10
74,75,99,7,195.0,230.0,10
75,55,48,10,11.0,37.0,10
76,69,68,4,15.0,70.0,10
77,95,11,6,133.0,174.0,10
78,91,90,4,58.0,104.0,10
79,89,5,4,82.0,142.0,10
80,74,33,8,75.0,127.0,10
81,0,8,2,68.0,126.0,10
82,9,6,6,173.0,215.0,10
83,43,66,5,50.0,76.0,10
84,33,2,6,44.0,92.0,10
85,7,25,6,9.0,34.0,10
86,66,25,9,156.0,196.0,10
87,19,25,6,37.0,70.0,10
88,2,64,3,46.0,94.0,10
89,15,18,10,95.0,154.0,10
90,55,63,9,110.0,134.0,10
91,84,46,5,208.0,230.0,10
92,34,17,1,65.0,116.0,10
93,46,73,4,22.0,73.0,10
94,62,7,8,171.0,230.0,10
95,66,75,9,187.0,230.0,10
96,61,60,3,196.0,230.0,10
97,16,49,5,132.0,160.0,10
98,67,97,6,174.0,230.0,10
99,76,10,5,39.0,67.0,10
100,85,8,6,106.0,144.0,10
