CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,40,52,2,205.0,230.0,10
2,68,68,9,209.0,230.0,10
3,1,78,1,31.0,88.0,10
4,97,79,3,57.0,81.0,10
5,47,91,10,137.0,161.0,10
6,100,22,3,154.0,183.0,10
7,64,20,1,160.0,210.0,10
8,90,10,2,207.0,230.0,10
9,49,21,7,51.0,105.0,10
10,87,30,2,31.0,66.0,10
11,81,65,2,137.0,196.0,10
12,16,89,7,178.0,230.0,10
13,1,84,3,172.0,230.0,10
14,75,5,4,104.0,152.0,10
15,81,2,3,118.0,159.0,10
16,29,6,7,9.0,63.0,10
17,38,89,5,132.0,179.0,10
18,81,63,5,95.0,147.0,10
19,33,16,6,66.0,91.0,10
20,62,63,10,13.0,61.0,10
21,3,38,2,177.0,230.0,10
22,23,37,3,187.0,230.0,10
23,36,26,8,129.0,176.0,10
24,65,11,9,74.0,113.0,10
25,3,9,6,136.0,193.0,10
26,88,67,1,96.0,117.0,10
27,17,34,9,0.0,24.0,10
28,98,55,9,70.0,102.0,10
29,91,7,8,192.0,230.0,10
30,27,50,3,102.0,126.0,10
31,29,41,10,170.0,230.0,10
32,98,95,6,183.0,230.0,10
33,22,85,8,190.0,230.0,10
34,98,14,7,119.0,172.0,10
35,6,67,8,134.0,159.0,10
36,47,81,9,17.0,70.0,10
37,90,52,2,49.0,82.0,10
38,74,10,10,118.0,174.0,10
39,98,72,8,50.0,105.0,10
40,89,94,9,75.0,104.0,10
41,53,84,8,174.0,230.0,10
42,76,16,10,173.0,230.0,10
43,93,58,10,170.0,230.0,10
44,94,76,7,179.0,230.0,10
45,22,93,6,187.0,230.0,10
46,3,21,8,40.0,72.0,10
47,43,9,2,177.0,203.0,10
48,28,43,2,94.0,123.0,10
49,40,56,8,64.0,108.0,10
50,3,93,1,137.0,181.0,10
51,14,36,5,192.0,230.0,10
52,31,0,10,33.0,66.0,10
53,29,31,2,102.0,122.0,10
54,28,10,8,5.0,37.0,10
55,97,69,2,51.0,80.0,10
56,95,10,2,45.0,86.0,10
57,69,22,8,85.0,132.0,10
58,5,49,3,207.0,230.0,10
59,62,31,7,189.0,230.0,10
60,27,76,2,178.0,212.0,10
61,70,47,7,99.0,147.0,10
62,87,53,7,122.0,160.0,10
63,91,43,1,189.0,226.0,10
64,94,71,5,120.0,171.0,10
65,85,69,7,156.0,216.0,10
66,89,46,4,204.0,230.0,10
67,64,67,2,130.0,163.0,10
68,4,64,1,177.0,230.0,10
69,81,98,6,181.0,208.0,10
70,66,69,6,111.0,160.0,10
71,87,82,6,144.0,184.0,10
72,22,56,4,200.0,230.0,10
73,87,41,4,170.0,213.0,10
74,55,90,3,196.0,230.0,10
75,14,68,10,183.0,230.0,10
76,39,17,2,157.0,192.0,10
77,90,25,5,155.0,206.0,10
78,49,36,4,124.0,165.0,10
79,46,79,1,54.0,87.0,10
80,82,13,9,189.0,230.0,10
81,53,34,7,76.0,100.0,10
82,59,69,10,185.0,230.0,10
83,24,63,7,210.0,230.0,10
84,68,34,2,120.0,140.0,10
85,26,28,2,100.0,142.0,10
86,100,100,9,186.0,230.0,10
87,37,92,6,141.0,193.0,10
88,63,46,6,154.0,191.0,10
89,4,32,10,17.0,71.0,10
90,8,21,4,68.0,102.0,10
91,13,44,6,189.0,230.0,10
92,8,87,6,49.0,76.0,10
93,20,58,5,205.0,230.0,10
94,37,0,9,101.0,134.0,10
95,22,61,2,170.0,230.0,10
96,50,72,8,191.0,230.0,10
97,97,61,10,176.0,230.0,10
98,63,60,2,101.0,133.0,10
99,100,94,6,178.0,223.0,10
100,52,1,10,18.0,56.0,10
