CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,2,16,7,82.0,106.0,10
2,96,99,10,172.0,230.0,10
3,26,99,10,150.0,192.0,10
4,53,58,6,192.0,230.0,10
5,95,84,7,62.0,92.0,10
6,73,15,1,120.0,175.0,10
7,98,44,5,197.0,230.0,10
8,45,0,1,33.0,70.0,10
9,88,84,1,87.0,146.0,10
10,5,89,1,170.0,230.0,10
11,22,87,6,187.0,221.0,10
12,6,31,7,4.0,41.0,10
13,40,64,6,7.0,34.0,10
14,65,81,9,31.0,83.0,10
15,41,48,2,171.0,230.0,10
16,52,61,4,8.0,51.0,10
17,65,41,5,91.0,131.0,10
18,43,81,5,188.0,230.0,10
19,63,0,1,194.0,230.0,10
20,45,0,1,44.0,84.0,10
21,52,42,2,6.0,46.0,10
22,58,7,4,197.0,230.0,10
23,95,85,7,81.0,114.0,10
24,40,24,9,156.0,200.0,10
25,6,38,10,21.0,79.0,10
26,71,39,1,182.0,230.0,10
27,21,0,10,196.0,230.0,10
28,64,63,9,139.0,192.0,10
29,70,90,5,57.0,106.0,10
30,22,42,1,96.0,154.0,10
31,72,9,9,82.0,108.0,10
32,98,97,8,193.0,230.0,10
33,57,41,7,153.0,181.0,10
34,53,3,5,175.0,230.0,10
35,14,17,3,148.0,200.0,10
36,27,25,1,170.0,230.0,10
37,70,100,1,209.0,230.0,10
38,75,45,2,117.0,143.0,10
39,22,26,5,106.0,143.0,10
40,53,53,7,196.0,230.0,10
41,8,8,10,187.0,230.0,10
42,73,34,7,201.0,230.0,10
43,61,62,3,189.0,230.0,10
44,91,44,2,45.0,76.0,10
45,85,75,7,43.0,65.0,10
46,76,11,8,105.0,148.0,10
47,64,91,5,188.0,230.0,10
48,59,77,8,198.0,219.0,10
49,79,100,8,201.0,230.0,10
50,9,66,4,30.0,62.0,10
51,54,31,3,137.0,190.0,10
52,45,100,5,55.0,110.0,10
53,68,90,8,108.0,160.0,10
54,40,4,1,10.0,57.0,10
55,53,16,9,7.0,27.0,10
56,5,12,5,133.0,179.0,10
57,64,10,6,19.0,79.0,10
58,68,14,2,103.0,125.0,10
59,12,97,2,195.0,230.0,10
60,51,41,2,158.0,204.0,10
61,83,43,6,60.0,86.0,10
62,15,57,3,63.0,85.0,10
63,96,19,10,99.0,134.0,10
64,20,87,7,191.0,230.0,10
65,88,21,5,68.0,115.0,10
66,13,89,10,198.0,230.0,10
67,76,87,7,205.0,230.0,10
68,11,50,1,72.0,120.0,10
69,44,3,8,9.0,67.0,10
70,57,19,9,46.0,87.0,10
71,28,5,7,182.0,230.0,10
72,73,15,8,150.0,177.0,10
73,68,51,6,102.0,144.0,10
74,48,1,4,122.0,179.0,10
75,22,41,10,3.0,43.0,10
76,37,69,2,105.0,133.0,10
77,55,88,1,183.0,230.0,10
78,53,49,2,208.0,230.0,10
79,35,64,8,117.0,156.0,10
80,87,64,4,143.0,191.0,10
81,37,29,1,103.0,123.0,10
82,53,66,3,172.0,195.0,10
83,50,18,6,210.0,230.0,10
84,74,52,1,48.0,73.0,10
85,72,42,10,69.0,123.0,10
86,90,42,9,201.0,230.0,10
87,30,5,8,199.0,230.0,10
88,25,26,4,183.0,223.0,10
89,95,62,9,61.0,114.0,10
90,91,9,10,50.0,90.0,10
91,95,27,10,197.0,221.0,10
92,20,55,4,9.0,61.0,10
93,52,27,8,3.0,46.0,10
94,97,34,3,185.0,230.0,10
95,100,73,1,156.0,200.0,10
96,25,32,5,33.0,67.0,10
97,10,57,10,64.0,91.0,10
98,22,68,2,196.0,230.0,10
99,55,37,9,205.0,230.0,10
100,59,74,10,103.0,143.0,10
