CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,62,9,6,85.0,138.0,10
2,10,90,7,178.0,217.0,10
3,55,18,9,117.0,169.0,10
4,95,84,3,195.0,230.0,10
5,49,14,3,29.0,80.0,10
6,49,72,9,103.0,142.0,10
7,8,10,1,25.0,65.0,10
8,73,81,1,176.0,230.0,10
9,3,96,10,188.0,230.0,10
10,1,73,6,89.0,147.0,10
11,77,75,8,81.0,121.0,10
12,53,58,5,75.0,128.0,10
13,78,39,5,30.0,64.0,10
14,63,99,7,67.0,102.0,10
15,6,75,1,35.0,71.0,10
16,44,38,7,79.0,107.0,10
17,12,1,10,49.0,76.0,10
18,100,62,6,188.0,214.0,10
19,56,89,4,83.0,111.0,10
20,38,71,2,175.0,230.0,10
21,3,71,3,79.0,130.0,10
22,52,3,2,9.0,63.0,10
23,10,78,4,25.0,82.0,10
24,33,6,4,208.0,230.0,10
25,42,98,7,181.0,230.0,10
26,12,41,5,194.0,230.0,10
27,10,67,3,35.0,87.0,10
28,2,75,7,78.0,135.0,10
29,28,24,6,132.0,166.0,10
30,83,4,4,162.0,188.0,10
31,60,33,2,182.0,230.0,10
32,8,12,3,0.0,55.0,10
33,22,83,5,99.0,127.0,10
34,75,73,3,66.0,126.0,10
35,30,78,2,172.0,230.0,10
36,70,83,7,157.0,179.0,10
37,64,64,4,113.0,167.0,10
38,76,81,4,209.0,230.0,10
39,28,5,4,185.0,230.0,10
40,87,56,3,152.0,177.0,10
41,68,17,7,60.0,114.0,10
42,53,35,2,178.0,230.0,10
43,69,65,6,171.0,230.0,10
44,57,24,4,73.0,117.0,10
45,45,95,10,175.0,230.0,10
46,63,84,7,204.0,230.0,10
47,64,66,2,163.0,191.0,10
48,82,72,5,176.0,230.0,10
49,88,20,3,164.0,204.0,10
50,57,13,5,62.0,106.0,10
51,36,90,4,33.0,91.0,10
52,21,99,2,61.0,106.0,10
53,35,41,7,94.0,142.0,10
54,14,0,3,182.0,220.0,10
55,49,50,7,178.0,230.0,10
56,56,43,7,103.0,143.0,10
57,50,67,6,187.0,230.0,10
58,40,52,9,139.0,194.0,10
59,86,91,10,178.0,230.0,10
60,26,58,8,153.0,182.0,10
61,10,67,6,61.0,88.0,10
62,72,45,7,34.0,77.0,10
63,25,52,2,87.0,118.0,10
64,28,57,5,133.0,181.0,10
65,100,21,4,186.0,230.0,10
66,87,81,4,49.0,103.0,10
67,3,65,1,134.0,188.0,10
68,73,82,1,48.0,77.0,10
69,34,97,8,154.0,201.0,10
70,7,62,1,136.0,173.0,10
71,33,58,1,195.0,230.0,10
72,2,85,6,131.0,187.0,10
73,58,13,9,90.0,150.0,10
74,12,0,7,98.0,154.0,10
75,0,87,7,151.0,172.0,10
76,81,6,6,41.0,67.0,10
77,17,6,8,176.0,205.0,10
78,74,85,8,133.0,161.0,10
79,58,28,1,133.0,185.0,10
80,54,67,2,160.0,212.0,10
81,12,75,8,34.0,67.0,10
82,21,14,2,79.0,125.0,10
83,64,98,8,204.0,230.0,10
84,10,88,10,179.0,230.0,10
85,44,53,5,174.0,230.0,10
86,5,48,5,182.0,230.0,10
87,45,92,2,206.0,227.0,10
88,40,46,4,0.0,39.0,10
89,56,9,1,68.0,99.0,10
90,13,55,1,169.0,210.0,10
91,5,55,4,193.0,222.0,10
92,31,65,5,8.0,61.0,10
93,54,55,5,131.0,181.0,10
94,31,77,8,174.0,230.0,10
95,27,49,1,198.0,230.0,10
96,27,85,9,43.0,70.0,10
97,75,32,1,187.0,230.0,10
98,65,31,10,174.0,230.0,10
99,21,55,2,194.0,226.0,10
100,68,19,2,105.0,148.0,10
