CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,62,9,1,146.0,201.0,10
2,90,53,10,177.0,230.0,10
3,54,31,9,183.0,222.0,10
4,84,76,4,81.0,125.0,10
5,28,53,10,174.0,215.0,10
6,83,32,4,22.0,71.0,10
7,91,97,5,170.0,230.0,10
8,45,88,7,36.0,90.0,10
9,80,21,1,92.0,120.0,10
10,74,21,7,60.0,113.0,10
11,96,80,1,160.0,188.0,10
12,27,49,3,8.0,42.0,10
13,74,39,6,49.0,75.0,10
14,75,14,5,165.0,213.0,10
15,59,63,7,21.0,52.0,10
16,78,11,4,196.0,230.0,10
17,70,61,8,191.0,230.0,10
18,45,86,10,200.0,230.0,10
19,49,67,9,206.0,230.0,10
20,40,0,10,186.0,230.0,10
21,99,0,2,70.0,93.0,10
22,6,80,7,58.0,86.0,10
23,61,52,9,107.0,137.0,10
24,51,43,2,177.0,230.0,10
25,56,68,4,124.0,179.0,10
26,34,83,2,175.0,230.0,10
27,94,82,8,51.0,106.0,10
28,94,47,3,115.0,157.0,10
29,31,29,6,156.0,216.0,10
30,84,83,1,141.0,174.0,10
31,89,78,2,209.0,230.0,10
32,44,68,4,173.0,230.0,10
33,7,37,1,175.0,195.0,10
34,37,59,3,192.0,213.0,10
35,15,87,10,128.0,171.0,10
36,32,99,2,43.0,89.0,10
37,49,28,7,185.0,230.0,10
38,46,3,10,29.0,78.0,10
39,88,93,3,205.0,230.0,10
40,80,25,8,155.0,201.0,10
41,20,61,1,23.0,57.0,10
42,59,22,2,116.0,156.0,10
43,74,64,9,187.0,230.0,10
44,40,66,7,61.0,97.0,10
45,88,24,6,196.0,230.0,10
46,96,56,8,195.0,230.0,10
47,58,23,7,172.0,230.0,10
48,59,11,3,114.0,136.0,10
49,88,83,10,101.0,130.0,10
50,7,30,3,11.0,62.0,10
51,53,40,3,182.0,212.0,10
52,37,27,5,0.0,46.0,10
53,9,30,3,34.0,82.0,10
54,63,87,1,180.0,229.0,10
55,22,3,3,207.0,230.0,10
56,75,95,1,87.0,115.0,10
57,2,38,6,152.0,191.0,10
58,85,3,2,178.0,230.0,10
59,23,24,4,146.0,193.0,10
60,1,5,3,104.0,140.0,10
61,66,71,9,186.0,230.0,10
62,41,100,4,127.0,161.0,10
63,81,41,9,69.0,103.0,10
64,77,14,10,191.0,230.0,10
65,52,28,3,0.0,29.0,10
66,52,100,7,192.0,230.0,10
67,35,44,7,185.0,230.0,10
68,88,7,3,160.0,186.0,10
69,8,33,4,13.0,46.0,10
70,57,58,2,198.0,230.0,10
71,52,57,5,54.0,78.0,10
72,22,32,4,69.0,89.0,10
73,80,57,3,209.0,230.0,10
74,22,70,8,100.0,133.0,10
75,77,43,8,94.0,127.0,10
76,8,37,5,156.0,190.0,10
77,42,69,9,178.0,230.0,10
78,86,65,10,63.0,83.0,10
79,29,99,7,42.0,101.0,10
80,87,46,1,125.0,161.0,10
81,86,14,1,42.0,93.0,10
82,67,69,2,198.0,230.0,10
83,47,48,5,203.0,230.0,10
84,76,23,9,94.0,126.0,10
85,42,28,3,66.0,104.0,10
86,41,25,6,62.0,86.0,10
87,13,54,9,83.0,143.0,10
88,42,88,8,111.0,138.0,10
89,54,68,1,144.0,200.0,10
90,76,73,6,140.0,163.0,10
91,30,12,3,177.0,230.0,10
92,62,29,1,136.0,170.0,10
93,69,1,6,122.0,161.0,10
94,73,17,1,170.0,230.0,10
95,90,62,1,194.0,230.0,10
96,58,15,9,162.0,193.0,10
97,28,50,4,194.0,217.0,10
98,93,65,6,34.0,85.0,10
99,2,60,9,125.0,159.0,10
100,95,5,4,209.0,230.0,10
