CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
0,35,35,0,0.0,230.0,0
1,16,36,8,131.0,190.0,10
2,57,42,10,9.0,42.0,10
3,5,93,4,175.0,230.0,10
4,18,61,5,86.0,124.0,10
5,51,25,9,190.0,218.0,10
6,88,35,10,40.0,77.0,10
7,74,86,5,172.0,230.0,10
8,84,60,9,153.0,176.0,10
9,91,87,10,86.0,109.0,10
10,24,84,10,89.0,146.0,10
11,1,17,2,94.0,125.0,10
12,6,93,6,173.0,230.0,10
13,7,48,7,100.0,137.0,10
14,45,92,10,172.0,230.0,10
15,100,71,1,75.0,122.0,10
16,83,12,7,47.0,69.0,10
17,15,47,10,85.0,132.0,10
18,49,33,10,147.0,172.0,10
19,55,6,10,28.0,51.0,10
20,33,99,6,177.0,230.0,10
21,1,78,2,148.0,208.0,10
22,44,37,8,171.0,230.0,10
23,10,79,2,194.0,230.0,10
24,80,39,7,72.0,95.0,10
25,50,15,9,54.0,114.0,10
26,71,26,5,40.0,65.0,10
27,23,66,7,161.0,221.0,10
28,14,16,8,152.0,194.0,10
29,78,73,3,195.0,230.0,10
30,58,49,1,142.0,172.0,10
31,76,92,5,173.0,230.0,10
32,97,13,4,90.0,114.0,10
33,26,26,6,176.0,228.0,10
34,12,66,1,120.0,165.0,10
35,41,42,8,196.0,224.0,10
36,17,59,7,123.0,176.0,10
37,4,67,8,35.0,84.0,10
38,66,41,4,181.0,230.0,10
39,87,22,5,56.0,99.0,10
40,59,56,8,147.0,198.0,10
41,60,48,8,1.0,45.0,10
42,79,95,6,203.0,230.0,10
43,19,59,10,81.0,127.0,10
44,69,25,10,12.0,66.0,10
45,47,87,2,209.0,230.0,10
46,59,86,1,80.0,122.0,10
47,59,52,3,153.0,174.0,10
48,47,37,7,97.0,140.0,10
49,92,90,6,101.0,138.0,10
50,74,96,4,53.0,112.0,10
51,70,32,9,185.0,223.0,10
52,40,73,5,180.0,230.0,10
53,65,49,3,90.0,115.0,10
54,29,76,1,25.0,78.0,10
55,88,25,7,79.0,132.0,10
56,89,46,10,170.0,230.0,10
57,38,14,9,205.0,230.0,10
58,43,21,8,197.0,230.0,10
59,5,82,7,59.0,92.0,10
60,20,25,7,117.0,148.0,10
61,64,4,6,85.0,135.0,10
62,97,16,7,124.0,178.0,10
63,6,24,9,75.0,99.0,10
64,62,17,8,169.0,222.0,10
65,56,39,7,177.0,215.0,10
66,78,25,7,67.0,126.0,10
67,91,61,8,49.0,101.0,10
68,18,37,7,120.0,150.0,10
69,73,53,1,103.0,161.0,10
70,37,30,10,209.0,230.0,10
71,22,77,1,96.0,154.0,10
72,34,13,8,182.0,230.0,10
73,6,89,8,204.0,230.0,10
74,16,59,4,17.0,42.0,10
75,41,31,8,147.0,167.0,10
76,9,92,10,174.0,230.0,10
77,25,32,4,31.0,75.0,10
78,87,3,4,203.0,230.0,10
79,33,65,6,181.0,230.0,10
80,46,20,8,30.0,84.0,10
81,60,20,3,4.0,47.0,10
82,31,78,3,179.0,230.0,10
83,83,20,1,112.0,144.0,10
84,62,96,7,118.0,165.0,10
85,39,51,4,178.0,208.0,10
86,15,35,4,149.0,188.0,10
87,9,33,2,21.0,44.0,10
88,60,35,2,0.0,42.0,10
89,17,88,5,125.0,160.0,10
90,99,93,10,66.0,124.0,10
91,83,59,4,128.0,172.0,10
92,31,57,7,50.0,72.0,10
93,37,38,1,0.0,36.0,10
94,80,43,7,146.0,187.0,10
95,89,13,1,48.0,94.0,10
96,73,56,8,16.0,76.0,10
97,19,61,8,17.0,66.0,10
98,87,91,7,98.0,152.0,10
99,10,56,10,52.0,90.0,10
100,27,28,4,116.0,171.0,10
